Date,ABW,AFG,AGO,ALB,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LVA,MAR,MDA,MDG,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNP,MOZ,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_CIS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SRB,SSD,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1975,0.0,60.0,0.0,85.0,0.0,42.0,0.0,0.0,0.0,9204.0,1200.0,0.0,0.0,4.0,0.0,0.0,73340.0,6188.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0,0.0,5.0,4129.0,25.0,543.0,2157727.0,0.0,0.0,0.0,0.0,48.0,0.0,2.0,1040.0,0.0,0.0,31.0,0.0,39380.0,0.0,15188.0,0.0,0.0,1591.0,9000.0,0.0,168312.0,0.0,0.0,1800.0,0.0,164937.0,0.0,0.0,876.0,0.0,199.0,0.0,0.0,0.0,0.0,1520.0,0.0,0.0,0.0,0.0,5239.0,9.0,0.0,0.0,21950.0,149633.0,213817.0,4258.0,1510.0,2300.0,2.0,12441.0,51088.0,0.0,0.0,844119.0,0.0,150.0,0.0,0.0,0.0,0.0,352495.0,0.0,536.0,5.0,0.0,0.0,0.0,20.0,23.0,0.0,0.0,59.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,1520.0,0.0,0.0,0.0,0.0,6.0,32071.0,0.0,0.0,0.0,4860.0,0.0,112136.0,2517.0,515.0,0.0,2071.0,0.0,0.0,5333828.0,3600.0,2.0,329.0,133446.0,0.0,0.0,14599.0,0.0,165608.0,232.0,0.0,0.0,0.0,0.0,32316.0,0.0,0.0,0.0,0.0,66.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,30.0,0.0,0.0,0.0,80821.0,0.0,0.0,0.0,0.0,0.0,2.0,770.0,0.0,0.0,0.0,0.0,0.0,218459.0,0.0,0.0,134.0,0.0,0.0,80390.0,0.0,0.0,0.0,9.0,0.0,31.0
1976,0.0,170.0,0.0,123.0,0.0,49.0,0.0,0.0,0.0,10439.0,1390.0,0.0,0.0,7.0,0.0,0.0,77063.0,6250.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,0.0,0.0,0.0,15.0,3943.0,40.0,736.0,2106125.0,0.0,0.0,0.0,0.0,66.0,0.0,4.0,1310.0,0.0,0.0,31.0,0.0,44071.0,0.0,14149.0,0.0,0.0,2155.0,11000.0,0.0,186900.0,0.0,0.0,2500.0,0.0,148586.0,0.0,0.0,690.0,0.0,219.0,0.0,0.0,0.0,0.0,1612.0,0.0,0.0,0.0,0.0,6086.0,14.0,0.0,0.0,21923.0,156744.0,238123.0,5019.0,2675.0,2746.0,8.0,12446.0,56653.0,0.0,0.0,926711.0,0.0,160.0,0.0,4.0,0.0,0.0,412663.0,0.0,664.0,10.0,0.0,0.0,0.0,20.0,27.0,0.0,0.0,65.0,0.0,4.0,2486.0,0.0,0.0,0.0,0.0,1730.0,0.0,0.0,0.0,0.0,7.0,34842.0,0.0,0.0,0.0,5087.0,0.0,73330.0,3476.0,662.0,0.0,2658.0,0.0,0.0,5509795.0,3900.0,5.0,422.0,143328.0,0.0,0.0,14578.0,0.0,192889.0,265.0,0.0,0.0,2.0,0.0,37373.0,0.0,0.0,0.0,0.0,81.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,0.0,0.0,70.0,0.0,0.0,0.0,125100.0,0.0,0.0,0.0,0.0,0.0,9.0,860.0,0.0,0.0,0.0,0.0,0.0,183907.0,0.0,0.0,157.0,0.0,0.0,83580.0,0.0,0.0,0.0,9.0,0.0,40.0
1977,0.0,170.0,0.0,164.0,0.0,57.0,0.0,0.0,0.0,11126.0,1600.0,0.0,0.0,12.0,0.0,0.0,77230.0,8134.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,30.0,3897.0,60.0,818.0,2788044.0,0.0,5.0,0.0,0.0,91.0,0.0,9.0,1320.0,0.0,0.0,31.0,0.0,36230.0,0.0,13633.0,0.0,0.0,3552.0,13000.0,0.0,193768.0,0.0,0.0,2500.0,0.0,180727.0,0.0,0.0,585.0,0.0,238.0,0.0,0.0,0.0,0.0,1704.0,0.0,0.0,0.0,0.0,5101.0,23.0,0.0,0.0,21889.0,173780.0,264948.0,4654.0,3800.0,3000.0,15.0,13353.0,60543.0,2.0,0.0,943746.0,0.0,160.0,0.0,11.0,0.0,0.0,493461.0,0.0,808.0,20.0,0.0,0.0,0.0,20.0,22.0,0.0,0.0,76.0,0.0,9.0,2960.0,0.0,0.0,0.0,0.0,1970.0,0.0,0.0,0.0,1.0,14.0,49737.0,0.0,0.0,0.0,5329.0,0.0,109378.0,3932.0,811.0,0.0,1403.0,0.0,0.0,6501285.5,4200.0,15.0,515.0,162274.0,0.0,0.0,16728.0,0.0,223564.0,309.0,0.0,0.0,4.5,0.0,35142.0,0.0,0.0,0.0,0.0,146.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,0.0,0.0,120.0,0.0,0.0,0.0,150858.0,0.0,0.0,0.0,0.0,0.0,17.0,970.0,0.0,0.0,0.0,0.0,0.0,174310.0,0.0,0.0,218.0,0.0,0.0,87020.0,0.0,0.0,0.0,12.0,3.0,40.0
1978,0.0,170.0,0.0,193.0,0.0,67.0,0.0,0.0,0.0,10236.0,2900.0,0.0,0.0,20.0,0.0,0.0,82760.0,7767.0,0.0,0.0,0.0,0.0,0.0,0.0,1132.0,0.0,0.0,0.0,0.0,47.0,4038.0,90.0,1093.0,2987334.0,0.0,11.0,0.0,0.0,123.0,0.0,13.0,1690.0,0.0,0.0,31.0,0.0,35893.0,0.0,16060.0,0.0,0.0,4113.0,15000.0,0.0,235500.0,0.0,0.0,3455.0,0.0,163893.0,0.0,0.0,888.0,0.0,256.0,0.0,0.0,0.0,0.0,1826.0,0.0,0.0,0.0,0.0,6816.0,36.0,0.0,0.0,21787.0,189266.0,294854.0,4069.0,4935.0,3238.0,23.0,12969.0,64228.0,38.0,0.0,1007675.0,0.0,180.0,0.0,25.0,0.0,0.0,395177.0,0.0,984.0,40.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,85.0,0.0,13.0,4841.0,0.0,0.0,0.0,0.0,2220.0,0.0,0.0,0.0,5.0,32.0,59058.0,0.0,0.0,0.0,5562.0,0.0,118535.0,5645.0,985.0,0.0,1838.0,0.0,0.0,6862791.0,4500.0,30.0,630.0,223377.0,0.0,0.0,11627.0,0.0,258006.0,394.0,0.0,0.0,3.0,0.0,35330.0,0.0,18.0,0.0,0.0,123.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,0.0,0.0,163.0,0.0,0.0,0.0,130775.0,0.0,0.0,0.0,0.0,0.0,28.0,1090.0,0.0,0.0,0.0,0.0,0.0,158795.0,0.0,0.0,242.0,0.0,0.0,90760.0,0.0,0.0,0.0,14.0,8.0,40.0
1979,0.0,170.0,0.0,260.0,0.0,78.0,0.0,0.0,0.0,8702.0,3400.0,0.0,0.0,32.0,0.0,0.0,87360.0,10042.0,0.0,0.0,0.0,0.0,0.0,0.0,1687.0,0.0,0.0,0.0,0.0,64.0,3458.0,130.0,1514.0,2901626.0,0.0,22.0,0.0,0.0,165.0,0.0,19.0,1990.0,0.0,0.0,31.0,0.0,25703.0,0.0,17118.0,0.0,0.0,5009.0,17000.0,0.0,206760.0,0.0,0.0,3275.0,0.0,188692.0,0.0,0.0,2351.0,0.0,273.0,0.0,0.0,0.0,0.0,1872.0,0.0,0.0,2.0,0.0,7383.0,55.0,0.0,0.0,21619.0,202202.0,328082.0,3692.0,7040.0,3443.0,32.0,12283.0,70479.0,25.0,0.0,977359.0,0.0,160.0,0.0,53.0,0.0,0.0,484844.0,0.0,1184.0,25.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,91.0,0.0,27.0,6766.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,15.0,49.0,67206.0,0.0,0.0,0.0,5782.0,0.0,97494.0,7377.0,1192.0,0.0,2783.0,0.0,0.0,6947785.0,4800.0,80.0,755.0,260479.0,0.0,0.0,9932.0,0.0,297961.0,489.0,0.0,0.0,7.0,0.0,34551.0,0.0,20.0,0.0,0.0,92.0,103.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,721.0,0.0,0.0,230.0,0.0,0.0,0.0,118363.0,0.0,0.0,0.0,0.0,0.0,41.0,1220.0,0.0,0.0,0.0,0.0,0.0,138990.0,0.0,0.0,277.0,0.0,0.0,94690.0,0.0,0.0,0.0,14.0,15.0,75.0
1980,0.0,170.0,0.0,339.0,0.0,90.0,0.0,0.0,0.0,8994.0,3200.0,0.0,0.0,90.0,0.0,0.0,91030.0,11500.0,0.0,0.0,0.0,0.0,0.0,0.0,3737.0,0.0,0.0,0.0,0.0,80.0,3566.0,170.0,2088.0,3105342.0,0.0,40.0,0.0,0.0,224.0,0.0,27.0,2309.0,0.0,0.0,31.0,0.0,38789.0,0.0,18555.0,0.0,0.0,9565.0,19000.0,0.0,205638.0,0.0,0.0,4921.0,0.0,207039.0,0.0,0.0,2855.0,0.0,289.0,0.0,0.0,0.0,0.0,1963.0,0.0,0.0,4.0,0.0,7887.0,86.0,0.0,0.0,22570.0,225296.0,365180.0,5639.0,9263.0,3622.0,43.0,11391.0,74640.0,20.0,0.0,1085656.0,0.0,160.0,0.0,106.0,0.0,0.0,545133.0,0.0,1408.0,40.0,0.0,0.0,0.0,31.0,23.0,0.0,0.0,98.0,0.0,53.0,8626.0,0.0,0.0,0.0,0.0,2790.0,0.0,0.0,0.0,16.0,70.0,125334.0,0.0,0.0,0.0,6028.0,0.0,77052.0,7980.0,1433.0,0.0,3220.0,0.0,0.0,7604596.0,5200.0,180.0,1150.0,332642.0,0.0,0.0,9636.0,0.0,347299.0,599.0,0.0,0.0,6.0,0.0,34676.0,0.0,23.0,0.0,0.0,149.0,91.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,822.0,0.0,0.0,509.0,0.0,0.0,0.0,95966.0,0.0,0.0,0.0,0.0,0.0,56.0,1370.0,0.0,0.0,0.0,0.0,0.0,168365.0,0.0,0.0,272.0,0.0,0.0,99160.0,0.0,0.0,0.0,13.0,27.0,75.0
1981,0.0,170.0,0.0,455.0,0.0,105.0,0.0,0.0,0.0,9185.0,3200.0,0.0,0.0,147.0,0.0,0.0,96780.0,12720.0,0.0,0.0,0.0,0.0,0.0,0.0,5794.0,0.0,0.0,0.0,0.0,94.0,4074.0,200.0,2789.0,3033775.0,0.0,57.0,0.0,0.0,300.0,0.0,41.0,2977.0,0.0,0.0,36.0,0.0,35543.0,0.0,21202.0,0.0,0.0,12554.0,21000.0,0.0,215150.0,0.0,0.0,5698.0,0.0,200250.0,0.0,0.0,4049.0,0.0,306.0,0.0,0.0,0.0,0.0,2065.0,0.0,8.0,11.0,0.0,7913.0,127.0,0.0,0.0,26330.0,269959.0,406622.0,5811.0,11197.0,3774.0,59.0,11263.0,83584.0,32.0,0.0,1051868.0,0.0,160.0,0.0,240.0,0.0,0.0,704890.0,0.0,1680.0,70.0,0.0,0.0,0.0,47.0,15.0,0.0,0.0,105.0,0.0,92.0,11089.0,0.0,0.0,0.0,0.0,3120.0,0.0,0.0,0.0,25.0,82.0,73262.0,0.0,0.0,0.0,6283.0,0.0,109548.0,13042.0,1714.0,0.0,2998.0,0.0,0.0,7986865.0,5600.0,380.0,1530.0,352082.0,0.0,0.0,14190.0,0.0,404354.0,682.0,0.0,0.0,6.0,0.0,39016.0,0.0,27.0,0.0,0.0,136.0,279.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2607.0,0.0,0.0,816.0,0.0,0.0,0.0,129097.0,0.0,0.0,0.0,0.0,0.0,72.0,1540.0,0.0,0.0,0.0,0.0,0.0,230111.0,0.0,0.0,289.0,0.0,0.0,103810.0,0.0,0.0,0.0,11.0,45.0,76.0
1982,0.0,170.0,0.0,699.0,0.0,123.0,0.0,0.0,0.0,8841.0,3100.0,0.0,0.0,203.0,0.0,0.0,101630.0,14636.0,0.0,0.0,0.0,0.0,0.0,0.0,7586.0,0.0,0.0,0.0,0.0,111.0,3421.0,220.0,5316.0,3258008.0,0.0,89.0,0.0,0.0,400.0,0.0,58.0,3779.0,0.0,0.0,46.0,0.0,52616.0,0.0,21655.0,0.0,0.0,22016.0,24000.0,0.0,225730.0,0.0,0.0,6334.0,0.0,192707.0,0.0,0.0,11987.0,0.0,329.0,0.0,0.0,0.0,0.0,2110.0,0.0,9.0,45.0,0.0,9287.0,190.0,0.0,0.0,26180.0,273541.0,452939.0,6982.0,13356.0,3899.0,80.0,11260.0,87547.0,135.0,15.0,1035020.0,0.0,195.0,0.0,464.0,0.0,0.0,603311.0,0.0,1984.0,120.0,35.0,0.0,0.0,56.0,19.0,0.0,0.0,117.0,0.0,127.0,12512.0,0.0,0.0,0.0,0.0,3460.0,0.0,0.0,0.0,30.0,107.0,57185.0,0.0,0.0,0.0,6559.0,0.0,130371.0,15329.0,2041.0,0.0,6533.0,0.0,0.0,8356265.0,6000.0,993.0,2100.0,407225.0,0.0,0.0,12881.0,0.0,470917.0,839.0,0.0,0.0,13.0,0.0,43661.0,0.0,30.0,0.0,0.0,124.0,1126.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3998.0,0.0,0.0,1122.0,0.0,0.0,0.0,86643.0,0.0,0.0,0.0,0.0,0.0,117.0,1740.0,0.0,0.0,0.0,0.0,0.0,261725.0,0.0,0.0,327.0,0.0,0.0,108770.0,0.0,0.0,0.0,10.0,72.0,74.0
1983,0.0,170.0,0.0,1162.0,0.0,143.0,0.0,0.0,0.0,9056.0,3600.0,0.0,0.0,255.0,0.0,114.0,107000.0,12919.0,0.0,0.0,0.0,0.0,0.0,0.0,9168.0,0.0,0.0,0.0,0.0,128.0,4289.0,250.0,1972.0,3657489.0,0.0,120.0,0.0,48.0,535.0,0.0,79.0,4145.0,0.0,0.0,50.0,0.0,70965.0,0.0,25363.0,3.0,2.0,36273.0,25000.0,0.0,229310.0,0.0,0.0,7746.0,0.0,196288.0,0.0,0.0,11684.0,0.0,353.0,0.0,0.0,0.0,0.0,2260.0,0.0,12.0,37.0,14.0,8540.0,268.0,0.0,0.0,27790.0,303941.0,504733.0,7078.0,15368.0,3997.0,107.0,11024.0,89848.0,148.0,15.0,1153787.0,0.0,201.0,0.0,934.0,0.0,0.0,645426.0,0.0,2328.0,200.0,9.0,0.0,0.0,70.0,20.0,0.0,0.0,128.0,0.0,168.0,13679.0,0.0,0.0,0.0,0.0,3840.0,0.0,0.0,0.0,24.0,143.0,46528.0,0.0,16.0,0.0,6842.0,17.0,119793.0,22712.0,2271.0,0.0,9720.0,0.0,0.0,9236086.0,6500.0,1366.0,1459.0,472370.0,0.0,0.0,18000.0,0.0,549383.0,2463.0,0.0,0.0,11.5,0.0,32217.0,0.0,36.0,0.0,0.0,0.0,1497.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3227.0,0.0,0.0,1375.0,0.0,0.0,0.0,99978.0,0.0,0.0,0.0,0.0,0.0,160.0,1970.0,0.0,0.0,0.0,0.0,0.0,268483.0,0.0,0.0,450.0,0.0,0.0,113920.0,0.0,0.0,0.0,6.0,202.0,131.0
1984,0.0,170.0,0.0,1197.0,7.0,150.0,0.0,0.0,0.0,8785.0,4000.0,0.0,2.0,310.0,15.0,74.0,117025.0,14571.0,0.0,10.0,0.0,0.0,0.0,0.0,10700.0,0.0,0.0,0.0,0.0,309.0,7720.0,272.0,8611.0,4271240.0,21.0,282.0,81.0,47.0,775.0,0.0,185.0,4383.0,0.0,0.0,60.0,0.0,97785.0,0.0,23609.0,50.0,95.0,34225.0,27000.0,0.0,247426.0,0.0,0.0,9586.0,6.0,192609.0,0.0,2.0,17612.0,0.0,450.0,3.0,0.0,0.0,0.0,2542.0,0.0,61.0,47.0,17.0,8356.0,581.0,0.0,0.0,16473.0,330764.0,572000.0,15322.0,18369.0,4476.0,137.0,11514.0,96900.0,355.0,30.0,1208031.5,0.0,207.0,0.0,1610.0,13.0,0.0,679342.0,0.0,2500.0,300.0,7.0,0.0,0.0,40.0,13.0,0.0,0.0,180.0,0.0,190.0,10465.0,0.0,0.0,3.0,0.0,3951.0,0.0,0.0,0.0,42.0,123.0,67777.0,0.0,51.0,9.0,6519.0,17.0,60319.0,25453.0,1997.0,0.0,10945.0,0.0,0.0,10330971.0,8500.0,1507.0,3275.0,478345.0,0.0,0.0,20000.0,0.0,694800.0,6240.0,0.0,0.0,22.0,0.0,45116.0,0.0,39.0,0.0,10.0,39.0,1149.0,28.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,3265.0,8.0,0.0,2055.0,0.0,0.0,40.0,111932.0,0.0,0.0,0.0,0.0,0.0,116.0,2226.0,0.0,0.0,31.0,0.0,0.0,326453.0,0.0,0.0,807.0,0.0,6.0,119000.0,0.0,0.0,0.0,366.0,340.0,138.0
1985,0.0,170.0,0.0,1208.0,7.0,270.0,0.0,0.0,0.0,9534.0,4100.0,0.0,2.0,440.0,11.0,33.0,123811.0,10560.0,0.0,42.0,0.0,0.0,0.0,0.0,10873.0,0.0,0.0,0.0,0.0,288.0,8798.0,270.0,7497.0,5026016.0,60.0,130.0,180.0,61.0,921.0,0.0,106.0,4637.0,0.0,0.0,56.0,0.0,61134.0,0.0,24244.0,193.0,141.0,30876.0,41846.0,0.0,266608.0,0.0,0.0,10166.0,757.0,226903.0,85.0,2.0,20104.0,0.0,357.0,3.0,0.0,0.0,0.0,2377.0,0.0,459.0,85.0,27.0,7901.0,465.0,0.0,0.0,18315.0,359626.0,633250.0,11964.0,17776.0,4441.0,103.0,12954.0,104301.0,850.0,45.0,1184219.5,0.0,213.0,0.0,3000.0,15.0,0.0,790769.0,2.0,4000.0,300.0,8.0,0.0,100.0,280.0,23.0,0.0,0.0,160.0,0.0,284.0,11230.0,0.0,0.0,6.0,0.0,5054.0,0.0,0.0,0.0,53.0,180.0,51875.0,0.0,87.0,7.0,7892.0,27.0,116547.0,34617.0,3265.0,0.0,11835.0,0.0,0.0,11476766.0,8500.0,2804.0,7708.0,495184.0,0.0,0.0,20099.0,0.0,744900.0,6402.0,0.0,0.0,89.21,0.0,42414.0,0.0,39.0,0.0,30.0,36.0,1225.0,0.0,9.0,676.0,0.0,0.0,0.0,0.0,0.0,3081.0,12.0,0.0,2810.0,0.0,0.0,30.0,135840.0,0.0,0.0,0.0,0.0,0.0,147.0,2700.0,0.0,0.0,33.0,0.0,0.0,323573.0,0.0,0.0,863.0,0.0,6.0,129500.0,0.0,0.0,0.0,615.0,363.0,140.0
1986,0.0,170.0,0.0,2165.0,7.0,270.0,0.0,0.0,0.0,9083.0,4060.0,0.0,21.0,530.0,15.0,30.0,144723.0,12138.0,0.0,42.0,0.0,0.0,23.0,0.0,10990.0,0.0,0.0,0.0,0.0,193.0,12678.0,271.0,9941.0,5606227.0,213.0,124.0,689.0,91.0,1171.0,0.0,106.0,4626.0,0.0,0.0,57.0,0.0,70235.0,0.0,24402.0,301.0,250.0,44339.0,45500.0,0.0,268449.0,0.0,0.0,11006.0,8660.0,243671.0,1.0,3.0,24013.0,0.0,359.0,2.0,0.0,0.0,0.0,2296.0,0.0,528.0,142.0,65.0,9121.0,985.0,0.0,0.0,16997.0,411552.0,686260.0,12741.0,20930.0,4564.0,273.0,12289.0,107130.0,1462.0,65.0,1291958.0,0.0,224.0,0.0,2200.0,1530.0,0.0,952388.0,3.0,5000.0,375.0,6.0,0.0,100.0,430.0,25.0,0.0,0.0,148.0,0.0,181.0,13523.0,0.0,0.0,10.0,0.0,5805.0,0.0,0.0,5.0,50.0,188.0,52107.0,0.0,59.0,8.0,5456.0,36.0,86496.0,49392.0,4162.0,0.0,16977.0,0.0,15.0,12672370.0,8500.0,3460.0,2706.0,470923.0,0.0,0.0,18684.0,0.0,855100.0,10331.0,0.0,0.0,129.1,0.0,47544.0,0.0,61.0,28.0,41.0,34.0,1330.0,0.0,14.0,760.0,0.0,0.0,0.0,0.0,0.0,4346.0,18.0,0.0,2573.0,0.0,0.0,14.0,134063.0,0.0,0.0,0.0,0.0,0.0,182.0,3075.0,0.0,0.0,35.0,0.0,0.0,372191.0,0.0,0.0,405.0,0.0,7.0,127449.0,0.0,0.0,0.0,789.0,695.0,150.0
1987,0.0,170.0,0.0,2368.0,9.0,353.0,0.0,0.0,0.0,9660.0,4000.0,0.0,25.0,600.0,14.0,26.0,166100.0,12647.0,0.0,37.0,0.0,0.0,0.0,45.0,13140.0,0.0,2.0,0.0,0.0,88.0,16890.0,252.0,13936.0,6325967.0,229.0,137.0,723.0,121.0,1618.0,0.0,270.0,5578.0,0.0,0.0,50.0,0.0,66828.0,0.0,25851.0,323.0,274.0,70099.0,46400.0,0.0,270734.0,0.0,0.0,12689.0,10896.0,231894.0,1.0,3.0,29435.0,0.0,386.0,2.0,0.0,0.0,0.0,2741.0,0.0,651.0,180.0,70.0,10436.0,2049.0,0.0,0.0,17948.0,456727.0,788310.0,18693.0,24820.0,5250.0,643.0,14027.0,110616.0,2201.0,70.0,1234254.2,0.0,210.0,0.0,2500.0,349.0,0.0,875568.0,5.0,6000.0,200.0,3.0,30.0,100.0,530.0,26.0,0.0,0.0,154.0,0.0,194.0,15907.0,0.0,0.0,12.0,0.0,5493.0,0.0,0.0,17.0,72.0,203.0,46486.0,0.0,88.0,14.0,6002.0,48.0,99567.0,55379.0,5435.0,0.0,19366.0,0.0,25.0,13904999.0,8500.0,3460.0,4174.0,560970.0,0.0,0.0,20472.0,97.0,1080000.0,11012.0,22.0,0.0,39.0,0.0,40183.0,0.0,64.0,140.0,43.0,34.0,1855.0,6.0,18.0,790.0,0.0,0.0,0.0,0.0,0.0,7288.0,19.0,0.0,1982.0,360.0,0.0,14.0,151656.0,0.0,0.0,0.0,0.0,0.0,212.0,3300.0,0.0,0.0,38.0,0.0,3.0,383259.0,0.0,0.0,401.0,0.0,7.0,141747.0,0.0,0.0,0.0,1096.0,1091.0,156.0
1988,0.0,170.0,0.0,3732.0,6.0,353.0,0.0,0.0,0.0,13080.0,4500.0,0.0,24.0,700.0,80.0,7.0,175925.0,12141.0,0.0,51.0,0.0,0.0,0.0,95.0,15559.0,0.0,2.0,15.0,0.0,79.0,23622.0,254.0,32349.0,7376299.0,170.0,167.0,759.0,177.0,3314.0,0.0,399.0,5768.0,0.0,0.0,58.0,0.0,72005.0,0.0,28659.0,277.0,304.0,75631.0,52200.0,0.0,271403.0,0.0,1.0,16367.0,5089.0,227544.0,1.0,2.0,36392.0,0.0,427.0,1.0,0.0,0.0,0.0,4087.0,0.0,920.0,198.0,43.0,10778.0,2845.0,0.0,0.0,17970.0,499597.0,893330.0,18327.0,26400.0,5000.0,1209.0,15135.0,131499.0,2772.0,70.0,1426063.0,0.0,561.0,0.0,4600.0,443.0,0.0,898649.0,8.0,7000.0,100.0,2.0,30.0,35.0,699.0,30.0,0.0,0.0,158.0,0.0,231.0,17121.0,0.0,0.0,17.0,0.0,5673.0,0.0,0.0,20.0,73.0,215.0,47345.0,0.0,218.0,20.0,10631.0,74.0,79163.0,88268.0,5125.0,0.0,27751.0,0.0,13.0,15558959.0,6837.0,4187.0,4958.0,599464.0,0.0,7.0,25951.0,86.0,1090000.0,10433.0,54.0,0.0,66.0,0.0,50680.0,0.0,38.0,331.0,45.0,43.0,1969.0,5.0,20.0,718.0,0.0,0.0,0.0,0.0,0.0,8287.0,20.0,0.0,3040.0,100.0,0.0,14.0,218191.0,0.0,0.0,0.0,0.0,0.0,993.0,4100.0,0.0,0.0,34.0,0.0,5.0,357657.0,0.0,0.0,712.0,0.0,0.0,154317.0,0.0,0.0,0.0,1376.0,1147.0,165.0
1989,0.0,170.0,0.0,2604.0,2.0,300.0,0.0,0.0,0.0,13685.0,4450.0,0.0,25.0,735.0,0.0,6.0,183505.0,11615.0,0.0,69.0,0.0,0.0,542.0,348.0,18170.0,0.0,2.0,12.0,0.0,82.0,32451.0,1180.0,51510.0,8101298.0,168.0,138.0,760.0,243.0,5673.0,0.0,410.0,6036.0,0.0,0.0,83.0,0.0,66618.0,0.0,33059.0,221.0,368.0,71211.0,60500.0,0.0,222924.0,0.0,33.0,18550.0,6045.0,225122.0,1.0,2.0,49316.0,0.0,330.0,1.0,53.0,0.0,0.0,4737.0,0.0,713.0,210.0,35.0,9529.0,3318.0,0.0,0.0,20548.0,527897.0,1004500.0,20790.0,26000.0,3000.0,1677.0,14593.0,132971.0,3092.0,55.0,1370564.0,0.0,972.0,0.0,5538.0,1228.0,3.0,858573.0,10.0,8000.0,100.0,3.0,50.0,40.0,730.0,25.0,0.0,0.0,159.0,0.0,230.0,18249.0,0.0,0.0,13.0,0.0,6947.0,0.0,0.0,20.0,82.0,217.0,53647.0,0.0,389.0,19.0,25840.0,74.0,108877.0,115191.0,6836.0,0.0,26985.0,0.0,13.0,16579954.0,9750.0,3701.0,4869.0,629323.0,3.0,8.0,25951.0,110.0,1200000.0,8549.0,51.0,0.0,89.0,0.0,47260.0,0.0,44.0,1240.0,100.0,11.0,1965.0,3.0,20.0,711.0,0.0,0.0,0.0,0.0,0.0,7914.0,40.0,7.0,2662.0,10.0,0.0,14.0,260191.0,0.0,0.0,0.0,0.0,2.0,820.0,4354.0,0.0,0.0,42.0,0.0,3.0,369252.0,0.0,0.0,802.0,0.0,0.0,164917.0,0.0,0.0,0.0,2037.0,1180.0,160.0
