Date,AFG,AGO,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,ETH,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GRC,GRD,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRN,IRQ,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBY,LCA,LKA,LSO,LTU,LUX,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MMR,MNE,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NPL,NZL,OMN,OWID_CZS,OWID_ERE,OWID_MNS,OWID_SRM,OWID_USS,OWID_WRL,OWID_YGS,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TLS,TTO,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,YEM,ZAF,ZMB,ZWE
1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5125773,,,,,,,,,
1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6443787,,,,,,,,,
1918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5000248,,,,,,,,,
1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6820362,,,,,,,,,
1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8766,,,,,,,,,
1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7447987,,,,,,,,,
1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6506548,,,,,,,,,
1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7447987,,,,,,,,,
1924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3870522,,,,,,,,,
1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7196937,,,,,,,,,
1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6129974,,,,,,,,,
1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6569312,,,,,,,,,
1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6506548,,,,,,,,,
1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6129974,,,,,,,,,
1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2866322,,,,,,,,,
1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5376823,,,,,,,,,
1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6632074,,,,,,,,,
1933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4309859,,,,,,,,,
1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1736596,,,,,,,,,
1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5188535,,,,,,,,,
1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1673833,,,,,,,,,
1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8138375,,,,,,,,,
1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7447987,,,,,,,,,
1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8766,,,,,,,,,
1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8138375,,,,,,,,,
1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9581914,,,,,,,,,
1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2217941,,,,,,,,,
1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.046059,,,,,,,,,
1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.071164,,,,,,,,,
1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07744,,,,,,,,,
1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3347666,,,,,,,,,
1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7950088,,,,,,,,,
1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6987894,,,,,,,,,
1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3975291,,,,,,,,,
1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3975291,,,,,,,,,
1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.315938,,,,,,,,,
1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6234744,,,,,,,,,
1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5544355,,,,,,,,,
1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4728444,,,,,,,,,
1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6360269,,,,,,,,,
1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9749446,,,,,,,,,
1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0314307,,,,,,,,,
1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3138623,,,,,,,,,
1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.332691,,,,,,,,,
1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4331112,,,,,,,,,
1961,1.4000001,0.81130004,0.9541,,1.7672,,,2.1213002,3.8605,,0.95960003,,0.58460003,0.5018,0.79880005,2.2448,0.66670007,,,0.5746,1.2501,1.3123001,1.8842001,1.3994001,0.44770002,0.53330004,4.5822005,4.6734,1.9538001,1.1842,0.52940005,0.7826,0.68520004,0.75000006,1.0657,1.0455,0.65000004,1.0239,0.92380005,,2.8979,,1.1818001,,1.4352,0.9746,0.67260003,2.4014,,2.3882,,2.2,2.5291002,,1.5455,,,0.95360005,1.1176001,2.0,0.37640002,0.66670007,1.1946,0.873,0.8286,5.0,0.98480004,1.0253001,,1.0364001,2.0263002,0.92730004,0.9567001,0.87500006,0.94900006,3.9594002,3.2882001,0.54920006,1.1622,2.6914,,1.2533001,,1.9789001,0.67880005,,1.7,2.0833,1.5385001,1.25,0.72690004,0.8148,,,0.31710002,,1.48,1.0,0.9934001,,0.7798,0.80890006,,0.87060004,0.64000005,1.5126001,1.0188,1.2005,1.1765001,1.2632,0.7496,0.8051,0.8482,3.8984,1.9514002,3.8652,,2.4742,0.96290004,1.0048001,,2.3951,1.9423002,1.8122001,1.0309001,0.80590004,1.3419001,0.628,0.9154001,2.7731001,0.97800004,2.3714,1.2779001,1.2009001,,3.9474,1.6741,,0.7483,0.5,,0.88570005,0.5261,0.9279001,0.8696,,,1.4815,1.7229002,,,,0.40010002,0.1787,1.0588001,0.49260002,2.0076,,,1.0938001,3.0000002,1.4426,1.8061,0.7468,1.0983001,,0.7864001,3.9163828,,4.0,1.0792,1.123,0.5,2.44,1.2853001,0.88000005,1.1929001
1962,1.4000001,0.81130004,0.9079001,,1.8936001,,,2.1785002,3.5620003,,1.0322,,0.49440002,0.48660004,0.73840004,2.3903003,0.83330005,,,0.58250004,1.2399001,1.3048002,2.5112002,1.3983002,0.6822001,0.4286,4.7721004,4.5246005,2.1377,1.2695,0.7623,0.7447001,0.6923,0.75000006,1.0818001,1.0952001,0.65000004,1.0517,0.9333,,3.2319,,1.1818001,,1.5145,0.54,0.6517,2.604,,2.1408002,,2.2,2.1489,,1.5455,,,0.9283,1.0588001,2.0,0.3124,0.66670007,1.2985001,0.873,0.8748,9.4186,0.94070005,1.0526,,1.0409001,2.5149,1.0214001,0.9922001,0.87500006,0.9915,3.913,2.9129,0.73390007,1.1525,2.4608002,,1.2222,,1.5019001,0.6796,,1.5000001,2.1429,1.0769001,1.25,0.7814001,0.8148,,,0.9333,,1.3000001,1.0,0.9946,,0.8046,0.5264,,0.82500005,0.68,1.7807001,1.0625,1.2382001,1.1667,1.4118001,0.7332001,0.8848,0.86600006,3.8052,1.9552001,4.6862006,,2.3498,0.961,1.1058002,,2.209,1.9796001,2.1408002,1.0525,0.8651,1.3027,0.65290004,1.6566,2.1591003,1.0122001,2.4623,1.1751001,1.3000001,,3.9474,1.5876,,1.1755,0.5,,0.87100005,0.5261,1.0765,0.86670005,,,1.4815,1.7800001,,,,0.42650002,0.11930001,1.0,0.6047,2.0701003,,,1.0,3.1953,1.1994001,2.0147,0.75000006,1.1118001,,0.5806,4.060736,,4.0,1.1184001,1.1987,0.5,2.4423,1.3877,0.85330003,1.1175001
1963,1.4260001,0.7692,1.1924001,,1.6481,,,2.2343001,3.9033003,,0.9081,,0.49560001,0.68850005,0.77250004,2.6244001,0.83330005,,,0.6143,1.2408001,1.3092,1.8830001,1.4011,0.75000006,0.4286,4.1108,4.8967004,2.0868,1.3398001,0.6815,0.75560004,0.6796,1.0200001,1.1348001,1.0222001,0.65000004,1.1125001,0.95000005,,3.4526002,,1.2174001,,1.5194001,1.0716001,0.77820003,2.5824,,2.4044,,2.2124,4.0593004,,1.5455,,,0.9039001,0.87500006,2.0,0.3041,0.66670007,1.3645,0.873,0.8561,7.0000005,0.92140007,1.0806,,1.0455,2.7553003,0.92140007,0.9954001,0.87500006,1.0065,4.4983,3.2949,0.64940006,0.76040006,2.6883001,,1.25,,1.593,0.64930004,,1.5000001,2.0,1.2308002,1.25,0.70960003,0.8148,,,1.0435001,,1.1400001,1.0,0.98670006,,0.8656,0.74520004,,0.88750005,0.56920004,1.2895001,0.8974001,1.6239,1.1667,1.5000001,0.67950004,1.0237001,0.88710004,4.2619,1.9562,4.8404,,2.9339,0.90000004,1.1205001,,1.593,2.0311,2.2323,1.0522,0.8061,1.3281001,0.6812,1.1959001,2.1212,1.0122001,2.6981003,1.0729,1.25,,3.9474,1.7822,,2.0,0.5,,0.81820005,0.4973,1.1992,0.8647001,,,1.4815,1.7563001,,,,0.44340003,0.1374,1.0,0.47590002,2.2078001,,,1.0207001,3.3939002,1.4776001,1.7974001,0.88540006,1.2531,,0.87070006,4.2615767,,4.0,1.0081,0.93070006,0.5,2.4528003,1.4121001,0.7403,0.96000004
1964,1.4257001,0.8654001,1.1634,,1.8010001,,,1.9646001,4.2359,,1.0158,,0.5447,0.76140004,0.75320005,3.1264,0.89290005,,,0.54690003,0.9091,1.1606001,1.7887,1.4000001,0.6722,0.70000005,5.0636005,4.9201,2.7396002,1.4784001,0.69290006,0.7586,0.6796,1.0,1.2545,1.0400001,0.65000004,0.92480004,0.9474001,,3.3691003,,1.2174001,,1.4399,1.1703001,0.4298,2.7716002,,2.3392,,2.1978002,2.3546002,,1.5273001,,,0.85370004,1.1494001,2.0,0.4074,0.83330005,1.7443001,0.873,0.92120004,7.9167004,1.0647,1.1086,,1.0311,2.903,1.0336,1.01,1.0,1.4000001,3.4909,3.6907,1.1046001,0.64070004,2.3539,,1.1714001,,1.6055001,0.8093,,1.5833001,2.0,0.9231,1.5000001,0.83540004,0.8148,,,0.8696,,1.0418001,1.0,1.1332,,0.83720005,0.64840007,,0.90000004,0.6154001,1.0,1.1211001,1.3441,1.1667,2.0,0.7863,0.76000005,0.906,4.0,1.9542,4.8394003,,2.6539001,0.97,1.3612,,2.7081003,1.9937,2.8643003,1.0861,0.82900006,1.4486,0.68270004,1.0865,2.4324,1.115,2.8131003,1.2027,1.2972,,3.9474,2.0161002,,0.8826,0.5,,0.78720003,0.4984,1.156,0.8661,,,1.4815,2.173,,,,0.418,0.113900006,0.6258,0.44000003,1.7271,,,1.0241001,3.5897002,1.4706,2.1034,0.7742,1.1399001,,0.5446,3.9477642,,4.0,1.0721,1.2436,0.5,2.4444,0.97230005,0.83540004,0.95470005
1965,1.44,0.93750006,1.0509001,,1.6785,,,2.0336,3.7315001,,1.0084001,,0.5702,0.72470003,0.75320005,2.2315001,0.9091,,,0.65520006,1.2949001,1.3809001,1.8667,1.399,0.2668,0.8,5.0061,4.2241,2.9665,1.5107,0.69500005,0.7586,0.6796,1.0,1.0022,1.0714,0.48570004,1.4955001,0.92550004,,3.5354002,,1.25,,1.5000001,1.1,0.62340003,4.0703,,2.3876002,,2.2222002,3.9800003,,1.5273001,,,1.2062,0.8,2.0,0.4074,0.83330005,1.7279001,0.873,0.95540005,7.9167004,1.0087,1.1366,,1.0400001,2.9262002,0.94320005,1.005,1.0,1.4632,3.9024,3.2278001,1.1123002,1.4242,2.5017002,,1.0713001,,1.0183,0.80850005,,1.5333002,1.8500001,1.3013002,1.25,0.83400005,0.70970005,,,0.7674001,,0.95250005,1.0,1.1578001,,0.87130004,0.5963,,0.9286,0.58460003,1.6444001,0.87250006,1.1977,1.2222,1.7143002,0.6113,0.82620007,0.87670004,4.1667004,1.8980001,5.999,,2.7873,0.9850001,1.2365,,2.5275002,2.1237001,2.3165002,0.99560004,0.80050004,1.6275,0.65520006,1.2805,2.029,1.3426,2.4579,0.9483,1.3003001,,3.9474,1.7778001,,1.9000001,0.5,,0.7515,0.66670007,1.0514001,0.8661,,,1.4815,2.5442002,,,,0.441,0.10250001,0.7778,0.42540002,1.8186,,,1.0198001,3.7736003,1.4538001,2.2068002,0.79050004,0.95070004,,0.32750002,4.6507044,,4.0,1.1282,1.1503001,0.5,2.4545002,1.0741,0.87500006,1.0960001
1966,1.44,0.79170007,1.5051,,2.1499,,2.5,1.5694001,4.9644003,,0.9986,,0.55170006,0.73330003,0.83330005,3.8431003,0.91490006,,,0.4873,1.3219001,1.3066001,2.075,1.4015001,0.56470007,0.8,5.1615005,4.9376,3.5357,1.7135,0.71430004,0.76190007,0.6806,0.625,1.005,1.1,0.48720002,1.2703001,0.91840005,,4.0115004,,1.25,,1.7,0.81900007,0.6542,3.5891004,,2.3938003,,2.3529,4.5037003,,1.5091001,,,1.6026001,1.1587,2.0,0.66670007,0.66670007,1.9760001,0.87100005,0.9026,7.4000006,1.0093,1.1966001,,1.0387,3.1581004,0.984,0.96450007,1.0500001,1.0793,3.3613002,3.5532,0.98640007,0.89550006,2.4253001,,1.0792,,1.5276,0.9436,,1.5385001,1.8601,0.9968,1.5000001,0.78610003,0.77860004,,,0.43010002,,1.0532,1.0,1.1188,,0.8911,0.6165,,0.95650005,0.6154001,2.5249,0.93140006,1.2672,1.2222,2.0,0.634,0.85150003,0.8911,4.0,1.8312,5.9283,,3.2737,1.0,1.335,,2.6064,2.2078001,3.1914,1.0608001,0.77830005,1.6370001,0.6905,1.3226,2.3214,1.1542,2.713,1.2262,1.0997,,4.1860003,2.4399,,1.0,0.5,,0.77770007,0.9524001,1.2808001,0.8607001,,,1.4483001,1.5146,,,,0.40250003,0.1359,0.84870005,0.53090006,1.9016001,,,1.0427,4.0,1.5267,2.1506002,0.8,0.89220005,,0.78900003,4.5879416,,3.5000002,1.194,0.9589001,0.47140002,2.4545002,1.2169001,0.93900007,1.1370001
