Date,AFG,AGO,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,ETH,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GRC,GRD,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRN,IRQ,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBY,LCA,LKA,LSO,LTU,LUX,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MMR,MNE,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NPL,NZL,OMN,OWID_CZS,OWID_ERE,OWID_MNS,OWID_SRM,OWID_USS,OWID_WRL,OWID_YGS,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TLS,TTO,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,YEM,ZAF,ZMB,ZWE
1983,1.6641,0.45830002,4.2263002,,3.0303001,,1.7895001,2.1653001,6.9900002,,1.1385001,,0.6222,0.56470007,0.78290004,5.2291,1.25,,,1.7004001,1.2927,1.7496,2.5,1.3997,0.4334,0.41760004,5.5177007,7.3024,4.3370004,3.6235,0.7455,1.0291001,0.8309001,0.7166,1.4834001,1.25,0.38570002,1.5159001,1.2338,,5.5224004,2.5,1.3889,,1.4136001,0.9333,1.1146001,4.2793,,5.0923,,2.2579,6.2500005,,1.5000001,,,0.43,1.1111001,,1.2319001,0.625,9.156301,0.94930005,1.8357,,0.9067001,1.4851,,0.93000007,5.6940002,1.6944001,1.3521,1.9565,1.8733002,7.2045,6.8240004,1.2945001,1.3333001,1.3627,,1.7692001,,0.8776,3.6928003,5.0,1.0694001,0.66670007,1.0204,,1.0965,0.73600006,,,0.5942,,1.0459001,1.0,1.7770001,,1.1425,1.7121,,0.41250002,0.5,2.8657,1.171,1.4286001,1.2143002,3.0089,0.6204001,0.9707001,0.9951,6.3091006,1.5108001,8.2985,,4.4434,1.9556,1.5806,,3.4137,2.9452002,4.7345004,1.2701,0.91190004,1.6977,1.0232,1.5951,4.1362004,5.0,4.3478,1.5609001,1.5412,,4.1763,3.5079,,1.2916,0.8136,,0.8593,1.0714,1.8349001,1.0782,,,1.5000001,1.3525001,,,,0.6768,0.48410004,0.7776,0.6691,2.2674,,,1.0213001,2.8079,2.6909,4.4898,1.3427,1.4000001,,1.1140001,5.090042,,3.3514001,1.5726,1.2371,0.52000004,0.97260004,0.94000006,1.7108002,0.6821
1984,1.6612,0.43330002,3.7209,,3.1407,,1.7059001,3.4806004,7.4600005,,1.0859001,,0.80770004,0.6408,0.81790006,5.5288,1.3333001,,,1.3711001,1.5436001,1.761,2.7273002,1.3607,0.14850001,0.5263,5.8971004,7.0329003,5.2135,3.9602,0.87390006,1.8113002,0.8471,0.6546,1.4575001,1.725,0.49360004,1.6803001,1.2338,,5.6516004,2.3333,1.3529001,,1.7628001,1.8670001,1.3294001,4.4554,,5.7456,,2.3171003,6.0201006,,1.5116,,,0.9613,1.0558001,,1.3587,0.5938,9.359301,0.94930005,1.5403001,,0.7778,1.3545,,0.93230003,5.9018,1.7134001,1.4556,2.5,1.6450001,6.6271005,6.9459004,1.2845,2.8701003,2.1102002,,1.4437001,,1.1163001,4.4407005,5.1429,1.1872,1.0,1.0204,,1.0715001,0.68,,,0.6881,,1.0674001,1.0,1.8554001,,1.1358001,1.6292,,0.43750003,0.5,4.3650002,1.1911,1.5714,1.25,1.2348001,0.3524,1.139,1.0998001,2.5575001,1.4167,8.780401,,4.8173,1.8674002,1.2652,,3.4634001,3.5256002,4.8522005,1.2705001,1.0074,1.9777,1.0657,1.4413002,3.8270001,5.0,4.6377006,2.0529,1.4345001,,4.52,3.2004,,1.1988001,1.5459001,,1.1907,1.0769001,2.1662002,1.2277,,,1.5556,1.6892,,,,1.7900001,1.0829,0.81570005,0.9294001,2.4305,,,1.087,2.8571002,2.7289,4.602,1.3734001,0.9741,,1.3441,6.696763,,3.3158002,1.7489,1.3770001,0.52000004,1.2288,0.99130005,1.7211001,0.8326
1985,1.6652,0.41670004,3.5128002,,3.5629,,1.9000001,2.8329,8.31,,1.2077,,0.88900006,0.99100006,0.8669001,3.1027,1.3443002,,,1.3846,1.5875001,1.8662001,2.5,1.3571,0.18160002,0.9639001,6.2043,7.2700005,5.9131002,3.6072001,0.9006,1.6645001,0.8,0.75640005,1.4107,1.4792,0.4009,1.6047,1.2338,,6.6479,1.7500001,1.3333001,,1.6486001,0.6376,1.6214001,4.5846004,,6.4879003,,3.4,6.576,,1.4444001,,,1.0086,1.1111001,,1.5788001,0.66670007,8.603701,0.95120007,1.6501001,,1.0,1.465,,0.8,6.3027005,1.7744001,1.146,3.4471002,1.9121001,18.0996,6.8888,1.3029001,1.1600001,2.4606001,,1.7222,,0.91300005,5.0417004,11.754701,1.2398001,1.0,1.0222001,,0.915,0.78220004,,,0.8001,,1.0014001,1.0,1.8583001,,1.2845,1.7487,,0.4444,0.3333,4.7476006,1.1835,1.6667,0.725,3.9951003,0.33870003,1.1735001,1.0978001,11.4416,1.4215001,9.7966,,5.4355,1.1491001,1.9011,,3.2142,3.7202,4.1216,1.2556001,1.146,1.8944001,1.1171,2.2004,4.2973,1.0714,4.7826004,2.2554,1.6987001,,4.4729,3.8520002,,1.2182,1.3004001,,1.4493002,1.0769001,1.9544001,1.195,,,1.5167,1.6275,,,,2.022,1.4245001,0.83000004,0.90610003,2.5719001,,,1.067,2.8571002,3.3525002,4.4829,1.3278002,1.2266,,1.2066001,7.40598,,3.3000002,1.8608001,1.4777,0.51970005,1.0952001,1.8756001,1.9289001,2.1637
1986,1.6875001,0.35000002,4.5065002,,3.7450001,,1.9048002,3.2976003,8.030001,,1.2424,,0.8543,0.93880004,0.9246,4.9599,1.3443002,,,1.6036,1.5554001,1.6486001,2.561,1.3611001,0.40910003,1.2018001,5.9484,7.7520003,6.8865004,3.7051003,0.70000005,1.9248002,0.8,0.83650005,1.3322,1.6625,0.5343,1.5915,1.2338,,6.9549003,1.6667,1.2,,1.4751,0.84330004,0.97370005,4.9903,,6.5342007,,3.3333,6.1625004,,1.4510001,,,1.1845001,1.1111001,,1.5656,0.7692,9.1468,0.98,1.7656001,,1.0639001,1.3972,,0.80270004,6.3380003,1.8838001,1.2819,4.5631003,1.9981,15.494,7.5431004,1.0371001,6.6667004,1.9920001,,2.0343,,1.1860001,4.7904,15.0156,1.4067,1.2667,1.0625,,1.3018001,0.70890003,,,0.818,,1.033,1.0,1.8406,,1.6546,1.7947,,0.45900002,0.75000006,4.3888,1.0849,1.7333001,1.2726,2.3655002,0.65650004,1.2679001,1.4596001,9.478701,1.3856001,9.622201,,4.7177005,1.1979,1.6864,,2.9550002,3.6279001,5.2875004,1.3614001,1.1022,2.0410001,1.1482,2.2608001,5.0706005,1.3846,5.0,2.4371002,1.7013001,,4.6207004,3.8140001,,1.1305001,0.8687,,1.1392,0.57250005,1.6960001,1.3717,,,1.5000001,1.1525,,,,1.4312,1.3414001,0.78020006,0.64540005,2.3738003,,,1.072,2.8571002,4.1073,4.2906003,1.1606001,1.0001,,0.99130005,7.493848,,3.0000002,1.8040001,1.4213002,0.51540005,1.1917,1.7809001,2.0911002,1.9373001
1987,1.702,0.3529,3.8148003,,3.1897001,,1.9200001,3.5798001,8.13,,1.2654,,0.70750004,0.7408,0.9458,3.7370002,1.3636,,,1.6017001,1.5912,1.9843001,2.561,0.9542,0.6065,1.0202,7.0197005,7.2686005,7.1210003,3.9205003,0.6765,1.9131001,0.85,0.7558,1.3802,2.4025002,0.6072,1.7007,1.2338,,6.26,1.5000001,1.3846,,1.4001,1.4106001,0.91630006,4.7571,,6.5611005,,2.0,7.1502004,,1.5766001,,,1.0907,1.0,,1.1868001,0.9091,9.095401,1.0,1.5336001,,1.2357,1.5211,,0.8,6.1836004,1.9633001,1.0288001,4.9124002,1.9632001,19.2292,7.5011005,1.1340001,8.381901,2.381,,1.7169001,,0.95000005,4.8493,15.000001,1.4426,1.5799001,1.0267,,1.2012,0.6664001,,,0.65150005,,1.1295,1.0,1.7058002,,1.5118002,1.6596,,0.27100003,0.5,3.5524,1.0164001,1.7647,0.6779001,1.1567,0.55480003,1.3533001,1.3713001,8.571401,1.3379,9.286301,,5.6379004,1.6801001,1.0398,,3.2381003,3.4863002,3.9959002,1.3197,1.2549001,2.0045002,1.1617,1.3000001,4.6033,1.0769001,5.1471004,2.5028002,1.8046001,,4.5652003,2.7006001,,1.4839001,1.7192,,1.1494001,1.0,2.0738,1.1029,,,1.6,1.6071,,,,1.2385001,1.0286,0.7066,0.7652,2.0486002,,,1.1400001,2.8571002,4.2146,4.5715003,1.3683001,1.1629001,,1.1850001,7.518953,,3.3333,1.8500001,1.3831,0.5077,1.2422,1.5584002,1.7447001,0.91730005
1988,1.7034001,0.3,3.2871003,,3.7744,,2.0357,3.7482002,8.4800005,,1.2836001,,0.8712,0.8194001,0.9118,3.1802,1.4000001,,,1.5414001,1.5189002,1.8775,2.6190002,0.7431,0.23220001,1.019,5.471,9.8803005,7.3176003,3.9281003,0.6995,1.9592,0.809,0.7896,1.3670001,2.4022,0.4819,1.6007,1.2338,,7.7095003,1.5385001,1.3333001,,1.6803001,1.0,0.8816,4.965,,6.4323,,1.9972,7.276201,,1.6092,,,1.3907,0.952,,1.2269001,1.246,9.333301,1.008,1.8625001,,1.1154001,1.3193,,0.8,5.4641004,1.9531001,1.3955001,2.5921001,1.5707,14.311501,7.4646006,1.0478001,8.0324,2.4096003,,1.9030001,,0.82000005,4.7987003,14.777801,1.3440001,1.5811001,1.0333,,1.0486001,0.9221,,,0.9031,,1.0289,1.0,1.6289,,1.5012001,1.5967001,,0.32200003,0.66080004,3.8447,1.1718001,1.7778001,1.0434,2.1595001,0.512,1.6401,1.5500001,8.888901,1.4845,8.550401,,5.2997003,1.7932,1.3434001,,3.6177,3.1001003,3.4069002,1.3907,1.195,1.9617001,1.1823001,1.6667,5.1073003,1.1071,5.4545,2.5887,1.9020001,,4.5048,2.7844,,1.8000001,1.797,,1.1181,1.1400001,2.1137002,1.2564001,,,1.7647,1.7092,,,,1.2870001,1.6320001,1.0767,1.1099001,2.6176002,,,1.2882,2.8571002,4.0136003,4.5411005,1.2643001,1.2754,,1.5920001,5.309711,,3.0000002,1.9970001,1.5962,0.5,1.2732,1.6195,2.6874,1.8066001
1989,1.6963001,0.23580001,4.7969003,,2.9103003,,2.1429,4.1909003,7.6800003,,1.3645,,0.88530004,1.1623001,0.94170004,4.0221004,1.4000001,,,1.5851,1.4353001,2.0582001,2.6190002,0.74240005,0.3779,0.94100004,6.3512006,8.981001,7.5288,3.8781004,0.69930005,1.8640001,0.814,0.82430005,1.3749001,2.4035,0.27380002,1.7284001,1.039,,7.531,1.3333001,1.3333001,,1.5892,2.4,1.0917,5.3804,,6.3042006,,1.2604,6.8719,,1.4446,,,1.261,0.98450005,,1.3467001,0.97630006,9.918301,1.0039,2.0766003,,1.1538001,1.4527,,0.8,6.3290005,2.1033,1.6316,2.4,2.2412,14.7763,7.9079003,1.1688001,9.482,2.5641003,,1.8526001,,1.102,4.8784003,10.1970005,1.4438001,1.6503001,1.0600001,,1.0505,1.0476,,,0.9934001,,1.0600001,1.0,1.6929001,,1.2908001,1.5796001,,0.33,0.665,3.7363002,1.1878,1.7895001,1.2688001,1.2976,0.708,1.3950001,1.3568001,10.0,1.5988002,9.334001,,5.2657003,1.6538001,1.2302,,3.7148001,3.6186004,4.131,1.3667,1.2590001,2.0851002,1.2258002,2.2222002,4.7786,1.069,5.4286003,3.157,1.9889001,15.000001,6.5000005,2.4738002,,1.1875,1.6405001,,1.4131,1.1400001,2.1301003,1.1287,,,2.0,1.7383001,,,,1.0188,1.9651,0.9831,1.0734,2.569,,,1.2692,2.8571002,3.9293003,4.7043,1.5798001,1.45,,1.2278001,7.299284,,3.3333,2.085,1.6449001,0.5077,1.3266001,2.8405,1.8078002,1.7079
1990,1.7582,0.2736,3.6613002,20.181501,3.4608002,,2.381,4.1821003,8.18,,1.3540001,,0.89540005,1.4612,1.0015,2.8771002,1.5000001,,,1.8965001,1.6658001,1.8735001,2.6744,0.9524001,0.2899,0.73240006,6.8602004,8.5102005,8.139501,4.524,1.1904001,1.8543001,0.8166,0.5784001,1.4498001,2.38,0.33460003,1.6554002,0.8719001,,6.7762003,1.6667,1.3636,,1.6479001,1.6500001,1.0602,5.7803,,6.4256005,,2.1081002,6.0186005,,1.5768001,,,1.1889001,1.0179001,,1.2041,1.0678,9.696501,0.99230003,2.0052001,,1.5666001,1.5188001,,0.79510003,4.1577005,2.1323001,1.5178001,4.3333,2.4814,13.793501,7.6375003,1.0588001,8.8905,2.5457,,1.6591,,1.9556,4.6126003,10.545501,1.8153001,1.6910001,1.0,,1.1227,1.1,,,1.1598,,0.98480004,1.0,1.9942,,1.1566,1.4950001,,0.448,0.67890006,4.1790004,0.99930006,1.7500001,1.4871,2.4018002,0.31390002,1.1301,1.2825,9.0909,1.6246,9.207701,,3.4721003,1.6087,1.6624001,,3.4836004,3.6941004,3.0165002,1.4014001,1.2804,1.9532001,1.3358002,2.5,4.9126005,1.08,5.8824,3.0334,2.1991003,13.500001,4.3458,2.7606003,,1.0252,1.7992,,1.1411,1.0885,2.1383002,0.859,,,1.9286001,2.1575,,,,1.2403,3.2540002,0.9768,0.9653,2.4090002,,,1.3275001,4.3626003,4.0803003,4.8529,1.4988002,1.5012001,,1.8510001,7.4373612,,3.5714002,2.1680002,1.554,0.5109,1.2738001,2.2051003,1.4316001,1.7206
1991,1.6800001,0.4013,2.9068003,20.3792,4.0444,,1.8333001,3.9938002,8.4800005,,1.3887,,0.9281,1.6868001,0.9781,4.9551005,1.6667,,,2.7552001,1.5285001,1.8084002,2.6250002,1.0129001,0.39620003,0.81490004,6.7098002,8.051001,8.3916,4.5783,1.2533001,1.9800001,0.81000006,0.59840006,1.5498002,2.3379,0.2529,1.6254001,0.80270004,,6.8432007,1.6433002,1.3402001,,1.6223001,1.9231001,1.3821,5.8951006,,6.6692004,,1.2010001,7.2866006,1.2004001,1.6912,,,1.526,1.0527,,1.1797,1.1386,10.1042,1.1132,1.8442,0.384,1.3782,1.3185,,0.80850005,6.7100005,2.1505,1.3763001,7.2509003,2.1857,13.850401,7.2624,1.1667,,2.4915001,,1.8321,,1.2,3.4107,13.000001,2.0065,1.7467,1.2525,,1.1916001,0.54080003,,,0.87000006,,0.9667001,1.0,2.0515,,1.3824,1.514,,0.32410002,0.5966,3.7193003,1.1419001,,1.195,5.2329,0.66290003,1.1299001,1.0228001,8.035701,1.5976001,9.6287,7.2166004,5.1778,1.2214001,1.4665,,3.2934,3.7000003,5.3356004,1.4235001,1.3652,1.9213002,1.2969,2.5,4.8468,1.1494001,6.5319004,3.0411003,1.6502,12.181801,6.0318003,4.0766,,1.1556001,2.1166003,,1.1324,0.9091,1.6448002,1.0,,,2.1176002,2.2289,,,,1.0105001,4.0675,0.9846,0.906,2.7117,,,1.3921001,3.1878002,4.2489,5.0474,1.2616,1.35,,1.7800001,6.816012,,3.3333,2.2848,1.5013001,0.4638,1.1984001,2.2573001,1.7140001,1.44
1992,1.5000001,0.37780002,2.4876003,20.1157,4.5237,3.2344,1.7136,5.1721005,6.4800005,1.8740001,1.4218001,,0.9771,1.5238001,0.9319001,2.8128002,1.6667,3.9873002,3.0000002,2.2244,1.7534001,2.2828002,2.5714,1.0,0.1899,0.9038,5.6927004,8.313001,8.4884,4.5327005,1.3195001,1.3974001,0.81200004,0.6041,1.5175,2.3197,0.30210003,1.6677,0.8184001,,7.2348003,1.6473001,1.3399001,,1.376,2.2828002,1.0416,6.1346,,7.017,,2.1614,7.9812007,1.2089001,1.5397,,2.5346003,1.2040001,1.0885,,1.5138001,0.95180005,9.976201,1.0212001,1.8831,0.6846,1.2075001,1.2942001,4.1535,0.79480004,3.6501002,2.203,1.6758001,6.4410005,2.0046,13.495201,8.6597,1.4225,,2.5180001,3.1214,1.7271,5.1316004,1.25,4.4038,10.444401,1.8266001,1.8715001,1.2857,,1.039,0.5792,1.1893001,,0.4753,2.4485002,0.81250006,1.0,2.345,2.9759,1.005,1.4943001,,0.1587,0.7684001,4.4333,0.48020002,,0.5953,4.9703,0.70180005,1.1181,1.3129001,8.0256,1.6647,9.1196,7.2469,4.3124003,1.5275,1.7900001,2.9769,,3.9067001,,1.3966,1.2611,1.8858001,1.3865001,2.9411001,3.6699002,1.0698001,5.7733,3.4547002,1.743,12.458301,6.0385003,2.0469,2.6843002,1.225,2.0733001,,1.0907,0.81820005,2.1989,0.95440006,,,2.2222002,1.8706001,,2.815,,1.5435001,3.8868003,1.2686,1.014,2.9709,2.9613001,3.6977,1.4095001,3.1818001,4.2427006,5.0991,1.1668001,1.5000001,2.5072,1.5613002,8.253275,3.7226002,3.3743002,2.256,1.5646,0.46940002,1.4991001,0.7853,0.7311,0.4108
1993,1.6786001,0.26270002,2.4185002,19.8577,4.3552003,3.2261002,1.6901001,4.4261003,8.971001,1.3918002,1.4342,,0.9778,1.3722,0.9351,1.8609002,1.6,4.0,1.2,2.0856001,1.8658001,2.5321002,2.6667001,1.1111001,0.13530001,0.9038,6.4241004,8.905001,8.489,4.9630003,1.3892,1.1267,0.82570004,0.6028,1.5465001,2.3015,0.3591,1.8789002,0.72520006,4.8746004,8.0227,1.6519,1.3333001,,1.4105,1.25,1.1442,6.078,0.23080002,6.1736,1.7364001,0.92230004,8.0479,1.2061,1.5835,,2.3058002,1.5092,1.1255001,,1.6264001,0.934,9.8951,0.9897001,1.8506,0.70000005,1.2069001,1.3694001,4.4822006,0.80770004,3.5000002,2.1975,1.6015,6.8775005,1.9310001,12.7635,8.661201,1.5115001,,2.5,3.2677002,1.5549,4.5160003,1.0583001,4.1844,10.818201,1.7536,1.8919001,1.3216001,,0.97120005,0.88750005,1.2043002,,0.20650001,3.8660002,0.89720005,1.0,2.4401002,2.2613,1.1029,1.5081,,0.63320005,1.2291,4.243,1.5327001,,0.7764001,3.9467,0.8,1.1848001,1.3037,9.096201,1.5984001,8.356,7.2773004,,,1.6376001,2.8812,,3.6308002,,1.3983002,1.4021001,2.1634,1.5235001,3.0769,5.3160005,1.7328001,6.2691,3.7231002,1.7630001,12.6667,5.978,2.6054,3.1022,1.7400001,2.1725001,,1.2694001,0.82680005,2.0482001,0.9875001,,,2.1935,2.0651002,4.616,4.0210004,,1.3785001,3.6157,0.83830005,1.1599001,2.7333002,3.0455,4.28,1.8000001,3.3333,4.5455003,5.2840004,1.2512,1.5984001,2.8445,1.9631001,6.320188,3.841,3.4657001,2.6203,1.7768002,0.47510004,1.6051,2.2840002,2.5228002,1.6526
1994,1.6667,0.24630001,2.5848002,19.0244,4.2371,3.2667,1.6684,4.662,7.9160004,1.4619001,1.2276,,1.0228001,1.6042,0.9042001,2.8056002,1.7931001,4.0,0.5,1.9211,1.8107,2.3629,2.6000001,1.2772,0.16980001,0.85,7.3748,8.749001,8.9381,4.6935,1.4627,1.1644001,0.8266,0.62390006,1.5671,2.2834,0.25030002,1.9060001,0.94820005,3.3896003,7.0808,1.6575,1.3413001,,1.0268002,0.45120004,1.1208001,5.9065003,0.76890004,6.8566003,1.1235001,2.4148002,7.7983003,1.2132,1.6503001,,2.595,1.4933001,1.1639001,,1.2624,0.93280005,9.780001,0.99140006,1.9569001,0.70000005,1.1786001,1.3837,4.5529003,0.80140007,3.8500001,2.2091002,1.4480001,6.5938,2.1333,10.360901,8.2235,1.3594,,2.4852002,2.2387002,2.0400002,3.5328002,1.2162,4.0882,18.7692,1.9882001,2.0288002,1.2817,,1.0032,0.8629001,1.2193002,,0.6261,2.2205,0.9451,1.0,2.2255,3.1183002,1.1347001,1.6828002,,0.52070004,0.49870002,3.7288003,0.92090005,,1.1549001,1.9429001,0.8309001,1.2720001,1.2367,7.4865003,1.6502,9.736,7.3077006,,,1.9691001,3.4047,,4.1123,,1.5004001,1.4380001,2.0891001,1.5035001,3.39,3.7503002,1.6070001,5.5596004,4.0939,2.114,12.407401,6.1852007,3.1317,1.7019001,1.6750001,1.9523002,,1.0133001,0.89580005,1.5245001,0.4149,,,2.2632,1.8162,4.1362004,6.32,,1.2733,3.6734002,1.2426001,0.93060005,2.9344,1.8000001,3.4091003,1.8823001,3.1385002,3.8181002,5.1481004,1.2351,1.5098001,2.3614001,1.6279001,8.698889,3.3978002,3.5808003,2.8465002,2.1393,0.4808,1.5855001,2.8481002,1.5025,1.2133001
1995,1.6563001,0.35170004,3.13,19.0476,4.5223002,1.8261001,1.6071,4.8263,8.5,1.1810001,1.2752,,1.1737,1.1441001,1.07,3.8237002,1.7931001,4.0,2.4545002,1.7892001,1.8526001,2.6005,2.7500002,1.4028001,0.9476,0.85,7.2528,8.361401,9.1,4.9169,1.5400001,1.5450001,0.7866,0.7631,1.5537,2.2652001,0.2629,1.8565,1.0533001,4.2840004,7.3664002,1.6667,1.3442,,1.4034001,1.6115,1.1551,6.163,0.33660004,7.2459,1.3590001,2.5723002,7.7182007,1.2,1.5471001,,2.8461003,1.5020001,1.2036,,1.2921001,1.0027001,10.0563,0.98330003,1.9436,0.7073,1.3330001,1.6396,4.9027004,0.8,4.5295,2.2580001,1.5946001,6.1038003,1.4286001,9.1698,8.969501,1.3375001,,2.5,1.9316001,1.8759001,3.2072,1.2191,4.2452006,18.602901,1.7304001,2.3269,1.3696,,0.96950006,0.8126,1.2343001,,0.13030002,2.9757001,0.9628,1.0,2.2883003,3.9019,1.2843001,1.6746,,0.6794001,0.7996,3.8533003,1.3517001,,0.8768,4.09,1.2642,1.2666,1.1868001,7.0444,1.6447,9.7423,7.3381004,,,2.2128003,4.2478,,3.8104,,1.6908001,1.4770001,1.9593002,1.5334,3.5714002,4.9586005,1.6613002,2.0388002,4.3624,2.466,12.5806,7.6959004,3.1915002,2.7612002,1.12,1.9522,,1.0881001,1.0122001,2.1972,0.83040005,,,2.2222002,2.2553,4.8957005,6.3380003,,2.2065,3.5975,0.88310003,0.8553,3.2884002,1.9372001,3.4700003,1.8355001,3.0377002,3.7322001,5.1613,2.1012,1.5989001,2.9207,2.4528003,7.1235485,3.5066004,3.7581003,2.8100002,2.1142,0.4864,1.3627,1.3800001,1.4185001,0.5949001
1996,1.6364001,0.69930005,3.2604,18.636402,4.0397,2.2239,1.639,5.7689004,8.620001,1.7369001,1.3133001,,1.0818001,1.5521001,1.0166,2.181,1.7931001,4.0,2.3000002,2.5022001,1.8011,2.4761002,2.6667001,1.6,0.24630001,0.85,6.9141006,8.5748005,9.4453,5.2033,1.6214001,1.8750001,0.7994001,0.77250004,1.6293001,2.2452002,0.31720003,1.5757,1.1692001,5.0927005,7.8272004,1.6833001,1.3473002,,1.3584001,1.7154001,1.1425,6.9523,0.39740002,8.5308,1.6826,2.5012,8.3856,1.2105,1.5802001,,3.4840002,1.5153002,1.2446,,1.2195001,0.93530005,9.931401,1.0,1.8201001,0.7073,1.1481,1.618,5.2192006,0.794,5.6867003,2.4862,1.7094,6.6904,2.0833,11.614,9.3328,1.3741001,,2.4510002,1.6795001,1.4506,3.9176004,1.3740001,4.0299,18.7105,2.0892,2.3461,1.0526,,1.0669001,1.2490001,1.3095001,,0.92740005,2.8987,0.92990005,,2.2387002,3.3885002,1.5845001,1.7043002,,0.93950003,0.5871,4.8667006,1.4433001,,0.68350005,3.9822001,0.725,1.3261,1.1620001,8.0,1.677,11.299601,7.3685,,,2.5455,3.7297,,4.2067003,,1.5884001,1.4627,2.5267,1.5175,4.3671002,5.0514,1.7205001,1.4007,4.6766005,2.015,12.5692005,7.7001004,2.9319,2.3349,1.1099001,1.9583001,,1.0438001,0.98890007,2.2572,0.62020004,,,2.25,2.2267,5.7527003,6.3,,1.7766,4.5195003,0.8911,0.94040006,3.4478002,3.752,0.74,1.8346001,2.9324,3.6396003,5.4109,1.7861,1.2997,2.7365,2.1712,7.977119,3.4386003,3.3333,2.8233001,2.4979,0.49210003,1.2434001,2.7043002,2.0864,1.4150001
1997,1.5000001,0.59590006,3.1862001,18.6667,4.5557003,4.5548,1.6342,5.9403,9.780001,2.434,1.2608001,,1.202,1.5185001,1.0914,3.5782,1.7400001,4.0136003,2.0333002,2.2128003,1.506,2.6228,2.6000001,1.7,0.28670004,0.9178,6.8702006,9.273201,8.2417,4.3874,1.7070001,2.0267,0.81780005,0.77320004,1.7054001,2.1765,0.1469,1.9133002,1.2735001,6.925,8.657701,1.7047,1.3504001,,1.177,2.1417,1.1482,7.1298003,0.2495,9.1501,1.7381,3.0769,9.0651,1.2152001,1.5484,,2.923,1.5285001,1.2870001,,1.1693001,1.0,10.403001,1.0,1.4942,0.7073,3.0385,1.5591,5.8802004,0.7986,6.4480004,2.6141002,1.7111001,6.7158003,1.9836,13.731901,9.627001,1.1568002,,2.4771001,1.8136001,1.4713001,4.4534,1.2427,4.1126003,18.5391,2.0605001,3.1111002,1.7500001,,0.9959001,0.9857001,1.4191,,1.0984001,3.9998002,0.9368,1.4076,2.384,3.9154,1.6930001,1.8885001,,0.90330005,0.86270005,5.0435004,1.0959,,1.5727,3.9905002,0.82470006,1.251,1.1374,5.0394,1.6585001,9.948701,7.3989,,,2.9766002,5.0798,,4.1517005,,1.6352,1.2541001,2.0008001,1.5894,6.0000005,5.4011,1.7792001,1.6844001,4.9592004,2.7483,12.569401,7.8,4.2171,3.1366003,1.0908,1.7531,,1.2911,0.94000006,1.6582,0.7095,,,2.2222002,2.2833002,5.9479003,7.4811006,,1.9218001,5.4823003,0.9566,1.0676,3.1982,2.7501001,0.2944,1.577,2.8234,3.8247,5.4589,1.1708001,1.2375001,3.2628002,2.6444001,7.952014,2.8186002,4.2922006,2.8313003,2.49,0.49780002,1.3242,2.5195,1.4794,1.1043001
