Date,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BIH,BLR,BOL,BRA,BRB,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GTM,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,OWID_CZS,OWID_USS,OWID_WRL,OWID_YGS,PAK,PAN,PER,PHL,POL,PRI,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SEN,SGP,SLE,SLV,SRB,STP,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,YEM,ZAF,ZMB,ZWE
1887,,,,,3841.0,,7383.0,3832.0,,,5180.0,,,,,,,,,1017.0,,,,3379.0,5172.1685,2783.0,912.0,583.68,,,,1160.0,,,,,,,3626.0,,,3818.0,,,,,2378.4458,,,2034.0,3585.0,,6358.0,,1026.2673,,,,,2511.0,,,,,,,1090.0,912.0,,,,1741.4335,,3081.0,,,1847.5294,,,,,,,,,1578.4069,,,1506.0,,,,,,,,,,,,,,,,,,,,,,764.94025,,5223.0,2570.0,,5745.0,,,1549.0,,,,,826.0,,2087.0,,,1776.0,,,,1244.4072,865.1133,,,,,,,,,,,2471.0,,,,,,,,,,,,,,,,3677.0,6616.9834,,2385.0,,,1627.0,,
1888,,,,,4219.0,,7179.0,3792.0,,,5176.0,,,,,,,,,977.0,,,,3585.0,5118.9014,2617.0,,,,,,1156.0,,,,,,,3732.0,,,3808.0,,,,,2472.1208,,,2075.0,3617.0,,6585.0,,1043.7968,,,,,2566.0,,,,,,,1081.0,918.0,,,,1801.7098,,3065.0,,,1723.5686,,,,,,,,,1528.9907,,,1468.0,,,,,,,,,,,,,,,,,,,,,,764.94025,,5231.0,2692.0,,5665.0,,,1490.0,,,,,915.0,,2120.0,,,1782.0,,,,1290.1575,842.42255,,,,,,,,,,,2511.0,,,,,,,,,,,,,,,,4595.0,6447.284,,2385.0,,,1836.0,,
1889,,,,,4288.0,,7567.0,3725.0,,,5386.0,,,,,,,,,991.0,,,,3569.0,5137.328,2708.0,,,,,,1149.0,,,,,,,3792.0,,,3826.0,,,,,2465.8533,,,2115.0,3701.0,,6876.0,,1042.2032,,,,,2391.0,,,,,,,1070.0,891.0,,,,1878.5946,,2971.0,,,1754.5337,,,,,,,,,1528.9907,,,1438.0,,,,,,,,,,,,,,,,,,,,,,801.5936,,5349.0,2775.0,,5899.0,,,1387.0,,,,,901.0,,2161.0,,,1734.0,,,,1290.1575,669.932,,,,,,,,,,,2549.0,,,,,,,,,,,,,,,,4112.0,6705.6895,,2480.0,,,1817.0,,
1890,,,953.0,,3851.0,,7106.0,3894.0,,,5464.0,,,,,,,,1361.0,1084.0,,,,3790.0,5309.3203,2907.0,964.0,,,,,1144.0,,,,,,,3870.0,,,4022.0,,,893.0,,2459.617,,,2201.0,3787.0,,6845.0,,1053.3583,,,,,2257.0,,,,,,2348.0,1030.0,931.0,,,,1957.955,,2974.0,881.0,,1853.5754,,,,,,,,,1517.3635,,,1666.0,,,,,,,,1568.0,,,,,,,,,,,,,,764.94025,,5078.0,2769.0,,5985.0,,2399.0,1380.0,,1237.0,,,846.0,,2204.0,,,1798.0,,,,1294.7325,767.69763,,,,,,,,,,,2606.0,,,,,,1250.0,,,,,,,,,,3628.0,6664.5503,,2673.0,,,1830.0,,
1891,,,,,3631.0,,7438.0,3995.0,,,5412.0,,,,,,,,1371.0,1152.0,,,,3840.0,4937.066,3038.0,,,,,,1138.0,,,,,,,3821.0,,,4073.0,,,,,2506.0657,,,2152.0,3877.0,,6781.0,,1112.3208,,,,,1967.0,,,,,,,1049.0,843.0,,,,2005.0107,,3014.0,,,1749.7372,,,,,,,,,1523.1771,,,1653.0,,,,,,,,,,,,,,,,,,,,,,870.1195,,5035.0,2762.0,,5947.0,,,1264.0,,,,,901.0,,2235.0,,,1752.0,,,,1326.7577,668.33606,,,,,,,,,,,2748.0,,,,,,,,,,,,,,,,3677.0,6811.109,,2520.0,,,1906.0,,
1892,,,,,4251.0,,6368.0,4041.0,,,5486.0,,,,1804.0,,,,1390.0,999.0,,,,3779.0,5270.186,3005.0,,,,,,1132.0,,,,1737.0,,,3936.0,,,4141.0,,,,,2716.7375,,,2040.0,3974.0,,6553.0,,1070.8877,,,,,2053.0,,,,,,,1081.0,910.0,,,,2133.1963,,3017.0,,,1841.7019,,,,,,,,,1523.1771,,,1677.0,,,,,,,,,,,,,,,,,,,,,,833.4661,,5131.0,2748.0,,6059.0,,,1385.0,,,,,925.0,,2276.0,,,1733.0,,,,1436.5583,767.43335,,,,,,,,,,,2713.0,,,,,,,,,,,,,,,,3677.0,7324.063,,2270.0,,,1860.0,,
1893,,,,,4409.0,,5910.0,4025.0,,,5507.0,,,,,,,,1390.0,850.0,,,,3720.0,5339.89,3084.0,,,,,,1127.0,,,,,,,4089.0,,,4191.0,,,,,2599.663,,,2138.0,4041.0,,6486.0,,1080.4492,,,,,2185.0,,,,,,,1103.0,931.0,,,,2271.4685,,3064.0,,,1832.4438,,,,,,,,,1540.618,,,1677.0,,,,,,,,,,,,,,,,,,,,,,858.9642,,5019.0,2820.0,,6038.0,,,1568.0,,,,,864.0,,2311.0,,,1755.0,,,,1386.233,953.38586,,,,,,,,,,,2778.0,,,,,,,,,,,,,,,,3870.0,6834.2495,,2270.0,,,1843.0,,
1894,,,,,4968.0,,6003.0,4216.0,,,5528.0,,,,,,,,1446.0,850.0,,,,3857.0,5337.312,2978.0,,,,,,1121.0,,,,,,,4141.0,,,4235.0,,,,,2629.267,,,2230.0,4186.0,,6851.0,,1166.5027,,,,,2233.0,,,,,,,1106.0,944.0,,,,2296.5273,,3081.0,,,2016.4187,,,,,,,,,1459.2269,,,1663.0,,,,,,,,,,,,,,,,,,,,,,949.8008,,5247.0,2935.0,,5705.0,,,1784.0,,,,,792.0,,2340.0,,,1720.0,,,,1480.0211,952.77985,,,,,,,,,,,2791.0,,,,,,,,,,,,,,,,4160.0,6510.2783,,2232.0,,,1790.0,,
1895,,,,,5384.0,,5558.0,4285.0,,,5598.0,,,,,,,,1446.0,1007.0,,,,3779.0,5632.359,3304.0,,,,,,1116.0,,,,,,,4281.0,,,4415.0,,,,,2584.832,,,2378.0,4095.0,,6996.0,,1121.8823,,,,,2149.0,,,,,,,1097.0,920.0,,,,2246.9114,,3107.0,,,2021.8254,,,,,,,,,1459.2269,,,1729.0,,,,,,,,1757.0,,,,,,,,,,,,,,983.2669,,5212.0,3052.0,,5805.0,,,1651.0,,,,,838.0,,2364.0,,,1780.0,,,,1468.5835,930.1364,,,,,,,,,,,2927.0,,,,,,,,,,,,,,,,4063.0,7159.5063,,2423.0,,,2061.0,,
1896,,,,,5716.0,,5874.0,4305.0,,,5660.0,,,,,,,,1352.0,915.0,,,,3647.0,5967.245,3379.0,,,,,,1109.0,,,,,,,4368.0,,,4521.0,,,,,2328.1602,,,2503.0,4280.0,,7211.0,,1112.3208,,,,,2359.0,,,,,,,1092.0,850.0,,,,2291.2607,,3153.0,,,1904.4431,,,,,,,,,1398.1836,,,1734.0,,,,,,,,1785.0,,,,,,,,,,,,,,983.2669,,5359.0,3102.0,,6357.0,,,1819.0,,,,,917.0,,2415.0,,,1793.0,,,,1502.8962,984.6079,,,,,,,,,,,3003.0,,,,,,,,,,,,,,,,4112.0,6885.674,,2134.0,,,2153.0,,
1897,,,,,4500.0,,5451.0,4352.0,,,5716.0,,,,,,,,1384.0,901.0,,,,4004.0,6241.8906,3210.0,,,,,,1105.0,,,,,,,4423.0,,,4564.0,,,,,2465.898,,,2589.0,4207.0,,7229.0,,1125.0695,,,,,2004.0,,,,,,,1092.0,1004.0,,,,2276.3167,,3158.0,,,1904.511,,,,,,,,,1337.1403,,,1793.0,,,,,,,,1878.0,,,,,,,,,,,,,,911.5538,,5421.0,3218.0,,6296.0,,,1788.0,,,,,987.0,,2477.0,,,1884.0,,,,1246.6947,893.5878,,,,,,,,,,,3121.0,,,,,,,,,,,,,,,,3967.0,7406.342,,2192.0,,,2015.0,,
1898,,,,,4741.0,,6202.0,4551.0,,,5762.0,,,,,,,,1414.0,923.0,,,,4117.0,6427.509,3609.0,,,,,,1098.0,,,,,,,4540.0,,,4575.0,,,,,2624.4717,,,2659.0,4399.0,,7500.0,,1125.0695,,,,,2165.0,,,,,,,1084.0,1004.0,,,,2207.9602,,3145.0,,,2232.8545,,,,,,,,,1337.1403,,,1862.0,,,,,,,,1959.0,,,,,,,,,,,,,,964.14343,,5431.0,3266.0,,6352.0,,,1835.0,,,,,1034.0,,2546.0,,,1935.0,,,,1484.5961,1029.5808,,,,,,,,,,,3228.0,,,,,,,,,,,,,,,,3435.0,7426.911,,2134.0,,,2418.0,,
1899,,,,,5412.0,,6121.0,4600.0,,,5828.0,,,,1572.0,,,,1420.0,905.0,,,,4457.0,6337.3184,3467.0,,,,,,1093.0,,,,,,,4631.0,,,4705.0,,,,,2632.6387,,,2562.0,4640.0,,7729.0,,1120.2888,,,,,2209.0,,,,,,,1127.0,925.0,,,,2205.3682,,3180.0,,,2104.5571,,,,,,,,,1421.4382,,,1967.0,,,,,,,,1835.0,,,,,,,,,,,,,,1002.39044,,5435.0,3244.0,,6441.0,,,1948.0,,,,,1073.0,,2630.0,,,1991.0,,,,1031.6685,1046.9149,,,,,,,,,,,3308.0,,,,,,,,,,,,,,,,3532.0,7959.1494,,1808.0,,,2123.0,,
1900,,,1092.0,,4583.0,,6397.0,4594.0,,,5947.0,,,,,,,,1462.0,874.0,,,,4640.0,6611.7783,3386.0,972.0,,,,,1089.0,,,,,,,4758.0,,,4809.0,,,1098.0,,2672.3906,,,2659.0,4584.0,,7594.0,,1126.6631,,,,,1972.0,,,,,,2681.0,1151.0,955.0,,,,2289.4734,,3264.0,926.0,,2123.2505,,,,,,,,,1401.0905,,,2056.0,,,,,,,,1822.0,,,,,,,,,,,817.74304,,,1024.7012,,5306.0,3249.0,,6851.0,,2756.0,1906.0,2265.4688,1323.0,,,1084.0,,2700.0,,,2075.0,,,,1406.8207,1049.1808,,,,2206.0,,,,,,,3320.0,,,,,,,,,,,,,,,,3387.0,8037.5713,,1846.0,,,1494.0,,
1901,,,,,4591.0,,6119.0,4565.0,,,5928.0,,,,,,,,1513.0,940.0,,,,4937.0,6398.892,3416.0,,,,,,1082.0,,,,,,,4576.0,,,4948.0,,,1121.0,,2881.4521,,,2608.0,4505.0,,7516.0,,1109.1337,,,,,1890.0,,,,,,,1121.0,969.0,,,,2391.6582,,3317.0,,,2161.515,,,,,,,,,1363.3016,,,1900.0,,,,,,,,1957.0,,,,1114.0,,,,,,,950.5307,,,1024.7012,,5483.0,3271.0,,6731.0,,,1953.0,,,,,1149.0,,,,,2023.0,,,,1466.296,989.84064,,,,2429.0,,,,,,,3406.0,,,,,,,,,,,,1079.0,,,,3532.0,8770.363,,1769.0,,,1608.0,,
1902,,,,,4331.0,,6094.0,4694.0,,,5960.0,,,,,,,,1462.0,921.0,,,,5310.0,6616.1543,3604.0,,,,,,1078.0,,,,1680.0,,,4611.0,,,5007.0,,,1143.0,,2736.1064,,,2536.0,4423.0,,7635.0,,1125.0695,,,,,2423.0,,,,,,,1087.0,1044.0,,,,2447.642,,3371.0,,,2012.7671,,,,,,,,,1395.2767,,,1873.0,,,,,,,,1796.0,,,,,,,,,,,1018.35754,,,938.64545,,5630.0,3268.0,,7074.0,,,2123.0,,,,,1207.0,1073.0,,,,2018.0,,,,1422.8333,1122.7257,,,,2297.0,,,,,,,3362.0,,,,,,,,,,,,1079.0,,,,4015.0,8684.228,,1655.0,,,1919.0,,
1903,,,,,4769.0,,6497.0,4688.0,,,6013.0,,,,,,,,1458.0,920.0,,,,5314.0,6472.2397,3381.0,,,,,,1071.0,,,,1758.0,,,4795.0,,,5244.0,,,1165.0,,2708.814,,,2687.0,4513.0,,7482.0,,1209.5294,,,,,2367.0,,,,,,,1135.0,1052.0,,,,2445.6538,,3402.0,,,2203.8716,,,,,,,,,1479.5747,,,1953.0,,,,,,,,1978.0,,,,,,,,,,,881.7486,,,948.20715,,5544.0,3290.0,,7535.0,,,1977.0,,,,,1272.0,1282.0,,,,2029.0,,,,1450.2834,1106.1028,,,,1975.0,,,,,,,3539.0,,,,,,,,,,,,1278.0,,,,4015.0,8941.348,,1769.0,,,2571.0,,
1904,,,,,5086.0,,6846.0,4712.0,,,6091.0,,,,,,,,1460.0,918.0,,,,5228.0,6879.5747,3647.0,,,,,,1066.0,,,,1809.0,,,4914.0,,,5302.0,,,1189.0,,2657.0789,,,2759.0,4538.0,,7455.0,,1255.7433,,,,,2498.0,,,,,,,1138.0,1050.0,,,,2460.797,,3461.0,,,2178.991,,652.13824,,,,,,,1467.9474,,,1937.0,,,,,,,,1992.0,,,,,,,,,,424.89474,822.51953,,,988.0478,,5541.0,3288.0,,7285.0,,,2185.0,,,,,1299.0,1082.0,,,,2039.0,,,,1100.294,1151.7039,,,,1910.0,,,,,,,3599.0,,,,,,,,,,,,1218.0,,,,4015.0,8663.658,,1788.0,,,2571.0,,
1905,,,,,5545.0,,6825.0,4925.0,,,6188.0,,,,1722.0,,,,1510.0,925.0,,,,5678.0,7184.5796,3470.0,,,,,,1062.0,,,,1887.0,,,4948.0,,,5333.0,,,1213.0,,2618.8733,,,2777.0,4613.0,,7603.0,,1209.5294,,,,,2560.0,,,,,,,1140.0,1025.0,,,,2623.715,,3532.0,,,2111.251,,597.9263,,,,,,,1427.2518,,,1879.0,,,,,,,,2177.0,,,,,,,,,,423.33264,863.5978,,,992.8287,,5735.0,3322.0,,7731.0,,,1935.0,,,,,1377.0,1130.0,,,,1965.0,,,,1546.359,1018.9369,,,,2114.0,,,,,,,3547.0,,,,,,,,,,,,985.0,,,,3387.0,9121.332,,1808.0,,,2745.0,,
1906,,,,,5608.0,,7184.0,5062.0,,,6244.0,,,,,,,,1562.0,993.0,,,,6130.0,7584.057,3668.0,,,,,,1070.0,,,,1913.0,,,5024.0,,,5423.0,,,1237.0,,2770.9382,,,2860.0,4691.0,,7782.0,,1227.0588,,,,,2530.0,,,,,,,1157.0,1047.0,,,,2682.6045,,3652.0,,,2328.9773,,602.70966,,,,,,,1549.3385,,,1897.0,,,,,,,,2130.0,,,,902.0,,,,,,423.33264,794.8156,,,986.45416,,5770.0,3496.0,,8222.0,,,1849.0,,,,2276.0,1468.0,1151.0,,,,1962.0,,,,1663.0222,938.2368,,,,2375.0,,,,,,,3830.0,,,,,,,,,,,,1038.0,,803.6878,,3822.0,9980.113,,1788.0,,,2963.0,582.0121,
1907,,,,,5514.0,,7358.0,5321.0,,,6268.0,,,,,,,,1568.0,972.0,,,,6177.0,7464.9795,3810.0,,,,,,1119.0,,,,2069.0,,,5172.0,,,5557.0,,,1261.0,,2824.1584,,,2923.0,4894.0,,7855.0,,1242.9946,,,,,2565.0,,,,,,,1175.0,979.0,,,,2780.3992,,3716.0,,,2358.2205,,612.2765,,,,,,,1590.0342,,,1965.0,,,,,,,,2232.0,,,,,,,,,,417.0842,852.1341,,,1005.5777,,5592.0,3537.0,,8512.0,,,1776.0,,,,2377.0,1540.0,1191.0,,,,1991.0,,,,1342.7703,984.70825,,,,2166.0,,,,,,,4085.0,,,,,,,,,,,,1149.0,,749.89124,,4063.0,9950.544,,1731.0,,,2907.0,583.6066,
1908,,,,,5829.0,,7481.0,5292.0,,,6269.0,,,,,,,,1616.0,945.0,,,,5694.0,7507.7095,4020.0,,,,,,1160.0,,,,1836.0,,,5187.0,,,5662.0,,,1299.0,,2912.7969,,,2915.0,4854.0,,7461.0,,1231.8396,,,,,2550.0,,,,,,,1160.0,987.0,,,,2766.639,,3795.0,,,2356.9175,,629.8157,,,,,,,1590.0342,,,1946.0,,,,,,,,2203.0,,,,,,,,,,417.0842,983.9665,,,1002.39044,,5628.0,3612.0,,7707.0,,,1940.0,,,,2504.0,1549.0,1235.0,,,,1943.0,,,,1441.1334,973.4893,,,,2488.0,,,,,,,3959.0,,,,,,,,,,,,1186.0,,707.5061,,4355.0,8975.976,,1693.0,,,2283.0,582.0121,
1909,,,,,5896.0,,7940.0,5222.0,,,6330.0,,,,,,,,1651.0,999.0,,,,6137.0,7858.359,4042.0,,,,,,1197.0,,,,2069.0,,,5220.0,,,5807.0,,,1337.0,,2974.2566,,,3003.0,5048.0,,7557.0,,1246.1818,,,,,2601.0,,,,,,,1205.0,1116.0,,,,2739.8945,,3826.0,,,2333.2012,,628.2212,,,,,,,1622.0093,,,1838.0,,,,,,,,2244.0,,,,,,,,,,428.01898,919.0056,,,1075.6973,,5852.0,3642.0,,7603.0,,,2015.0,,,,2648.0,1556.0,1235.0,,,,1926.0,,,,1411.3958,1079.2485,,,,2515.0,,,,,,,3980.0,,,,,,,,,,,,1323.0,,,,4355.0,9798.118,,1693.0,,,2391.0,582.0121,
1910,,,1243.0,,6092.0,,8305.0,5244.0,,,6478.0,,,,1812.0,,,,1714.0,990.0,,,,6481.0,8048.3516,4485.0,,,,,,1242.0,,,,2069.0,,,5337.0,,,5906.0,,,1379.0,,2819.263,,,3038.0,4726.0,,7718.0,,1244.5883,,,,,2592.0,,,,,,3188.0,1264.0,1111.0,,,,2920.3022,,3829.0,,,2316.9758,,733.45624,,,,,,,1613.2887,,,1926.0,,,,,,,,2240.0,,,,,,,,,,424.89474,1073.7654,,,970.51794,,6030.0,3826.0,,8474.0,,3174.0,2149.0,,1551.0,,2837.0,1564.0,1393.0,2694.0,,,1957.0,,,,1793.4104,1067.6362,,,,2732.0,,,,,,,4053.0,,,,,,,,,,,,1345.0,,723.62445,,4500.0,9636.783,,1674.0,,,1835.0,582.0121,
1911,,,,,5971.0,,8136.0,5364.0,,,6612.0,,,,1812.0,,,,1744.0,1076.0,,,,6715.0,8043.9414,4481.0,905.0,,,,,1278.0,,,,1887.0,,,5432.0,,,6148.0,,,1420.0,,3023.6616,,,3091.0,5180.0,,7874.0,,1271.6792,,,,,3231.0,,,,,,,1309.0,1101.0,,,,3037.196,,3870.0,,,2399.7747,,672.86633,,,1107.5587,,,,1627.8229,,,1849.0,,,,,,,,2150.0,,,,968.0,,,,,,432.70532,1133.9497,,,980.07965,,6158.0,3947.0,,8757.0,,,1986.0,,,,2915.0,1576.0,1455.0,,,1073.7922,1980.0,,,,1743.0851,967.9302,,,,2447.0,,,,,,,4154.0,,,,,,,,,,,,1258.0,,722.0306,,4500.0,9735.89,,1596.0,,,,583.6066,
1912,,,,,6223.0,,8126.0,5587.0,,,6704.0,,,,,,,,1787.0,1042.0,,,,6977.0,8311.78,4806.0,,,,,,1317.0,,,,1940.0,,,5617.0,,,6076.0,,,1462.0,,2911.0818,,,3223.0,5601.0,,7954.0,,,,,,,3135.0,,,,,,,1315.0,1098.0,,,,3067.8557,,3875.0,,,2419.7095,,687.2166,,,1090.4381,,,,1683.0526,,,1844.0,,,,,,,,2131.0,,,,,,,,,,438.95377,1093.8268,,,988.0478,,6245.0,4050.0,,8303.0,,,2146.0,,,,2930.0,1613.0,1452.0,,,1170.1295,2004.0,,,,1756.8102,1086.0095,,,,2094.0,,,,,,,4312.0,,,,,,,,,,,,1183.0,,712.4672,,5176.0,9976.567,,1712.0,,,,583.6066,
1913,,,1293.0,,6052.0,,8220.0,5523.0,,,6727.0,,,,,,,,1862.0,1046.0,,,,7088.0,8172.06,4836.0,985.0,,,,,1347.0,,,,2120.0,,,5815.0,,,6236.0,,1854.0,1506.0,1674.0,3063.3096,,,3365.0,5555.0,,8212.0,,,,,,,1876.0,,2354.0,,,,3344.0,1361.0,1073.0,4361.0,1275.0,1275.0,3211.54,,4057.0,974.0,1594.0,2430.625,,717.51154,,,1171.044,,,2311.0,1709.214,,,1967.0,,,,,1132.0,,,2004.0,,,,1092.0,,,,,,487.37927,1288.7095,,,,,6454.0,4415.0,870.0,8212.0,,3341.0,2254.0,,1551.0,,2927.0,1645.0,1575.0,2772.0,,1216.4597,1992.0,,2016.0,,1754.5227,1163.2654,,956.0,,1812.0,,,,,,,4581.0,,,2072.0,,,1341.0,,,,1407.0,1473.0,1286.0,,707.6856,,4838.0,10107.97,,1750.0,1159.0,,,585.20123,
1914,,,,,5263.0,,8013.0,4584.0,,,6253.0,,,,,,,,1769.0,1004.0,,,,6416.0,7595.2856,4071.0,,,,,,1372.0,,,,2173.0,,,4876.0,,,6551.0,,,1537.0,,2958.1946,,,3190.0,5158.0,,8131.0,,,,,,,2394.0,,,,,,,1345.0,1130.0,,,,3139.0825,,3835.0,,,2357.804,,,,,1254.4019,,,,1528.9907,,,1929.0,,,,,,,,2007.0,,,,,,,,,,,1445.3799,,,994.4223,,6166.0,4336.0,,8271.0,,,2152.0,,,,3084.0,1615.0,1517.0,,,1219.2501,2005.0,,,,1473.1586,1112.7096,,,,2166.0,,,,,,,4678.0,,,,,,,,,,,,1240.0,,,,3773.0,9096.372,,2020.0,,,,586.7958,921.00714
1915,,,,,5171.0,,7806.0,4229.0,,,6150.0,,,,,,,,1798.0,1028.0,,,,6747.0,7459.259,3813.0,,,,,,1407.0,,,,2146.0,,,4621.0,,,6022.0,,,1567.0,,2968.5852,,,3000.0,5177.0,,8639.0,,,,,,,1822.0,,,,,,,1349.0,1101.0,,,,3074.8152,,3642.0,,,2512.0647,,,,,1261.2614,,,,1395.2767,,,1811.0,,,,,,,,1978.0,,,,,,,,,,492.1111,1541.866,,,917.9283,,6258.0,4407.0,,8247.0,,,2216.0,,,,3064.0,1733.0,1395.0,,,1286.298,1957.0,,,,1608.4635,1112.1135,,,,2209.0,,,,,,,4841.0,,,,,,,,,,,,1291.0,,,,3532.0,9164.177,,2020.0,,,,591.5794,
1916,,,,,4927.0,,7775.0,4189.0,,,6503.0,,,,,,,,1839.0,1036.0,,,,7406.0,8079.4194,4600.0,,,,,,1452.0,,,,2249.0,,,4678.0,,,6202.0,,,1583.0,,3072.8032,,,3017.0,5520.0,,8702.0,,,,,,,1549.0,,,,,,,1344.0,1132.0,,,,2716.3972,,3942.0,,,2829.287,,,,,1314.9944,,,,1322.6061,,,1870.0,,,,,,,,2130.0,,,,1312.0,,,,,,,1389.0167,,,,,6306.0,4803.0,,8161.0,,,1969.0,,,,2888.0,1889.0,1599.0,,,1385.4614,1967.0,,,,1495.028,1077.5795,,,,1827.0,,,,,,,5109.0,,,,,,,,,,,,1392.0,,,,3435.0,10222.32,,1884.0,,,,596.3631,
1917,,,,,4447.0,,7637.0,4122.0,,,5609.0,,,,,,,,1957.0,1086.0,,,,7653.0,7840.904,4621.0,,,,,,1482.0,,,,2275.0,,,4705.0,,,5765.0,,,1599.0,,3010.1777,,,2520.0,4748.0,,8665.0,,,,,,,1352.0,,,,,,,1333.0,1111.0,,,,2662.7654,,3955.0,,,2940.6257,,,,,1366.1466,,,,1360.3948,,,1941.0,,,,,,,,2220.0,,,,,,,,,,473.0,1718.5978,,,,,5781.0,4286.0,,7983.0,,,1729.0,,,,2732.0,1934.0,1830.0,,,1307.7706,1932.0,,,,1259.2958,988.8122,,,,2530.0,,,,,,,4799.0,,,,,,,,,,,,1561.0,,,,3918.0,9769.078,,1962.0,,,,593.17395,
1918,,,,,5177.0,,7336.0,4073.0,,,4560.0,,,,,,,,1965.0,1041.0,,,,7079.0,7115.6074,4602.0,,,,,,1535.0,,,,2302.0,,,4755.0,,,5514.0,,,1615.0,,2975.611,,,2184.0,3819.0,,8630.0,,,,,,,2279.0,,,,,,,1358.0,968.0,,,,2496.7,,3856.0,,,2973.488,,,,,1427.0303,,,,1383.6494,,,1765.0,,,,,,,,2308.0,,,,,,,,,,447.51852,1795.0223,,,,,5343.0,4023.0,,7828.0,,,1058.0,,,,2630.0,1921.0,2050.0,,,1382.3108,1833.0,,,,1025.8054,721.68976,,,,1978.0,,,,,,,4434.0,,,,,,,,,,,832.0,1492.0,,,,3918.0,10471.306,,2039.0,,,1854.0,,
1919,,,,,5271.0,,7517.0,3601.0,,,5402.0,,,,,,,,1956.0,1154.0,,,,6406.0,6747.268,3853.0,,,,,,1629.0,,,,2378.0,,,4122.0,,,6153.0,,,1647.0,,3020.8367,,,2643.0,4481.0,,7605.0,,,,,,,2031.0,,,,,,,1468.0,1100.0,,,,2889.7415,,3701.0,,,3219.3054,,,,,1363.1521,,,,1401.0905,,,1859.0,,,,,,,,2399.0,,,,,,,,,,437.96295,1877.1787,,,631.0757,,6570.0,4605.0,,8421.0,,,913.0,,,,2534.0,1961.0,1932.0,,,1102.647,1870.0,,,,1014.89813,663.7686,,,,2244.0,,,,,,,4503.0,,,,,,,,,,,,1533.0,,,,4595.0,10449.78,,1962.0,,,,,732.98145
1920,,,,,5536.0,,7597.0,3845.0,,,6315.0,,,,1594.0,,,,1932.0,1242.0,,,,6154.0,7363.9595,4248.0,,,,,,1707.0,,,2589.0,2378.0,,,4457.0,,,6363.0,,,1680.0,,3239.3186,,,2942.0,5144.0,,7017.0,,1298.77,,,,,2284.0,2028.0,,1957.0,,,2724.0,1409.0,1012.0,,,,2450.5056,,3789.0,,,2973.9624,,,,,1428.8164,,,,1424.345,,,1741.0,,,,,,,,2552.0,,,,,,,,,,430.0,1786.4246,,,988.0478,2007.0,6727.0,4739.0,,8992.0,,3081.0,917.0,2493.3152,1513.0,,2445.0,1954.0,2055.0,3000.0,,1469.8208,1959.0,,,,1063.6937,636.9061,,,,1932.0,,1487.0,,,,,4788.0,,,,,,,,,,,,1513.0,,,,3580.0,10152.927,,1903.0,,,,,643.7489
1921,,,,,5533.0,,7828.0,4224.0,,,6465.0,,,,1594.0,,,,1849.0,1242.0,,,,5351.0,5999.1416,3727.0,,,,,,1769.0,,,2475.0,2302.0,,,4906.0,,,6099.0,,,1696.0,,3317.8542,,,3003.0,4901.0,,6792.0,,1434.2246,,,,,3057.0,2203.0,,1924.0,,,,1395.0,1082.0,4038.0,,,2683.5315,,3660.0,,,3244.352,,,,,1473.8792,,,,1372.0221,,,1688.0,,,,,,,,2542.0,,,,1133.0,,,,,,426.81482,2172.3687,,,881.2749,2083.0,7063.0,4222.0,,8174.0,,3323.0,838.0,,1529.0,,2370.0,2004.0,1969.0,,,1440.4432,2056.0,,,,1152.9067,566.739,,,,2182.0,,1466.0,,,,,4543.0,,,,,,,,,,,,1561.0,,,,3532.0,9674.881,,1846.0,,,,,638.9686
