Date,ABW,AFG,AGO,AIA,ALB,ANT,ARE,ARG,ARM,ATG,AZE,BDI,BEN,BFA,BGD,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,DJI,DMA,DOM,DZA,ECU,EGY,ERI,ETH,FJI,FSM,GAB,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRD,GTM,GUY,HKG,HND,HRV,HTI,IDN,IND,IRN,IRQ,ISR,JAM,JOR,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,MYT,NAM,NCL,NER,NGA,NIC,NIU,NPL,NRU,OMN,OWID_KOS,PAK,PAN,PER,PHL,PLW,PNG,PRK,PRY,PSE,PYF,QAT,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVN,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,UZB,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
1984,,18025072.0,262612670.0,4818266.0,,193970450.0,8366183.5,85301790.0,,6174043.0,,381275040.0,209886200.0,498159140.0,2876944400.0,545945540.0,26056592.0,,,36883664.0,212520.0,335245900.0,396074750.0,14758623.0,1643011.0,44253470.0,283317900.0,358934270.0,38659868.0,1817941100.0,347255500.0,514913440.0,867117400.0,270387330.0,29749812.0,127812296.0,113784696.0,173697920.0,491688640.0,94335380.0,896608.0,44467540.0,272665730.0,40668364.0,357567100.0,367875550.0,186056220.0,4413468000.0,11633496.0,1019154370.0,85845020.0,,208431870.0,,579686460.0,30400504.0,326738300.0,138469740.0,153050780.0,40550410.0,68921860.0,123253050.0,25146982.0,36220560.0,543790460.0,,301009700.0,1685778600.0,4513943000.0,30475180.0,-299578.0,3042657800.0,411876000.0,1803964800.0,,1125836000.0,,58045332.0,30501416.0,9594712.0,-44935124.0,12393708.0,85393900.0,202095230.0,328585280.0,12604175.0,15169736.0,1098965800.0,265056700.0,1109716.0,877351550.0,,416561570.0,12182054.0,224348380.0,,,895217540.0,32492730.0,572682300.0,,5616243.0,440281820.0,729189060.0,463996600.0,5046085.0,88657010.0,485198720.0,663269900.0,38414610.0,,358630500.0,435423260.0,88634370.0,302995900.0,12026926.0,403945800.0,72465.0,273620540.0,,1601611400.0,150732850.0,692459970.0,854618750.0,,856356400.0,,92922770.0,,472246720.0,3501909.0,461441020.0,75571390.0,1622059800.0,970045400.0,85141230.0,27902864.0,51664068.0,156253490.0,576776600.0,964599900.0,,,31689610.0,16052294.0,,77768940.0,40731772.0,1668245100.0,18858132.0,311408700.0,300270700.0,1016044700.0,,7030708.0,,,40881668.0,14092803.0,473478660.0,604307140.0,15773531.0,17723026.0,1570241400.0,442242270.0,,15988413.0,,10488046.0,49674516.0,5005457.0,385797440.0,66671270.0,4949390.0,48595660.0,1457659400.0,,659172100.0,819406400.0
1985,37553428.0,43938080.0,247957400.0,7070407.0,,201979060.0,10118961.0,103639704.0,,7397959.0,,386690240.0,264624850.0,502712220.0,2530556400.0,190944660.0,1867000.0,,,54257176.0,2944473.0,406449500.0,229568860.0,16285133.0,2950707.0,56992740.0,269485100.0,280362300.0,134700370.0,2202407400.0,319074430.0,422965570.0,862414660.0,195448540.0,34075650.0,147876430.0,126286980.0,177736480.0,615328600.0,107979176.0,169120.0,92130296.0,216346140.0,45535132.0,392471460.0,525591070.0,204236900.0,4288271000.0,,1967901600.0,88629200.0,,166546670.0,,511141470.0,79390460.0,300440420.0,129151016.0,151293780.0,45510384.0,84385120.0,187837760.0,26306786.0,60531860.0,570441100.0,,350377800.0,1518161000.0,4273253400.0,40256560.0,42016864.0,4613603300.0,393526080.0,1573334700.0,,1160904100.0,,38172764.0,32212040.0,11781717.0,-7397278.0,11554313.0,86980060.0,216515380.0,224455220.0,14609897.0,18336640.0,1104734100.0,245829520.0,1024148.0,2246183700.0,,500017540.0,21247622.0,371159100.0,,,1029820800.0,50143332.0,725913700.0,,13299289.0,367682940.0,828888500.0,548391600.0,6008283.0,71552420.0,305989020.0,524964540.0,56142732.0,15063370.0,389167940.0,791036900.0,85671260.0,292477380.0,13835851.0,465356740.0,161069.0,196061540.0,,1682465700.0,114543770.0,770149060.0,993377400.0,,802780100.0,14312368.0,75926320.0,,460924700.0,4703830.0,499353150.0,63648670.0,2944016100.0,768925600.0,61383540.0,33350586.0,54518176.0,172052700.0,779623040.0,935428860.0,,,33211670.0,26910104.0,,62171860.0,64003144.0,1579527600.0,15105137.0,492955000.0,298593820.0,996293300.0,,6614888.0,,,39734340.0,21203914.0,439695940.0,472518900.0,9987587.0,-22272730.0,1372382300.0,482932380.0,,22451068.0,,14489959.0,46711450.0,5562130.0,384667520.0,60169590.0,581492.0,53939670.0,1117753900.0,,853186750.0,635216260.0
1986,92887260.0,5365175.0,284935420.0,6826705.0,,132117250.0,73308140.0,145013520.0,,11490775.0,,419192670.0,289192670.0,590237300.0,2667199200.0,210625810.0,3628703.0,,,55839210.0,198029.0,548951100.0,293184030.0,10401643.0,3685305.0,80513730.0,235130700.0,274347700.0,1830345.0,1934489600.0,358269570.0,477201660.0,942010050.0,215447650.0,74805730.0,106424184.0,96151016.0,228279890.0,409360450.0,88457750.0,4173285.0,78117510.0,239228300.0,26686890.0,145087700.0,364468160.0,212520030.0,3629445600.0,2120225.0,1408373100.0,97230630.0,,162118200.0,,763000500.0,47895184.0,362614080.0,223735730.0,146805220.0,42755670.0,54692364.0,272955500.0,51573584.0,45356140.0,569486340.0,,389693920.0,1456359400.0,4144046300.0,56393856.0,46571892.0,4403495400.0,394278820.0,1319988500.0,,982580300.0,,33638920.0,28568096.0,12492926.0,-27808598.0,10042636.0,82766936.0,135143740.0,208797020.0,24930458.0,25475342.0,1011243260.0,189091220.0,721299.0,899603300.0,,652635460.0,34845290.0,500169150.0,,,822825300.0,14785272.0,596299140.0,,13617939.0,516513440.0,932341400.0,484852830.0,8665032.0,110555900.0,410981980.0,429744830.0,56410650.0,32597488.0,406219400.0,665016800.0,115286040.0,329829120.0,12391900.0,518416400.0,125934.01,223120540.0,,1673428500.0,73591736.0,581997060.0,1589363700.0,,768272260.0,11499539.0,84271830.0,,486240350.0,4197826.0,449901150.0,52055716.0,2043593900.0,1248055200.0,54316196.0,31117760.0,71124590.0,197574560.0,747162400.0,1087720100.0,,,23158082.0,29830374.0,,73319610.0,63335896.0,1536038100.0,20304724.0,344243940.0,351527900.0,782399600.0,,5822274.0,,636068.0,33564376.0,42668340.0,466789570.0,690352500.0,11466493.0,-21588608.0,1506268200.0,419930180.0,,59347820.0,,29080596.0,43734290.0,3281330.0,380299550.0,55865412.0,241823.0,45930960.0,734896300.0,,973838600.0,510708130.0
1987,40000584.0,95282840.0,244215200.0,7986986.0,,123377224.0,203523730.0,137156560.0,,11662653.0,,355431100.0,241945400.0,491554800.0,2865170400.0,15723059.0,1193176.0,,,50957630.0,434517.0,517124700.0,461406400.0,9932674.0,4039112.0,68179560.0,316397380.0,316145920.0,33901496.0,2144532700.0,415569200.0,369099840.0,1251191600.0,233681150.0,24879424.0,139253460.0,94417350.0,155952160.0,477385250.0,89761110.0,3951647.0,82386930.0,185314480.0,30161418.0,220053520.0,386585820.0,343478600.0,3504456200.0,3658846.0,1174248600.0,71090850.0,,142637470.0,,753347600.0,28453480.0,387330020.0,192999260.0,203302930.0,100089490.0,38914624.0,494403800.0,49091570.0,40058324.0,498814980.0,,416568320.0,1769704300.0,2957694000.0,127094210.0,104889976.0,2756090000.0,342565570.0,1205414300.0,,1034106430.0,,32377778.0,31308492.0,14841206.0,6269620.0,5493399.0,89210400.0,192503180.0,146532110.0,11034660.0,21652278.0,735571900.0,199881490.0,173467.0,768682000.0,,604157060.0,26950332.0,316086720.0,,,675975900.0,-2630625.0,457764260.0,,8165903.0,400751520.0,1278272000.0,354807100.0,6646333.0,110748424.0,484670980.0,495206620.0,64824760.0,30034392.0,470244500.0,656288100.0,111230360.0,277495460.0,16344061.0,555039700.0,151587.0,86836264.0,,1192724700.0,70606904.0,552851840.0,1107944700.0,,780910340.0,28400544.0,79298870.0,,489773860.0,4322811.0,445115700.0,36104116.0,1634009300.0,1218450700.0,37852070.0,39260610.0,104601430.0,125448800.0,911481100.0,1077535100.0,,,30781194.0,35216456.0,,88100500.0,44935330.0,1412486000.0,18714372.0,369647600.0,220144780.0,660037570.0,,4302579.0,,,41870436.0,62616256.0,514243700.0,544914900.0,58552750.0,-17470694.0,1704919700.0,560722800.0,,26716116.0,,26181718.0,39621616.0,4005540.0,218775230.0,97459520.0,2147338.0,64605684.0,896157700.0,,801496300.0,562468200.0
1988,35543036.0,136480400.0,273747650.0,6729039.0,9518810.0,98333420.0,-21921706.0,225981220.0,,15962419.0,,341924060.0,268277840.0,506193540.0,2267232500.0,-4867658.0,2467273.0,,,47900484.0,67703.0,719119550.0,330430430.0,3786276.0,4978653.0,60450036.0,264206640.0,338025100.0,73490616.0,2802931700.0,724803400.0,482042400.0,971098200.0,144243230.0,23940454.0,131101520.0,83916970.0,138286980.0,359336130.0,103920100.0,20738798.0,81767980.0,153286510.0,32374978.0,192122370.0,292346620.0,267097600.0,2790641700.0,3404784.0,1708777700.0,95986080.0,,173578940.0,,954029600.0,27401984.0,416584000.0,150144980.0,171032900.0,80762590.0,36514620.0,419479070.0,42985516.0,38732324.0,537638660.0,,240979440.0,2020206700.0,3296831000.0,136535780.0,18547788.0,2640715300.0,356990900.0,831486400.0,,1380819500.0,,37227530.0,25143248.0,26668896.0,-4196706.0,7895528.0,107701420.0,255357100.0,114742790.0,9306331.0,31479960.0,868645900.0,201421760.0,514031.0,832410900.0,,487562660.0,31435766.0,293904900.0,,,768286900.0,-4820029.0,495876320.0,,6058125.0,322310850.0,1630391200.0,312841120.0,9812344.0,95078490.0,635562300.0,179405680.0,69444800.0,37286788.0,417062560.0,621909950.0,162021310.0,396133920.0,10735465.0,601167700.0,378145.0,11137871.0,,1940900000.0,40308616.0,500070240.0,1015433200.0,,748782140.0,15096736.0,77444950.0,,530099900.0,2708394.0,434833400.0,26683910.0,1614173200.0,1016530370.0,31942478.0,45941444.0,86347250.0,177205300.0,819381570.0,738232700.0,,,41041176.0,39173490.0,,72394184.0,34464056.0,243926940.0,13411030.0,455584450.0,341559840.0,669432450.0,,7535211.0,,41129.0,32259274.0,11529012.0,531167000.0,357469000.0,24885804.0,-13483106.0,1735080100.0,682603100.0,,59992060.0,,29358876.0,44755616.0,3348241.0,256863920.0,68081280.0,2044040.9,48844124.0,519886800.0,,796873200.0,474659900.0
1989,47422364.0,267407140.0,292201020.0,11316915.0,17803320.0,118871520.0,-11768207.0,324786370.0,,7772716.0,,356806530.0,459689820.0,472112400.0,2411212800.0,-4755145.0,7092246.0,16838.0,,53673344.0,200064.0,807578300.0,310339520.0,1552513.0,5035723.0,62464412.0,288575260.0,317856670.0,104721224.0,2974221000.0,674995700.0,819191040.0,1243675800.0,152877870.0,25165476.0,120056640.0,73231720.0,154108930.0,435298200.0,99312130.0,2171346.0,76319660.0,125866050.0,41416344.0,230106220.0,276969060.0,233406370.0,3101947400.0,,1269475700.0,73693200.0,,220486900.0,,1175824000.0,766390.0,619509500.0,180372640.0,207386450.0,98644830.0,25576728.0,463576540.0,70960700.0,67756040.0,438101570.0,,340995650.0,2322447400.0,2882331100.0,158008400.0,28577840.0,2449858600.0,475306850.0,592466940.0,,1771668600.0,,43675580.0,28229700.0,25780450.0,50739736.0,7584456.0,168519920.0,212339820.0,103645010.0,16614977.0,30203236.0,828999200.0,240212200.0,463376.0,865954940.0,,596496060.0,39613696.0,188311580.0,,,783777500.0,-8692146.0,205219380.0,,9341497.0,327241920.0,1420029800.0,437130370.0,12147256.0,93731144.0,725967040.0,189168030.0,71773220.0,107945680.0,466678340.0,535571500.0,474535600.0,427753540.0,11855310.0,675335040.0,95410.0,40594030.0,,2021025500.0,34990056.0,541928960.0,1133647600.0,,640558340.0,14013887.0,109584344.0,,478583170.0,6716128.0,397801820.0,20472558.0,1312614400.0,1177961300.0,161983260.0,80421384.0,74782184.0,169214190.0,767056600.0,719579140.0,,,84715660.0,98070536.0,,59014444.0,35871510.0,187173460.0,14977027.0,437654270.0,335461730.0,862313700.0,,9648787.0,,,40600468.0,8770848.0,475973730.0,190108420.0,10644531.0,2431324.0,1587693300.0,897355100.0,,49511000.0,,24598708.0,112984930.0,9815503.0,197003820.0,65819892.0,96339.0,47904164.0,613742340.0,,623324800.0,467939260.0
1990,49337684.0,212167730.0,404195330.0,5689912.0,16070221.0,95171020.0,4654704.0,239004820.0,,7258574.0,,403800420.0,405074080.0,495361340.0,2690887400.0,210879180.0,4870119.0,15389.0,,51962492.0,62594440.0,737678600.0,226010530.0,3163469.0,4526298.0,62994044.0,240368140.0,368335800.0,145734340.0,2744264400.0,974272500.0,679317760.0,1325231400.0,305080640.0,21708376.0,138102610.0,63643790.0,168884640.0,363929180.0,75395100.0,4402273.0,65665550.0,306341660.0,29190154.0,140417150.0,471836960.0,224625730.0,10301523000.0,6924849.0,1550454500.0,84430930.0,,186459330.0,,833179900.0,809021.0,429547520.0,152895100.0,194779380.0,88642230.0,20618728.0,323559520.0,245720450.0,55804960.0,686397400.0,,259188290.0,2072860800.0,2098714100.0,191431100.0,105554050.0,2689348000.0,442084540.0,1406835200.0,,1797098000.0,,68689520.0,27455800.0,13627566.0,38878760.0,19258042.0,149233570.0,439830080.0,180593060.0,11635345.0,19067608.0,903389000.0,217043420.0,302419.0,1839432200.0,,602373200.0,21372096.0,263788000.0,,,744310400.0,8048918.0,207466370.0,,18929318.0,116719280.0,1549301200.0,358962000.0,12214210.0,126505256.0,760334500.0,539400200.0,83693864.0,191350690.0,417065500.0,583411650.0,357151200.0,565915200.0,14747114.0,531594850.0,309505.0,104720160.0,,1388322000.0,193755060.0,622098600.0,1561436700.0,,689433500.0,11935689.0,75385900.0,,357863700.0,4114394.2,447254700.0,18310046.0,1354968200.0,1201856900.0,5056751.0,35932428.0,66184496.0,87879840.0,611483970.0,793701200.0,,,87978080.0,99163370.0,,89203496.0,56813380.0,1351060600.0,17127376.0,466187070.0,381961760.0,1023684350.0,,9752802.0,,156064.0,43124180.0,26042328.0,575337000.0,1781485200.0,8658910.0,53298904.0,1809966800.0,1027220800.0,,64704316.0,,23816224.0,117849140.0,8317370.5,249684830.0,73916610.0,1456117.0,58622012.0,702214660.0,,736828900.0,519689020.0
1991,40981240.0,786986100.0,411394270.0,9873476.0,445507000.0,134382900.0,-14030272.0,368511780.0,4323534.0,10714248.0,320107.0,378824420.0,389977250.0,634646400.0,2440376800.0,139394820.0,4094357.0,14755.0,,36407390.0,-6976214.0,719281300.0,269892130.0,3137195.0,3943695.0,82411656.0,217927890.0,247911250.0,169131630.0,2533926700.0,899641200.0,779361000.0,709128800.0,187368910.0,23940600.0,185221040.0,91515840.0,157391740.0,270726700.0,52607140.0,-382588.0,66463004.0,146965500.0,25956850.0,112990840.0,286684220.0,293437860.0,8982200000.0,,1659243900.0,74782740.0,678739.0,202798050.0,341763.0,1263914600.0,3505793.0,548290800.0,150990220.0,168429020.0,90059120.0,22380410.0,311131230.0,188847680.0,51744400.0,479713630.0,,278871870.0,2136403600.0,3585482500.0,275315300.0,960042700.0,3151659800.0,251421100.0,1185583000.0,164715200.0,1265669800.0,,140462180.0,27198138.0,11083175.0,45951324.0,17114246.0,149813970.0,188968210.0,252948240.0,10685948.0,34272044.0,997809860.0,187295020.0,122717.0,2236046300.0,,648420740.0,36091084.0,401713150.0,413145.0,,688245900.0,32620334.0,212510560.0,,76511080.0,34208724.0,1647863400.0,313727400.0,12880348.0,93309740.0,822546500.0,327218340.0,100498980.0,279772740.0,433227400.0,546610240.0,374834200.0,1333165600.0,19661946.0,494536480.0,698036.0,19150844.0,,1697032000.0,204651340.0,832718300.0,1284257400.0,,632130050.0,12804329.0,162444510.0,,433559840.0,3886034.0,555352060.0,16753218.0,1308119900.0,909576100.0,6793854.0,21051678.0,54408116.0,151271890.0,480904930.0,265460270.0,,,77915224.0,66763428.0,,83986710.0,32893398.0,725108540.0,24177992.0,393135520.0,288307520.0,874165500.0,,9220436.0,,1238708.0,29296976.0,-2923942.0,498091400.0,2248395000.0,8860504.0,2820343.0,1609524600.0,982565000.0,,56309904.0,,23776492.0,43678828.0,8578925.0,308539550.0,69566456.0,2320173.0,65033770.0,394193300.0,,1266591900.0,570403650.0
1992,45159908.0,323923140.0,464419900.0,6435881.0,560792400.0,138919070.0,-13643469.0,329733540.0,39272716.0,7268129.0,9696365.0,433279700.0,420530900.0,604238800.0,2139855700.0,111850820.0,3989477.0,18787914.0,,40152576.0,-6595848.0,931085100.0,-537768960.0,1389358.0,5372185.0,71919050.0,176018260.0,231027250.0,168345300.0,3595432000.0,1013200060.0,967944300.0,388490080.0,152733870.0,25105268.0,340155000.0,64040308.0,161418850.0,196988420.0,33267230.0,108909.0,41252784.0,145703060.0,17323688.0,101593040.0,481252740.0,299590000.0,5887355000.0,1401578.0,1662248000.0,102141496.0,13375953.0,91082264.0,23734076.0,842697500.0,4166988.8,603495040.0,154741260.0,150080020.0,82199016.0,17963462.0,326639600.0,103012856.0,-50781956.0,461514850.0,10707.0,161463800.0,2016952000.0,3171914000.0,169679540.0,194398030.0,3797282300.0,210401250.0,553050900.0,16237228.0,1189800700.0,23899006.0,281435620.0,32490032.0,11315837.0,-34358076.0,8894061.0,191534830.0,155611020.0,172067800.0,4430428.0,37483996.0,702404200.0,205757890.0,146174.0,1263317100.0,,496050940.0,38771100.0,427646460.0,5002873.0,,619675600.0,5571662.0,122366000.0,,116791496.0,8853044.0,2090904800.0,268492060.0,9898967.0,62312880.0,815541100.0,210200320.0,95848420.0,203526480.0,459616700.0,494989000.0,346015650.0,899545500.0,10343982.0,507592500.0,686531.0,58885972.0,,1139639700.0,302115900.0,554303200.0,1874951800.0,12767.0,739382100.0,14492703.0,72829464.0,,418627800.0,3677941.0,490688300.0,46692390.0,752327360.0,883991800.0,22227070.0,20988900.0,66900580.0,185791400.0,618466700.0,1071921600.0,,,80569544.0,120505656.0,,83790616.0,28866810.0,266722260.0,19705888.0,333547500.0,308034050.0,835992770.0,21207410.0,9413490.0,11028442.0,204885.0,36891600.0,8857761.0,509035140.0,433621150.0,11986885.0,4902318.0,1899265200.0,1021730940.0,,82704880.0,1385159.0,25838400.0,43719464.0,7487319.0,622701600.0,61661548.0,1049194.0,75749760.0,342401340.0,,1431308500.0,1141182800.0
1993,38797940.0,354451870.0,444547360.0,7062480.0,408857340.0,124989660.0,-14614939.0,342964740.0,184518940.0,4681757.0,34207270.0,316011650.0,406618660.0,682404400.0,1667079600.0,159423120.0,1669521.0,98992440.0,,48949720.0,-6484188.0,798335550.0,204643740.0,7268064.0,4332342.0,79951110.0,204428930.0,230163140.0,243032580.0,3766152200.0,1030027200.0,752088770.0,259570770.0,168207540.0,21779848.0,157590450.0,65304060.0,169369120.0,172728380.0,64597436.0,-507377.97,54329810.0,191157440.0,13462088.0,-33499206.0,455560860.0,267054560.0,3772917200.0,111424390.0,1605248500.0,91539256.0,97694050.0,138678600.0,177746980.0,879872200.0,-16655.0,574994700.0,121453590.0,137013660.0,75835410.0,11047559.0,327148030.0,134824260.0,40139380.0,423406140.0,,202247400.0,1987603500.0,1959752200.0,202043700.0,248074930.0,2317546500.0,185745000.0,444657150.0,24914418.0,1254541800.0,161484370.0,412817760.0,22301376.0,15598272.0,-58556964.0,2590059.0,205977810.0,204788580.0,182671460.0,3991249.0,35545236.0,736951800.0,217124860.0,189238.0,1109242400.0,,495732640.0,36620024.0,613560060.0,49635956.0,4942911.0,558605440.0,47510210.0,102699320.0,,114957300.0,158319260.0,1840202200.0,443241400.0,14579033.0,38059836.0,716362560.0,182321580.0,112414740.0,229023460.0,533001900.0,483242460.0,426860030.0,475722370.0,10010063.0,388691520.0,727202.0,190783120.0,,1100293600.0,124018470.0,789054300.0,1632177800.0,12360.0,577286600.0,19587292.0,99658450.0,269318270.0,449201250.0,5099271.0,522315230.0,30671780.0,663206600.0,701396000.0,23597014.0,22195666.0,69682570.0,312578240.0,573053200.0,1506742800.0,,,65588188.0,121601150.0,10671283.0,83883610.0,28854206.0,317015580.0,16375364.0,322838100.0,133892184.0,637077060.0,45022612.0,6029077.0,51485970.0,660311.0,42173024.0,2161923.0,345758880.0,678875800.0,8003129.0,8431828.0,1421704700.0,905546600.0,,156068130.0,11438997.0,19411442.0,55141344.0,4944399.0,377214620.0,57372124.0,7550.0,69957440.0,433510940.0,439025380.0,1256608100.0,748488600.0
1994,27296448.0,351787800.0,662940000.0,9466302.0,227043700.0,56214210.0,-11706568.0,221730640.0,303752600.0,6017557.0,219183940.0,431680700.0,350461150.0,606147460.0,1917072600.0,130086670.0,1374330.0,639572500.0,,47351844.0,-16154123.0,742123650.0,303675870.0,3826405.0,4184675.2,86366190.0,131344616.0,224203870.0,186943840.0,3427230700.0,2160053500.0,995450400.0,335862980.0,488339680.0,21624512.0,107069410.0,52236830.0,175066770.0,113347590.0,66226876.0,-1304348.0,69406790.0,165119950.0,25775288.0,78962376.0,406665540.0,264627310.0,3951976400.0,234644670.0,1543909200.0,59691108.0,165594130.0,241799650.0,273478000.0,701163650.0,820719.0,488824260.0,92892490.0,267170930.0,41429412.0,32367694.0,277624260.0,99505260.0,33973772.0,353044160.0,159106660.0,1089504100.0,1532266400.0,2640713700.0,178848300.0,401648580.0,2236412200.0,194545540.0,462045280.0,76846620.0,880416900.0,219592180.0,389252700.0,22614510.0,8667919.0,-112037070.0,5757288.0,235401390.0,322443800.0,98040340.0,5354738.0,45810110.0,601430000.0,168384100.0,392123.0,916282500.0,,385142620.0,32011002.0,522771070.0,79760110.0,149809760.0,624496450.0,65701348.0,153396100.0,,172956980.0,4367962.0,1797393700.0,344923520.0,18532892.0,22285924.0,609598140.0,104506856.0,137606400.0,201463820.0,536263900.0,493675500.0,274960930.0,783221060.0,13780744.0,479012480.0,16851068.0,237456940.0,,1434236300.0,43084730.0,494524000.0,1082850800.0,355032220.0,568226200.0,7752861.0,78189730.0,701910100.0,482327700.0,3823726.0,1093087100.0,17046758.0,581873700.0,836505100.0,14654073.0,20391828.0,63902004.0,375496500.0,429857180.0,902345900.0,68077030.0,,68856216.0,90887930.0,45607544.0,79817610.0,18866456.0,794345200.0,22928916.0,293343870.0,169939730.0,571746400.0,102057250.0,5887075.0,42427936.0,314242.0,43319596.0,27834806.0,145169840.0,230906850.0,10479157.0,4990764.0,1364270800.0,1065715200.0,,102493416.0,39535904.0,15305713.0,34232084.0,16320721.0,1224876400.0,55909416.0,67576.0,55364190.0,222585260.0,467728160.0,995723200.0,815390850.0
1995,33301682.0,281239840.0,572914200.0,4504519.0,229557470.0,127711870.0,4992184.0,161283230.0,302897900.0,2920716.0,154847040.0,367184130.0,346498240.0,611867500.0,1255078800.0,121034504.0,5998036.0,1241939800.0,,25923510.0,-2308962.0,845075840.0,272321540.0,210210.0,2888992.0,76904130.0,124310050.0,174887680.0,136679740.0,3469953800.0,1454707800.0,538972400.0,237650270.0,153747840.0,18802198.0,222249420.0,48284390.0,149953970.0,57598696.0,82650110.0,-621437.0,29852088.0,112163750.0,27279656.0,95271160.0,357936420.0,224327020.0,2701574100.0,207875250.0,1143993100.0,59889240.0,108597370.0,176223970.0,287483780.0,776906700.0,277943.0,494561600.0,58652452.0,146997390.0,42134068.0,11498591.0,264078640.0,91348120.0,18450578.0,455754530.0,72200130.0,1024883200.0,1139984300.0,1883063400.0,188257020.0,482205980.0,588873300.0,159215660.0,622164000.0,73407830.0,820431800.0,283829500.0,575875300.0,19770728.0,4571639.0,8491778.0,4885992.0,259591730.0,237645330.0,161484800.0,6929046.0,62238596.0,461060260.0,149663250.0,-4966721.0,604657860.0,,369835200.0,57585390.0,339972450.0,51804060.0,94427784.0,669587460.0,13764839.0,131840910.0,,129618830.0,-738277.0,1426603900.0,255181620.0,12950178.0,28319446.0,556270500.0,111326600.0,125559140.0,236127400.0,526915520.0,348871520.0,254746130.0,713596540.0,14473716.0,420997020.0,4333608.0,86584770.0,,452317280.0,52612170.0,502574560.0,928281540.0,239864480.0,603280900.0,16614014.0,105094250.0,680403840.0,525817860.0,4024102.2,943568830.0,15541714.0,304577820.0,771550200.0,13516565.0,17193138.0,58875280.0,268220580.0,376928930.0,270135360.0,121887330.0,,112768590.0,101217310.0,65796988.0,75658904.0,13597942.0,361041700.0,7609769.0,289761800.0,233645000.0,681020900.0,91768300.0,6436526.0,45959550.0,24899.0,40440984.0,30543550.0,89321336.0,413634980.0,11689384.0,-3485642.0,1093834100.0,1074023400.0,,82362510.0,88869200.0,56951910.0,52391936.0,1842952.0,882951700.0,57159960.0,1175818.0,49302028.0,204394670.0,570643260.0,2511214600.0,622185400.0
1996,26390064.0,226655460.0,626980700.0,3396914.0,298114880.0,162481950.0,,148849950.0,416861760.0,5056997.0,129243010.0,148931040.0,352401760.0,535280700.0,1230809700.0,171471410.0,,1188464600.0,,29713656.0,-4750932.0,970853600.0,295572600.0,6984954.0,,70914160.0,92262780.0,195178060.0,217032780.0,2939744000.0,1199418000.0,512626530.0,214999520.0,550015170.0,11959279.0,240360690.0,48310490.0,155612020.0,-7309847.0,76162670.0,-2379154.0,32912392.0,110479450.0,52880364.0,97729350.0,373041800.0,289464030.0,3034926000.0,223969440.0,1078185700.0,60157624.0,186207460.0,154168420.0,422156300.0,809628400.0,-333828.0,386376640.0,48467532.0,236369010.0,40036016.0,13423120.0,222780910.0,116816730.0,13457853.0,290343460.0,169957600.0,466693600.0,897641700.0,2188408800.0,160725520.0,486842560.0,3857634600.0,74271920.0,604759600.0,174583860.0,725638200.0,252843760.0,483827300.0,17580178.0,8583152.0,-148849940.0,,295452860.0,307758700.0,224279630.0,4624505.0,47429870.0,389610800.0,131932920.0,341055.0,783030900.0,,441744450.0,30525260.0,290545400.0,107287016.0,134492720.0,619859100.0,96094160.0,46230896.0,,162530060.0,-1141887.0,1214162000.0,330831000.0,19201636.0,26778616.0,625539260.0,-321134200.0,153213600.0,250906880.0,467336000.0,321374560.0,249702430.0,1096196200.0,11034042.0,405596960.0,5258980.0,103916824.0,,708732400.0,52499196.0,432099200.0,932008800.0,104818000.0,577669950.0,35565692.0,71241140.0,767217900.0,475928670.0,,644222400.0,12523264.0,291381000.0,729060000.0,,21137302.0,51618304.0,243786700.0,348982400.0,119359544.0,84221660.0,,61880044.0,146208530.0,103447830.0,41517624.0,24720242.0,256852320.0,5554994.0,374353570.0,181462990.0,728080400.0,143488860.0,7904691.0,35350590.0,118477.0,38514896.0,19093020.0,153611700.0,271869700.0,13049831.0,8208912.0,1124995100.0,892438200.0,,44610904.0,98050520.0,31912404.0,43194176.0,1603575.0,1133157900.0,45351956.0,1996921.0,41600636.0,310428000.0,516015260.0,798752500.0,481314050.0
