Date,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1940,1186434.2,1449168.9,1395331.6,18394.447,67049.17,25332036.0,1330081.1,12617.958,48325588.0,8401487.0,7376141.0,535264.56,68874920.0,682934.8,1056476.2,11278751.0,8428959.0,3166594.5,31742.016,2437830.8,18668848.0,123954.734,1070563.0,25880132.0,58547.03,2970580.0,429619.78,98044.44,287077.94,133877464.0,8960991.0,8770635.0,238378600.0,1206905.5,973988.1,3373502.5,393320.75,782.25415,9537520.0,29195.758,19463.8,226602.33,13412084.0,101160.234,69865830.0,725812000.0,11952.604,16056.54,15788185.0,1108572.4,2698013.0,2006396.2,11900041.0,284456.78,26164994.0,5406782.0,4292967.5,3848508.8,40522.348,194415940.0,1184.0339,96044.24,603768900.0,3315200.2,1456598.0,813083.5,48954.24,89817.29,49583.1,2468264.5,14251.582,727620.06,466132.94,296287.3,353333.06,2326667.8,1005166.25,20052030.0,53085604.0,135920620.0,13566904.0,32835916.0,20589662.0,459455.6,400675.0,59768384.0,1086184.1,86714.38,174330530.0,48362430.0,2093482.0,3290252.0,1260830.4,2105.8176,62272.51,12221759.0,100483.195,858577.56,262630.56,514714.78,232755.12,2950.456,2043.0544,1307782.2,238068.16,6488087.5,91643.28,4199806.0,24188.727,2003899.2,5543068.5,741855.06,7919.7812,33421698.0,1174639.5,748922.4,22167.686,7071751.5,225005.12,278672.06,2158455.5,156347.55,111496.76,649121.5,4323777.5,83874.29,622962.5,7085214.0,295333.22,264.79422,40689910.0,7665913.5,1743540.9,232.16626,5862126.0,77451.02,6365140500.0,5816397.0,226690.17,8707701.0,4083349.5,24248.432,641194.4,187799310.0,25371238.0,6222238.5,406045.2,44193.0,36603910.0,475186780.0,394036.25,7992257.0,4957124.5,1026785.5,474287.66,12672.461,607019.94,539742.5,639376.44,5081126.5,271039.5,12045.488,43459.633,19705928.0,1634248.4,20303016.0,4863.378,456228.88,1174.8228,520323.47,468334.66,5912198.0,1893906.5,5294725.5,54892.613,9967.009,12390721.0,927026.25,9806797.0,693.12933,10155087.0,2112355.0,1702640.0,122965920.0,1415069.0,2139099300.0,14430474.0,24980.418,91445660.0,14773533.0,10666.917,15990.357,637350.3,50331972.0,1119397.4,4419260.0
1941,1202854.6,1492431.1,1317305.0,18427.246,68851.27,23896466.0,1206565.6,12938.284,54008910.0,9162721.0,6619494.5,551846.6,72214630.0,669839.06,1083537.0,11355433.0,8853824.0,3072789.0,33142.566,574019.06,17000630.0,124343.27,1049807.5,27177546.0,60376.164,1978042.1,437282.7,101847.625,295478.9,146499000.0,7294263.5,8767672.0,266589620.0,1226780.6,995142.75,3450291.8,394001.38,789.3381,9099544.0,30243.25,19942.338,230339.52,13507216.0,111843.21,70276000.0,734613060.0,12342.89,16267.617,18419582.0,1137224.6,2939564.2,1624922.6,13124662.0,288103.44,26214626.0,4787623.0,4370111.0,4895603.5,41528.94,173774500.0,1238.2827,98814.02,604014700.0,3076797.0,1489326.6,830340.6,50377.867,91584.22,50495.24,2448246.0,14362.352,759220.06,437165.62,361464.0,360667.66,565671.0,1029020.2,22234382.0,50275612.0,138057000.0,10331103.0,26685708.0,13165995.0,448741.38,401105.44,54063104.0,1107298.4,90030.73,176161310.0,42432210.0,2098206.8,2940502.5,1268805.5,2178.6914,64213.87,12633038.0,103430.02,854093.5,271906.66,512889.88,239330.58,5489.6655,1938.5729,1350019.0,243612.19,5895989.0,94013.93,3809101.2,25363.09,2017232.0,4932938.0,754046.7,8208.067,32819228.0,228148.69,761617.8,22775.734,7147149.0,72046.805,279901.72,2187844.5,159579.08,113076.44,666765.1,3969947.8,85868.94,637823.75,7429122.5,304657.03,272.6553,44589220.0,5979100.0,1768734.9,237.54031,6194171.0,78561.84,6509620700.0,6019474.0,234505.64,8675089.0,4137169.0,24524.592,634725.7,185243730.0,26056370.0,6210213.0,419732.84,45378.25,34750600.0,430968060.0,407026.3,6846410.0,4930385.5,1042783.9,510523.6,12716.702,617352.1,549569.06,662770.5,470019.03,276421.97,12299.114,44656.84,19842346.0,286804.0,16912384.0,4970.7305,473263.4,1230.955,539559.44,484193.3,6073788.0,1700787.6,4813879.5,55103.54,10063.984,11588358.0,1040233.6,10110651.0,707.5472,10399072.0,2137608.0,1743162.9,109352180.0,1255507.5,2328568600.0,12914240.0,24828.938,107679540.0,14285963.0,10707.434,16583.238,646798.5,53565796.0,1172975.5,4797543.0
1942,1219867.1,1537704.0,1467994.8,18741.406,71781.99,23732480.0,789655.44,13292.405,57516784.0,9865565.0,4077936.0,569090.1,67968280.0,687470.44,1111524.6,11433040.0,9944390.0,2861758.8,34667.945,584287.3,11547022.0,125260.58,1098473.0,27454102.0,62327.047,1256723.4,445421.72,105835.93,304128.97,158290430.0,6530615.0,8938294.0,282504860.0,1252502.9,1016376.75,3542879.0,394790.88,797.9031,9552358.0,31327.969,20439.559,239838.16,13622625.0,122909.44,75529340.0,744182200.0,12749.655,16519.559,17541192.0,1178869.8,3393020.8,2004692.5,13000392.0,302837.6,28033706.0,2759971.5,4439211.0,4562239.5,42588.273,177597400.0,1290.4457,101710.73,598937600.0,2289235.5,1523321.4,846073.9,51862.867,93386.984,51455.74,2627638.5,14497.696,779429.25,407769.9,318767.78,370365.84,583721.44,1053417.6,23346568.0,29133180.0,138873920.0,8800902.0,35552892.0,21352072.0,476068.78,469240.1,53578276.0,1132758.9,94488.11,169345700.0,25116160.0,2174989.5,1784288.5,1277296.2,2256.331,66409.664,13053071.0,107374.71,849750.2,608852.06,510925.66,246929.39,8027.1284,1969.1385,1393099.1,249360.53,3756218.0,96244.82,2510550.8,26562.0,1969002.5,2920858.2,776572.1,8510.281,28702038.0,236050.75,774947.3,23439.191,4801110.5,75740.11,281314.9,2200810.5,162183.58,114815.875,694107.4,2453860.2,87965.67,657224.06,7881024.5,315392.03,280.65414,42129220.0,5857806.5,1794557.9,243.94609,6361813.5,80230.82,6507481600.0,6229402.5,247145.56,9676053.0,4144970.0,24824.756,627796.44,203488270.0,26912044.0,5533646.5,433341.4,47331.484,36288468.0,295621920.0,420654.28,7179286.5,5093348.0,1049457.9,544217.06,12766.416,628016.2,561205.1,686959.2,487701.47,282279.4,12561.748,45557.69,21351820.0,298588.28,14943907.0,5081.424,524257.84,1291.7063,559692.1,500064.22,6178890.0,1057164.6,3201602.5,55366.758,10167.1045,12408897.0,1104436.6,9510036.0,722.667,8684811.0,2163750.8,1785089.8,66164376.0,1055527.8,2504178200.0,8141861.5,24753.443,105176380.0,10590687.0,10756.425,17181.906,657019.25,58205450.0,1230078.6,5263139.5
1943,1237340.1,1584802.2,1125151.5,18843.508,75597.766,24624488.0,818824.3,13539.829,56633044.0,11063876.0,4216908.0,586944.1,64657304.0,705425.3,1140358.6,11513728.0,10524112.0,3028136.2,35890.848,651674.56,11804264.0,123622.18,1138120.4,28791470.0,63880.902,1883823.2,454061.34,109990.63,313011.56,166274460.0,6889762.0,9327205.0,262179980.0,1278655.6,1038918.1,3655182.0,395632.28,807.579,9066153.0,32448.75,20952.613,247599.03,14097609.0,134439.97,83052110.0,758216450.0,13172.384,16575.309,21747644.0,1225420.4,3456294.8,2030530.8,13373307.0,314078.5,29045068.0,2912999.5,4510769.5,5818330.0,43707.707,181483330.0,1340.5227,104719.27,595130240.0,2342906.0,1558177.6,862258.25,53321.21,95220.04,52457.39,2694817.0,14563.429,799763.06,380653.84,331522.3,376412.53,663369.9,1078909.9,23796328.0,42540530.0,131598830.0,8893446.0,36635796.0,29132328.0,512776.16,462739.7,18655504.0,1138522.2,99827.234,172874220.0,28542684.0,2194010.2,1888255.1,1286194.8,2338.2634,67221.17,13355351.0,112099.61,845501.0,306627.22,508801.53,255354.64,10428.737,2001.0599,1440558.8,255296.22,3849926.8,98461.47,2583401.2,27785.402,2010497.6,3027278.0,805295.44,8824.982,29016692.0,244971.48,788793.7,24148.535,4182839.0,85282.25,282883.75,2265851.5,164913.47,116646.086,715536.6,3137756.5,90144.625,677411.6,8208969.0,334591.28,288.76337,42605836.0,6784013.0,1821013.6,252.37292,6736284.0,82330.89,6642313700.0,6444967.5,255069.58,10301672.0,4253120.5,25146.969,621148.8,220990240.0,25658824.0,5542972.5,449687.6,49886.477,34171270.0,305150050.0,434830.44,7514456.0,5267738.0,1055991.0,576508.8,12831.077,638983.4,570558.25,711971.4,670154.0,288532.6,12832.543,47148.473,23505048.0,357397.1,17879678.0,5195.0894,525244.1,1341.5872,580665.7,518236.56,6416263.0,1107585.9,3245590.5,55680.984,10275.127,12028075.0,1034667.1,10882239.0,738.35236,8764641.0,2211376.5,1828199.9,72466370.0,1318893.9,2589755100.0,8434320.0,24361.78,105300640.0,9900266.0,10815.308,17792.256,667791.6,58772736.0,1285842.1,5935071.5
1944,1255210.0,1633724.1,751921.4,17606.65,80055.06,24793884.0,1066735.9,13853.215,56586988.0,10970743.0,5748618.5,605357.8,38611324.0,723662.9,1169959.0,11597861.0,9027672.0,3110251.0,37340.016,621411.7,14853226.0,123317.984,1119562.4,28938558.0,65676.914,2507309.0,463226.56,114293.086,324314.1,169549230.0,5191176.5,9290625.0,257625650.0,1286005.2,1063748.0,3640459.0,396468.4,817.9961,11041550.0,33604.418,21478.67,262659.75,14077183.0,146469.44,79340696.0,674178800.0,13609.996,16731.52,21457214.0,1252325.9,3739477.2,2358373.8,13687919.0,325438.7,31291274.0,3989481.8,4573482.0,4696460.5,44875.598,122085560.0,1388.514,107824.555,594011600.0,2803560.8,1593985.4,878840.9,54905.04,97077.81,53492.992,2669177.2,14674.939,828782.56,346817.5,344995.03,386097.03,637938.0,1104843.5,20268798.0,28634420.0,133799800.0,8084545.5,48033012.0,33854736.0,495971.0,486398.1,15609123.0,1154689.5,105788.78,160604860.0,34413104.0,2323285.2,2496711.8,1295393.1,2423.4219,68699.04,13749748.0,117387.055,841300.25,346365.62,506497.06,264409.22,12831.959,2034.4252,1490666.6,261402.42,4972978.5,100671.79,3317143.0,29033.24,2124603.5,4147379.5,806758.5,9149.605,30544866.0,262971.97,797505.06,24894.229,4134316.2,84859.516,284582.1,2313594.5,170474.9,118684.164,731936.25,2946179.5,92386.03,707880.0,8716198.0,342278.75,296.95584,30910778.0,6265801.5,1848022.4,260.60046,6914448.5,84735.04,6754121000.0,6665391.5,258724.55,10240372.0,4360277.5,25488.83,614764.06,211672110.0,26023832.0,5977658.5,464708.78,52877.0,24861908.0,381166560.0,449463.53,11899968.0,5453879.0,1104184.0,608538.2,12906.8545,650224.75,582347.9,737788.06,568182.56,295101.53,13110.652,48484.645,22488114.0,335639.38,14524510.0,5310.928,526721.25,1399.3457,602422.75,530062.44,6606598.0,1466502.9,4384809.0,56033.277,10386.646,12534055.0,1115824.6,11968501.0,754.4666,6737932.5,2260126.0,1872271.8,91921384.0,1232545.2,2784748800.0,11400469.0,24151.19,117540130.0,8182141.5,10881.594,18411.516,678894.56,65275524.0,1339957.0,6044735.5
1945,1266402.2,1703221.2,706533.75,15589.077,85060.14,24811474.0,1117563.4,14646.262,54565720.0,6275371.0,5943361.5,622795.4,44853104.0,741597.2,1198628.1,11592083.0,10021810.0,3793155.2,39269.22,1551177.2,15236103.0,123149.85,1191495.6,30830260.0,68992.37,932549.25,460163.72,118358.99,335320.84,159315890.0,2392607.8,8970134.0,204395580.0,1293633.1,1098386.2,3701001.5,393942.94,933.34863,10641611.0,34708.137,22387.682,268171.78,13869797.0,156327.22,43484920.0,149560560.0,14278.951,16888.674,15273298.0,1288215.8,3944481.5,2269959.8,13613757.0,316213.25,34070184.0,4258219.0,4677815.5,2825595.8,46413.695,158001340.0,1402.777,113693.29,554841150.0,2882406.5,1617265.9,905229.3,54897.47,101829.84,53744.76,2697126.2,15033.668,883822.5,333153.78,371073.75,399911.0,1537650.5,1147110.9,12022058.0,21681150.0,140676940.0,8619037.0,59609908.0,39572970.0,478236.66,508677.16,17030164.0,1396792.5,114739.31,94928520.0,37269190.0,2374980.2,2660987.2,1296235.9,2489.0417,67930.79,13156913.0,126553.72,822910.75,370690.84,497509.5,276993.06,15649.148,2174.5247,1567615.9,269942.88,5143697.0,129004.734,3438336.2,30002.445,2317627.8,4364971.5,834718.06,9458.964,33872556.0,736819.6,813640.75,26004.64,4206733.5,164278.5,283579.34,2353976.5,175767.44,125517.47,750480.25,2478069.0,94999.375,709403.6,8840684.0,358272.9,302.7586,22185846.0,5460828.0,1883779.2,269.61536,7138253.0,87514.625,5828001300.0,6944978.0,266552.0,9978257.0,4509057.5,25981.277,590625.3,73119576.0,7511951.5,6178441.5,480288.62,56034.23,30088986.0,372774750.0,495567.88,30742546.0,5593128.0,1146868.0,643883.56,12776.887,664896.0,597831.9,754577.25,2885621.0,297905.9,13374.107,50661.05,12396057.0,1028934.8,6656702.5,5748.79,553678.44,1440.167,622696.75,536070.8,6822003.0,1546677.2,4252998.5,57174.57,10694.674,12855261.0,1168399.2,12201874.0,770.87317,3985263.2,2302569.5,1929184.1,98302500.0,1398224.5,2695102500.0,11792194.0,23968.596,118948184.0,7210543.5,11001.946,18881.902,693704.1,67012096.0,1397974.1,5709172.5
1946,1277538.1,1750130.2,1143211.8,16629.363,90226.09,25187630.0,1226773.8,15585.389,59110868.0,14737076.0,6594613.5,640353.3,63881230.0,759730.5,1189438.1,11704303.0,9881972.0,4590989.5,41593.914,2470216.0,16408680.0,125113.336,1199589.8,32462216.0,72886.305,958985.2,457122.66,111446.23,346562.16,167952960.0,6582393.5,8988230.0,183700350.0,1028120.1,1133670.0,3901175.5,391397.22,1048.4688,12107998.0,35813.184,23316.615,278413.53,13585812.0,166175.22,53127084.0,297668540.0,14966.813,17205.605,18946048.0,1331312.8,4197928.0,2155139.5,13344188.0,325325.62,34139156.0,4777588.0,4784799.5,5764512.5,48180.516,232392590.0,1413.0208,119803.445,570556350.0,3081503.8,1640692.6,931926.2,58570.516,106669.164,53983.754,2834439.5,15462.0,939165.1,314802.25,398286.75,414622.1,2423010.2,1189762.2,14824389.0,18687876.0,140648750.0,10084570.0,67255710.0,42424964.0,558972.3,604733.6,35840210.0,1663419.1,123956.74,70123120.0,41696024.0,3043123.8,2958429.0,1297369.0,2559.276,68214.65,14185582.0,3177244.0,804868.44,388271.56,488466.12,289977.84,18756.031,2322.718,1647280.5,278583.34,5589396.0,142874.33,3733747.8,30966.885,2567936.5,4845410.0,839194.9,9781.189,37631130.0,1192758.0,812312.44,27144.928,3972699.8,243078.88,282586.72,2409582.0,180087.61,132725.03,768870.8,2493777.2,97608.41,711331.6,9515166.0,368919.97,308.49536,39173676.0,8721760.0,1920286.5,279.26532,7098114.0,90346.68,6225947000.0,8038586.5,273238.44,9317268.0,4780743.0,26488.238,572315.8,123736664.0,7200353.0,6857172.0,495397.97,59286.33,28130514.0,406354750.0,544981.75,85632780.0,5740492.5,1194572.8,681443.8,12752.756,679589.0,613772.25,771115.4,5192451.0,300687.56,13634.427,52867.355,15195008.0,1720426.9,19772234.0,6202.2637,584433.44,1491.7004,643152.6,543813.5,7059058.5,1712138.5,4719227.0,58417.04,11008.139,12829762.0,1275455.8,12304236.0,787.43567,4858403.5,2345329.5,2069727.8,108972050.0,1073533.5,2587194400.0,13023965.0,24041.81,122722376.0,7208750.0,11155.131,19425.346,708470.7,67518050.0,1455306.6,5584586.5
1947,1251850.6,1796801.5,1692044.2,18998.717,95309.48,26343668.0,1424011.1,16560.145,62073820.0,19865144.0,7783846.0,657955.75,91173650.0,778023.06,1182839.9,8445042.0,11020273.0,5745571.0,43968.15,3193866.0,18697530.0,126815.664,1221389.5,34982308.0,80621.43,5367576.0,454081.8,117932.98,358179.1,173659060.0,10312812.0,9315295.0,192500480.0,944919.06,1169463.8,3976901.5,409757.25,1162.9928,12430845.0,36927.562,24263.377,290515.1,13448673.0,175888.7,59692636.0,372334100.0,15674.513,17494.963,22833292.0,1377289.5,4151246.2,2242457.0,13502600.0,334583.5,37479340.0,5711706.5,4931088.0,8255558.0,49536.72,254045260.0,1419.3834,126082.734,597269000.0,3448451.8,1664247.1,969024.44,60013.125,111589.016,54841.402,2955818.2,15888.305,996479.94,290199.25,444604.6,430025.75,3125827.8,1233637.0,18073580.0,22696150.0,136642770.0,10761414.0,70833140.0,44878028.0,652342.6,675863.25,51411692.0,1933329.2,133185.38,89697630.0,49881890.0,3103072.2,3495555.2,1298690.5,2612.4558,68238.39,14738409.0,8075016.0,787133.94,417168.16,479367.38,303168.94,21992.213,2477.571,1728510.1,287252.72,6451269.0,153190.89,4293187.5,31926.03,2807704.2,5732433.0,857530.1,10067.245,42368560.0,1542431.9,812974.2,28297.115,4080578.2,305719.28,281573.53,2461693.0,184561.78,140161.28,786962.2,2602056.5,100422.04,713362.94,9874999.0,386488.75,314.1381,53189704.0,12537410.0,1957471.5,288.9108,7067711.5,93104.14,6877680000.0,7668357.5,282956.78,9593891.0,5034801.5,26983.816,536261.6,110802570.0,6757787.5,8713882.0,511873.56,62466.914,26541562.0,469941060.0,597792.1,88954610.0,5780941.0,1244884.5,722285.75,12396.625,694364.75,630084.44,787325.25,7028223.5,303688.62,13894.793,55148.113,17146730.0,2274871.2,27735064.0,6671.134,614979.3,1541.394,668045.1,555306.2,7332798.0,2011779.1,5566049.5,59359.21,11320.43,13953036.0,1312540.0,12969117.0,804.0175,5818443.5,2412678.5,2138090.5,128901210.0,999274.25,2844349200.0,15321503.0,24076.357,129673980.0,7285069.0,11216.095,19715.57,722973.5,67617810.0,1511024.9,5320553.0
1948,1263337.4,1843020.6,1413363.6,19799.648,100066.82,29549298.0,1503563.2,17561.086,64698932.0,27032480.0,8256264.0,675526.25,94793160.0,796435.1,1202524.6,8440655.0,11461942.0,7000414.5,46348.43,3526879.0,19504338.0,128034.1,1386193.1,34905604.0,84655.445,95872.68,451017.97,124675.086,370003.16,189741650.0,11124462.0,9820413.0,189994980.0,977649.1,1220122.8,4085816.2,428694.6,1276.5568,11293469.0,38003.566,25226.041,310148.28,13076430.0,185544.4,64151676.0,439457820.0,16398.387,17738.22,18522456.0,1434385.2,4277734.5,2410911.8,15695827.0,343965.7,39395150.0,6086121.5,5085399.5,11628044.0,51004.14,268167760.0,1422.0032,132592.23,619196800.0,3593516.0,1681160.5,1011895.56,61304.777,116582.57,55677.5,4261480.0,16306.27,1056078.9,259321.3,480754.06,445703.03,3465625.8,1278775.1,20824134.0,38761130.0,137385360.0,10381779.0,85610810.0,18112726.0,778278.5,630626.7,50807490.0,2200442.5,142169.52,110144690.0,52921256.0,3316790.5,3710782.2,1300096.5,2664.544,67897.69,15597032.0,2274122.2,769668.2,453634.2,474685.84,316371.53,25315.242,2639.382,1812955.6,295971.75,6760019.5,163618.5,4497652.0,32878.91,2993453.8,6071699.0,876177.1,10351.452,44064416.0,1720565.9,829736.8,29496.441,4310793.5,334711.22,280506.78,2495860.0,189175.64,148026.2,804608.9,3151063.0,103321.76,715596.9,10406293.0,400733.5,319.65863,56123900.0,13004772.0,1995261.2,298.3439,7188834.0,95659.97,7195127000.0,7974901.0,315020.56,10286574.0,5223786.5,27481.293,502431.53,109321880.0,7773732.0,8517636.0,528122.9,65409.61,34971864.0,493101440.0,654091.9,60150064.0,5822953.5,1297848.2,767601.5,12070.509,727923.8,648566.9,803126.8,7866395.5,305620.16,14137.068,57498.57,18515982.0,2545605.2,33711970.0,7155.1816,641312.3,1587.812,693282.75,571587.8,7586371.5,2131138.2,5926031.5,60305.5,11634.558,14686391.0,1383936.2,13409366.0,820.482,6981095.5,2480862.0,2208975.8,136220600.0,1043804.56,2955500800.0,16202557.0,24048.318,133567650.0,7654733.5,11285.801,20017.748,736991.6,69330320.0,1564197.5,5927898.5
1949,1297012.6,1905088.5,1800274.6,20889.908,104254.69,27890508.0,1675159.4,18614.053,65875384.0,29397148.0,9289042.0,692987.5,90697420.0,814927.0,1236680.6,8619848.0,12956647.0,7725305.0,48822.516,3942242.0,21475932.0,129334.85,1810439.9,35486080.0,88833.76,11484355.0,447905.72,131655.81,382016.66,175944800.0,9486308.0,9243240.0,222678500.0,1010715.1,1275383.8,4249571.0,448161.75,1388.7976,12530271.0,39081.086,26198.453,315445.97,12742082.0,194753.94,67149060.0,501254720.0,17136.9,17979.672,18414978.0,1463682.8,4447496.5,2453453.8,17381296.0,353451.2,42898620.0,6896845.5,5240275.0,8429135.0,52571.75,307420580.0,1421.018,139304.86,626281150.0,3913646.2,1710844.6,1085745.4,62724.523,121689.15,55766.566,4639784.0,16729.447,1121527.1,221768.8,513801.75,462961.1,3887390.0,1325026.4,25138606.0,48134840.0,141669220.0,10292142.0,16124529.0,20002498.0,803647.7,708310.56,55818900.0,2472351.0,150653.5,122293940.0,59913540.0,3431232.5,4176947.8,1301484.4,2714.4402,67503.05,16129105.0,3618032.5,752432.3,486656.06,469752.78,329390.78,28774.951,2775.536,1899750.2,304718.2,7504091.0,174142.27,4977449.5,33822.625,3235633.2,6835129.5,895736.7,10631.327,42572850.0,1936886.0,850613.4,30653.793,4343577.0,370792.34,279355.75,2559384.0,193915.84,157039.23,821665.06,3225838.8,106243.81,743426.25,10723536.0,415430.44,325.029,59657972.0,12550180.0,2033581.9,306.8642,7376122.0,97887.15,6978690600.0,8613641.0,328865.7,10651150.0,5507215.5,27978.982,470700.4,129574690.0,7786740.0,8943496.0,545063.8,1592067.8,35583996.0,546860900.0,713979.56,61035630.0,5866316.5,1353518.2,818533.94,11769.497,748582.4,666562.2,818440.7,8921384.0,307612.94,14376.729,59913.965,19480482.0,2881207.2,29914180.0,7653.8735,670329.56,1633.6444,718777.44,585553.1,7857384.5,2390792.5,6677319.0,61242.492,11949.112,15870232.0,1410174.4,13862782.0,836.69275,6983044.0,2549645.5,2281935.8,153226110.0,1057772.0,2502246100.0,18189440.0,24023.832,133016670.0,7811744.5,11361.284,20329.936,750304.56,73470700.0,1613893.8,6644253.0
1950,1452900.2,2521867.8,892268.4,21025.795,107629.63,42598708.0,1837656.8,31968.834,76095910.0,23873558.0,10265095.0,719205.9,86214790.0,971862.0,1266639.0,9575940.0,13063606.0,5253640.0,106505.7,3774666.2,23350682.0,148207.12,2778577.2,49485230.0,164945.5,430797.56,444717.75,138856.83,441391.53,186675230.0,11242081.0,14314599.0,245403140.0,1596066.1,1473313.5,5319486.5,556988.5,1499.3511,15027675.0,40151.062,130019.22,626486.44,18322944.0,471400.97,68753890.0,589336100.0,29075.436,18131.428,23630452.0,1914409.9,23347590.0,1882284.0,22159534.0,363019.0,40429524.0,7674466.5,5487764.5,10450641.0,176064.75,271995970.0,1416.5657,179939.39,621148700.0,4218492.5,2359877.5,1314858.0,79082.336,137000.52,70051.83,7251729.5,24517.79,1791659.0,438520.97,1838857.6,783428.25,3823314.8,1486640.5,23084152.0,31320484.0,147226540.0,11698627.0,17938714.0,21221542.0,807535.1,3811809.0,58216036.0,2999142.0,332217.0,127491640.0,66535532.0,4356825.0,4624865.5,1313602.1,2764.794,72684.42,12995405.0,3566578.8,735386.7,1916367.8,512403.16,6804775.5,35920.86,3003.5593,3868108.0,313468.34,8200469.0,7557208.5,5433722.0,34757.32,4794288.5,7563986.5,1245981.5,10913.863,44354944.0,1895194.9,891610.3,278345.72,5252759.5,360793.4,616324.5,3530906.0,198773.17,366975.03,1118219.6,5757182.5,110673.13,836497.25,16214337.0,619996.8,330.22116,60717564.0,10636427.0,2098462.8,314.29724,10506190.0,99658.63,7648897000.0,14450854.0,1040195.3,8228125.5,8990867.0,28482.07,507304.4,138983170.0,5659193.5,9141550.0,630130.2,2135763.8,29334768.0,597427500.0,794578.06,17510380.0,6418453.5,1772255.2,2865225.8,11563.526,941002.1,964855.3,881538.1,8633851.0,353687.8,14610.509,279156.66,20147394.0,2809680.8,31994088.0,8164.805,1234401.5,1672.9543,774192.56,659438.56,9213637.0,2638088.2,7388922.0,62230.664,19712.059,4515617.5,2790391.0,15489395.0,852.5132,6190811.0,3055449.8,2569447.5,169391790.0,3147113.2,2917397000.0,20055104.0,27583.387,141306940.0,8296956.0,11460.587,24413.508,822578.06,73813090.0,3990957.8,4095952.5
1951,1472641.5,2732926.5,1018325.56,22489.87,109934.44,48185596.0,1976556.4,40700.31,82489710.0,26549424.0,11074103.0,738656.25,100859140.0,953737.5,1290557.6,9900047.0,13918146.0,5867686.0,119360.055,3607828.2,24920380.0,159657.19,2587400.0,52907828.0,207890.94,318353.7,422542.2,140644.14,463724.12,196230780.0,13366304.0,15415938.0,278470800.0,1539187.1,1553210.8,5659053.0,593122.94,1638.6808,16286186.0,41634.047,106112.625,665776.9,18722360.0,492890.7,72961600.0,663910660.0,44849.484,22190.463,23676964.0,1970506.0,24349734.0,1873657.9,23052410.0,371822.47,40864664.0,8314796.5,5624466.0,12336038.0,189771.1,304275840.0,1495.6056,201729.66,673362700.0,4497762.5,2632902.5,1320734.4,80086.75,138422.72,70308.945,7823341.0,28593.502,1867978.9,473746.8,2117790.5,850372.9,3693017.2,1558087.4,27228828.0,31112700.0,151678830.0,12637520.0,15600032.0,22653420.0,717301.2,6917971.0,66559856.0,3505004.5,336057.8,150856940.0,72432390.0,4944240.5,4993556.5,1335999.8,2854.1538,73668.97,13704790.0,3936362.0,728158.7,1878361.2,505659.75,7863744.5,44315.855,3170.7402,3782621.5,319689.38,8800772.0,9155526.0,5810422.5,35171.63,5293587.0,8174012.0,1212611.8,11081.335,49714290.0,1819374.2,911370.1,290301.94,5517024.5,347424.8,633159.44,3635433.8,202334.98,315060.4,1156911.5,7375573.5,113860.266,852746.44,16748465.0,649005.6,335.7948,64837050.0,11915265.0,2157429.8,322.44284,10116355.0,101722.92,8163066000.0,16241408.0,1092089.6,8588327.0,9175212.0,29056.5,513386.47,152561340.0,5561330.0,8959816.0,633167.0,2358719.8,33284872.0,639435970.0,861907.7,8800525.0,6636189.5,1730520.6,3902688.2,11847.659,898229.6,1044968.9,901268.94,8233215.5,373967.12,18613.662,305010.97,21491072.0,2708139.2,37090864.0,8736.647,1220839.4,1667.4506,800938.3,673952.7,9655113.0,2848730.8,7962872.0,63990.344,20529.658,4727996.5,3009440.5,16450242.0,877.0034,7531535.0,3060962.5,2692466.2,182233400.0,3274573.0,3007254500.0,21611478.0,27742.062,152746670.0,8211392.5,11893.087,25055.809,821725.75,78559416.0,4279407.0,4471424.0
