Date,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1888,5335846.5,10528650.0,2037367.2,622.88,-1758.72,21036086.0,778013.75,-11834.72,28306708.0,5513624.0,4611877.0,1457356.0,7387723.0,-1265618.9,311586.56,24952060.0,12574335.0,0.0,15901.76,10581412.0,42068360.0,585067.5,34921036.0,125430190.0,43308.48,184922.08,1767476.9,403186.56,1017566.1,143405660.0,1791439.5,19550298.0,37658264.0,10164485.0,5019460.5,15098868.0,4924342.5,0.0,67611310.0,49940.32,31144.002,4679148.0,3561921.0,652155.4,6923091.5,14418756.0,15059.04,-78629.445,10592185.0,5315035.0,4436554.5,7297186.0,1664005.6,304734.88,11565196.0,4694866.5,36773296.0,26791498.0,642702.25,-6421087.0,0.0,865363.5,34549140.0,8038889.5,1072379.5,5857966.5,531646.4,262488.97,432901.62,15435442.0,26197.6,2249146.5,5282388.5,2866200.8,8042406.5,3540962.8,10921248.0,198744340.0,121819530.0,-1001774.2,19559458.0,2343787.5,685864.1,-91563.36,29879772.0,1629270.9,219033.92,26949124.0,24794142.0,3064130.0,1926860.9,6292700.0,0.0,41806.24,-421579.84,-16011.681,7633357.5,43088.64,846530.56,298396.16,22423.68,6961.6,5968876.0,264211.03,21968538.0,186460.95,10918061.0,5734123.5,0.0,2486793.5,13753081.0,36.64,85112970.0,0.0,2634159.5,772004.8,3773.9202,132399960.0,2464516.2,16388230.0,14436930.0,26747.201,-696.16003,1542763.9,32904626.0,561691.2,1420532.8,11906021.0,7795233.5,0.0,10739147.0,12559642.0,3770549.2,0.0,19039500.0,-15132.319,3566418700.0,-1406133.2,5237248.5,27884432.0,49839452.0,0.0,1705482.0,31848626.0,299092.3,5787764.5,1695149.6,-47815.2,-403.04,21103908.0,809522800.0,1148993.8,-321992.3,1288299.0,1119681.8,79215.68,166345.61,6609196.5,4794820.5,14179.68,460528.16,17073508.0,4717546.5,114866.41,334559.84,3469038.5,2719164.2,32949692.0,652082.1,0.0,3820929.0,822018.44,-152459.03,35836668.0,614965.75,653401.1,1383636.2,10039.359,1609741.8,828723.5,8019872.5,0.0,7920542.0,4600811.5,135569700.0,5953194.0,1413781900.0,2316380.8,36.64,10772.16,30791704.0,60791476.0,23156.48,45946.56,-606282.1,15532723.0,12583971.0,1043946.9
1889,5376407.0,10077942.0,2064334.1,439.68,-1758.72,21333896.0,776804.6,-11724.8,23608434.0,5558764.5,4624481.0,1461642.9,7553592.0,-1230371.1,310890.4,24984486.0,12673299.0,0.0,15975.04,10795719.0,42600890.0,504679.38,36616404.0,138147600.0,43271.84,170632.48,943150.2,403809.44,1005694.7,170735330.0,1680273.8,18673172.0,44345356.0,9882724.0,4139844.0,17248756.0,5357281.0,0.0,71625080.0,49976.957,31180.64,4564684.5,3567453.5,650103.56,6788110.0,14238707.0,15059.04,-84638.4,10428184.0,5388205.0,4428310.5,15135544.0,1700718.9,306896.66,11426660.0,4611290.5,36630330.0,27043398.0,-126591.2,-6688888.5,0.0,2325943.8,32196374.0,7970958.5,863018.56,6178896.5,555828.8,261426.4,141540.33,15494031.0,26197.6,2232805.0,5468556.5,2624156.8,8345786.0,3456141.5,10752998.0,209961170.0,120529990.0,-1687052.2,19712942.0,2347964.5,664832.75,-93651.84,29914436.0,1590359.1,220939.2,26661462.0,24873760.0,3100806.5,1929059.2,6886414.5,0.0,41879.52,-520800.97,-16084.96,6918401.5,29861.6,1147235.0,303635.7,22496.96,6961.6,7141283.0,265823.2,22130156.0,182540.47,10951147.0,5721592.5,0.0,2477816.5,15279869.0,36.64,89527570.0,0.0,2651856.8,775961.94,3590.72,141707400.0,2522774.0,16287323.0,13404927.0,26747.201,-3700.6401,1544889.0,51135220.0,563889.56,1415952.8,11736598.0,10053979.0,0.0,10907362.0,12412679.0,3719729.5,0.0,18983586.0,-14985.76,3677694000.0,-1442553.4,4422814.5,25268520.0,45134470.0,0.0,2283331.5,31621054.0,216212.64,5842321.0,1707057.6,-48438.082,-403.04,20632790.0,859420900.0,1152804.4,-323494.56,1270858.4,1124518.2,74196.0,30740.96,6827314.5,3076624.2,14582.72,457816.8,16977804.0,4713956.0,87313.125,323128.16,3420637.0,2813805.5,32393060.0,692239.56,0.0,3830712.2,775705.44,-157881.77,37020800.0,615661.9,654060.6,1056770.9,10002.721,1611353.9,830738.75,7893978.0,0.0,7795197.0,4485945.0,136943870.0,6078429.5,1391745000.0,2319788.2,36.64,10772.16,33433598.0,63285416.0,-19382.559,46569.44,-610019.4,15349522.0,12783952.0,1048600.1
1890,5477020.5,11171133.0,2133400.8,-183.2,-1868.6399,23149334.0,699091.2,-18686.4,37979556.0,5839903.0,4543873.0,1468751.1,8436140.0,-1175594.5,339872.62,25559844.0,8984824.0,0.0,16891.041,10834045.0,42496790.0,1138038.5,38742292.0,124750450.0,41439.84,241750.73,1605967.9,421250.06,1110595.0,139887630.0,2156264.0,20092276.0,73759320.0,11168678.0,-857888.94,22347614.0,6954455.0,0.0,76304960.0,51699.04,32206.56,5506808.5,3653997.2,639368.0,7924573.0,14749358.0,15095.681,-8573.76,11015083.0,5938611.5,4459051.5,-1128731.8,1595012.5,316093.28,17263266.0,4633128.0,35948092.0,26987816.0,-1099.2001,-8341059.5,0.0,-607491.25,34790668.0,7595545.0,1146135.9,6611285.0,686230.56,271172.62,-925673.0,15667081.0,26527.361,2420548.2,2660283.8,2589202.2,8463693.0,4207921.0,11964499.0,290882800.0,119527810.0,-1725304.4,18710508.0,2461548.5,644460.94,-99624.16,27389170.0,740384.5,219473.61,29517770.0,24920330.0,3428148.5,1950970.0,6907080.0,0.0,23156.48,-672234.06,-16158.24,7970849.0,39461.277,1012949.44,513985.9,25794.56,7254.7197,9135781.0,277071.7,22006862.0,181880.95,11325533.0,5687664.0,0.0,2552598.8,16568571.0,73.28,103589160.0,0.0,2654348.0,856863.06,2857.92,135851380.0,2524789.0,16141422.0,13805586.0,29605.121,-13043.841,1455743.8,43013200.0,574661.75,1574860.5,13077402.0,11214808.0,0.0,11595131.0,13012586.0,4007939.8,0.0,22111984.0,-16341.439,3950332700.0,-1598200.2,4357119.0,24020378.0,39592780.0,0.0,91489130.0,29332372.0,-128130.08,5344200.5,1749779.9,-51662.402,-403.04,20473186.0,949137340.0,1189187.8,-333387.34,1380265.4,1273166.8,61372.0,-228084.0,7849717.0,2592096.8,13227.04,470897.28,16866674.0,4743634.0,182943.52,323641.12,3302729.8,2818238.8,33036384.0,742143.2,0.0,2257537.0,843929.1,-107355.2,41394550.0,622257.1,666371.7,994226.4,9856.16,1332450.2,928127.8,7522815.0,0.0,8569400.0,4702194.5,151851580.0,6378841.0,1487405800.0,2362840.2,36.64,10882.08,20294970.0,65331684.0,12420.96,54153.918,-629878.25,20115542.0,13023688.0,1173322.8
1891,5544914.5,11906497.0,2145162.2,-256.48,-1905.28,24627392.0,668606.75,-21397.762,41775170.0,6088908.5,4500638.0,1475785.9,7945604.0,-1134557.6,377318.72,24725478.0,7386624.0,0.0,17294.08,10697817.0,42066348.0,872764.75,40093428.0,156296930.0,40670.4,14619.36,1997979.2,431142.88,1162440.6,112594904.0,2315208.2,20719334.0,74786520.0,10989985.0,13418558.0,19532162.0,5689899.0,0.0,81218200.0,51918.883,32682.879,6548557.0,3674992.0,635813.94,8377260.0,15813567.0,15132.319,21654.24,11311464.0,6191134.0,4473561.0,3410268.0,1546024.9,330602.72,19789668.0,4446227.5,35890676.0,26213282.0,-181294.72,-9822414.0,0.0,5661613.0,33820990.0,7387539.5,1207507.9,8264189.0,740311.2,289675.84,3181671.0,15769344.0,26637.28,2247937.5,1331717.5,3247110.0,8486373.0,3866692.5,12467603.0,354580200.0,118497350.0,-1701854.8,18228180.0,2510499.5,623356.3,-103214.88,28957690.0,-659.52,219217.11,30527532.0,25204106.0,3538801.2,1964307.0,7395711.0,0.0,16378.08,-749471.2,-16268.159,7943368.5,50636.48,768927.0,623759.4,26307.521,7437.9204,12669599.0,293632.97,21924460.0,173087.36,11161314.0,5662712.0,-36.64,2586344.2,17983132.0,73.28,114948740.0,0.0,2664900.5,921166.25,2161.76,149371570.0,2434691.2,16931820.0,14938640.0,31144.002,-11798.08,1655981.4,47755584.0,583455.4,1699619.6,13283429.0,10187935.0,0.0,11226862.0,13022809.0,4122805.8,0.0,20645394.0,-17147.52,4160637000.0,-1664115.5,4807278.0,25669984.0,52453896.0,0.0,110303510.0,28329900.0,-465291.38,5162539.5,1792758.5,-54080.64,-403.04,20357366.0,1014946400.0,1208497.1,-338993.28,1445594.6,1354654.1,55692.8,62617.76,8458930.0,2519622.8,12714.08,476173.44,16855024.0,4760525.5,162571.67,325802.88,3203911.5,2883311.5,33092442.0,758301.44,0.0,1429766.0,837846.9,-98378.4,42314692.0,625701.3,672417.3,966783.0,9782.88,1232056.6,976382.7,7301033.0,0.0,8867136.0,4701388.5,158361570.0,6542731.5,1504403200.0,2387059.2,36.64,10882.08,14763684.0,68452310.0,50270.082,54080.64,-642738.9,22409940.0,13807234.0,1219818.9
1892,5600021.0,11570436.0,2182681.2,-256.48,-1978.5599,25592196.0,648161.6,-22753.44,45153376.0,6235651.5,4468797.5,1510264.1,7239954.0,-1097697.8,404798.72,25373640.0,6232390.5,0.0,17513.92,10877683.0,42185024.0,971802.75,41117336.0,116347176.0,40230.72,172281.28,2490933.8,437554.88,1169182.4,104776110.0,2458653.8,21683442.0,85178400.0,10912564.0,-2839673.2,15778942.0,4547170.5,0.0,85035730.0,51882.24,33012.64,6538518.0,3706539.2,633981.94,8669427.0,16867554.0,15168.96,40047.52,11499684.0,6304315.0,4478947.0,11659434.0,1518947.8,329540.16,21245778.0,4034467.0,35645332.0,27525544.0,981658.8,-11229903.0,0.0,-1080147.2,32153614.0,7291909.5,1242315.9,8058711.5,797616.2,310267.5,-1809283.2,15850245.0,26673.92,2184843.2,4642031.5,2889650.2,8785612.0,4130830.5,12639224.0,385761700.0,117557650.0,-1946573.4,17938432.0,2539481.8,602618.06,-105999.516,30003102.0,-207125.92,219400.31,30932220.0,25367118.0,3515754.5,1975042.6,7467561.5,0.0,12714.08,-907792.6,-16378.08,6978894.0,57524.797,1067213.2,690883.8,26380.799,7657.7603,14378049.0,307409.6,22169178.0,167921.12,10748820.0,5642963.0,-36.64,2613091.5,17285910.0,73.28,117627040.0,0.0,2680729.0,965207.5,1502.24,151841330.0,2481663.8,16971026.0,13463551.0,32060.0,-6668.48,1738274.9,31459068.0,578802.06,1744613.6,13849920.0,12281105.0,0.0,10824665.0,13052671.0,4195316.5,0.0,24190570.0,-17623.84,4101830000.0,-1644842.9,6021234.5,23151240.0,37256870.0,0.0,119612930.0,27983140.0,-901344.0,5049138.5,1817966.9,-56095.84,-403.04,20497514.0,1014275650.0,1222090.5,-343023.7,1524590.4,1408808.0,43638.24,-112594.72,9289852.0,2827325.8,12567.5205,477968.78,16869532.0,4776207.0,127030.875,372885.28,3152359.2,2985427.2,33732870.0,781934.25,0.0,922265.44,804541.1,-99404.32,39363530.0,627863.06,675934.7,1394298.6,9672.96,1181236.9,1004778.75,7147658.0,0.0,8835736.0,4631369.0,163754300.0,6673719.5,1490062800.0,2402558.0,36.64,10882.08,14945823.0,67275730.0,12201.12,53457.758,-652814.9,23932296.0,13913857.0,1273899.5
1893,5647140.0,11914412.0,2212103.2,-622.88,-2015.2,26471630.0,631197.25,-23559.52,47507388.0,6366053.5,4446850.0,1496084.5,7898521.5,-1063402.8,424034.72,24480248.0,5262016.5,0.0,17697.12,11022118.0,41671076.0,1155515.6,41942830.0,158457810.0,39900.957,76577.6,1738165.0,441878.4,1149250.2,148906780.0,2707109.8,23221626.0,77253790.0,11227961.0,3818730.8,17851008.0,5293344.0,0.0,81537080.0,51772.32,33195.84,6501218.5,3731674.2,632846.06,8845262.0,17468706.0,15168.96,53787.52,11711097.0,6414638.0,4479203.0,-4364886.5,1501580.5,322541.94,22213256.0,3904578.2,35866124.0,28045500.0,-40890.242,-13105688.0,0.0,1519534.1,34626560.0,7247538.5,1414377.2,7839678.0,803405.3,302170.1,-12714.08,15931731.0,26710.56,2461878.2,3326179.2,2589349.0,8920265.0,4012006.8,12741304.0,401098000.0,116107544.0,-2003695.0,17740978.0,2559267.5,581806.56,-108417.76,29512896.0,-403040.0,219620.16,30420030.0,25562482.0,3617723.8,1984495.8,7245889.5,0.0,10259.199,-996278.3,-16488.0,6506678.0,61225.44,810513.44,735914.4,26527.361,8244.0,12847267.0,318438.25,21780170.0,171585.11,10819866.0,5626182.0,-73.28,2619064.0,20766378.0,73.28,124584210.0,0.0,2692930.0,995435.5,879.36,145421970.0,2523396.8,17179434.0,16333489.0,32646.24,-6155.52,1679614.2,19379300.0,579058.56,1752674.5,14417510.0,9248925.0,0.0,11589819.0,13088321.0,4230857.5,0.0,25784668.0,-17990.24,4288693800.0,-1587098.2,6699514.0,23527496.0,55875084.0,0.0,121796680.0,27189518.0,-1424160.1,4965269.5,1830827.6,-57854.562,-403.04,20642794.0,1056495600.0,1233265.8,-346394.56,1518544.8,1445374.6,51442.56,539560.6,9370460.0,3110516.2,12384.319,477785.6,16891700.0,4782179.5,84821.6,342437.44,3175295.8,3012687.2,33258458.0,828467.0,0.0,581330.25,775888.6,-104020.96,41038120.0,629621.75,678169.75,1090699.5,9599.68,1150935.6,1023208.7,6999449.5,0.0,9163627.0,4936690.5,167797940.0,6775505.5,1542633700.0,2413367.0,36.64,10882.08,10988410.0,69110696.0,77127.2,52981.44,-661535.2,25012810.0,13986221.0,1370042.9
1894,5688433.5,11634886.0,2222069.2,-1135.84,-2051.84,27486558.0,616577.94,-24035.84,47483790.0,6438564.0,4430179.0,1536535.1,7901233.0,-1031342.75,437848.0,24716758.0,4369137.0,0.0,17843.68,10932533.0,41937010.0,712904.5,42721252.0,114971816.0,39681.12,35174.402,1637075.1,444956.16,1237772.5,152110050.0,2663141.8,24212446.0,84423620.0,11087081.0,839239.2,17506042.0,5758525.5,0.0,83805680.0,51662.402,33305.758,6800713.5,3741567.0,632223.2,9038758.0,18039558.0,15168.96,64779.523,11956548.0,6450545.0,4476565.5,11039485.0,1488500.0,403443.03,22931070.0,4074624.2,36772600.0,28498226.0,-532635.7,-13948262.0,0.0,893612.94,36944410.0,7024474.5,1522245.4,7389738.5,884233.1,347310.56,-842976.44,15982111.0,26747.201,2702529.8,4480999.0,2637090.8,8834197.0,4210375.5,12670332.0,432041380.0,115465320.0,-1912388.1,17594748.0,2573630.2,561984.4,-110689.44,27876298.0,-735731.2,219840.0,31771972.0,25691198.0,3678876.0,1993069.4,7779990.5,0.0,8463.84,-1069704.8,-16597.92,7164732.5,63094.08,2115080.8,768377.44,26637.28,7877.6,14072508.0,327488.34,22195668.0,169972.97,11181172.0,5611049.5,-73.28,2623204.2,16775587.0,73.28,126529640.0,0.0,2698462.8,1016833.3,293.12,151846640.0,2506762.2,16682742.0,13670201.0,33012.64,-3370.8801,1628611.2,21801570.0,581806.56,1774804.9,14584625.0,12536889.0,0.0,11829554.0,13086855.0,4270685.0,0.0,25213560.0,-18283.36,4304165000.0,-1475126.4,5040198.5,25978932.0,52580670.0,0.0,125976056.0,26831618.0,-2096614.1,4896386.5,1845190.4,-59430.08,-403.04,20051754.0,1050972700.0,1245503.5,-349508.97,1536828.1,1473734.1,50709.76,6668.48,9550619.0,2351811.8,12017.92,476466.56,16723779.0,4790020.5,106072.8,335952.16,3102675.2,2996785.5,33357312.0,816705.6,0.0,335072.78,749984.1,-110432.96,39106972.0,630977.44,679708.6,1009798.4,9563.04,1131516.5,1036032.6,6837390.0,0.0,9217671.0,4803833.5,172151420.0,6866995.5,1547520600.0,2421427.8,36.64,10882.08,12462436.0,65816030.0,-47741.92,52798.242,-669559.4,25714136.0,13928256.0,1340657.6
1895,5725147.0,12201340.0,2231156.2,-1428.96,-2088.48,27858564.0,603863.9,-24365.6,50427490.0,6532289.0,4413215.0,1510484.0,7079837.5,-1001371.2,447960.62,25043366.0,3558073.8,0.0,17990.24,10922897.0,41852372.0,565062.06,43279464.0,132695130.0,39497.92,78519.52,1232386.4,447191.22,1367551.4,178991520.0,2993891.0,20433468.0,95206070.0,11086128.0,-869650.44,14698833.0,4560507.5,0.0,88126270.0,51552.477,33415.68,7190966.5,3750397.0,631966.75,9187627.0,18175344.0,15168.96,74012.8,12005866.0,6550462.5,4472241.5,7509111.0,1477031.8,349618.9,23489318.0,3861929.5,36735664.0,29274628.0,371016.62,-15227254.0,0.0,-636876.5,35836190.0,7174991.5,1533127.5,6909315.0,943809.75,319610.72,-1588710.4,16026300.0,26747.201,2316930.5,7036639.0,3760619.8,8960385.0,3847713.0,12390622.0,427845440.0,115972050.0,-2032897.1,17478526.0,2584402.2,542675.06,-112814.555,29383338.0,-1055122.1,219949.92,31560998.0,25844098.0,3652531.5,2000910.5,7554215.0,0.0,7071.52,-1137965.1,-16671.201,7009965.0,63900.16,1126240.2,793182.75,26747.201,8573.76,13668368.0,335146.1,21935854.0,159750.4,11037470.0,5596906.5,-73.28,2625695.8,21052024.0,73.28,130853750.0,0.0,2707989.2,1032405.25,-256.48,147752820.0,2477486.8,17349224.0,13587907.0,33269.12,-17074.24,1655468.4,12073943.0,584005.0,1783964.9,14564656.0,13041751.0,0.0,11264822.0,13139067.0,4303478.0,0.0,26144766.0,-18539.84,4309487000.0,-1354104.4,5003851.5,23457880.0,53720800.0,0.0,135438930.0,26330786.0,-1612196.6,4826697.0,1851565.6,-60822.4,-403.04,19657432.0,1030228600.0,1250559.9,-352440.16,1555441.2,1495608.2,31144.002,63533.76,9473566.0,2704142.0,11871.36,474451.38,16645113.0,4793134.5,79435.516,334156.8,3008510.5,3072154.0,33487312.0,807618.9,0.0,146010.4,726424.6,-117834.234,38561030.0,632149.9,680807.8,979167.3,9489.76,1118655.9,1045449.1,6738352.5,0.0,9197483.0,5197494.0,175401870.0,6947457.0,1526830800.0,2427766.2,36.64,10882.08,9899139.0,73734820.0,28725.76,52651.68,-677217.1,26356544.0,14064044.0,1461496.4
1896,5758122.5,12740204.0,2247461.0,-1722.08,-2125.1199,28455210.0,592652.0,-24585.44,46250230.0,6544527.0,4399841.0,1504365.1,7453749.0,-973414.9,455545.12,24406160.0,2833041.5,0.0,18063.52,11029006.0,41940160.0,997230.94,43747170.0,133655690.0,39351.36,-12054.56,1604392.4,448803.38,1248288.1,121860830.0,3015435.2,21542450.0,102211090.0,11337112.0,12559679.0,14693263.0,4745796.0,0.0,88674770.0,51442.56,33452.32,6992890.5,3759080.8,632003.4,9227344.0,18922398.0,15168.96,81927.04,12123223.0,6532472.0,4466856.0,1091359.0,1465893.1,341448.16,23905220.0,3738965.5,36548656.0,28191438.0,175212.48,-16841942.0,0.0,4228879.0,33416082.0,7174735.0,1599445.9,7232406.0,874560.2,317595.53,2502768.5,16071220.0,26747.201,2139996.0,3075744.8,3866399.5,9111379.0,4133395.2,12401248.0,416509120.0,115061290.0,-2160624.2,17382822.0,2592536.5,523732.16,-114903.04,30374560.0,-1334099.0,219913.28,36990828.0,25961052.0,3754720.8,2008091.9,7069212.0,0.0,5972.32,-1122612.9,-16781.12,8013205.0,64046.723,1017895.9,813114.9,26857.12,8793.601,14532597.0,341704.62,22088900.0,158028.31,11005704.0,5583313.5,-109.92,2636614.5,16277651.0,73.28,129540760.0,0.0,2719933.8,1043946.9,-769.44,144111460.0,2492472.8,17696350.0,15230845.0,33415.68,-20152.0,1820165.2,25442194.0,595106.9,1794077.6,14752657.0,13572555.0,0.0,11514669.0,13150279.0,4346237.0,0.0,25630998.0,-18796.32,4244625200.0,-1227146.9,4769025.5,21548790.0,58897844.0,0.0,134304210.0,25433802.0,-1396863.4,4772250.0,1877177.1,-62141.44,-403.04,19722286.0,971650940.0,1257228.2,-355444.66,1562292.9,1511253.5,-1722.08,-106402.555,9543950.0,2309053.0,11981.28,471923.22,16804386.0,4796396.0,110359.68,333424.0,3001585.5,3107988.0,33798460.0,805420.44,0.0,-6595.1997,704843.7,-125895.04,40806850.0,633212.5,681687.2,1449075.4,9453.12,1110008.8,1052740.4,6629825.0,0.0,9623313.0,5052766.0,178163980.0,7014947.5,1547035900.0,2433006.0,36.64,10882.08,8563684.0,68596640.0,87569.6,52615.043,-684618.4,26853896.0,14567331.0,1398768.6
1897,5788460.5,12367832.0,2287948.2,-2088.48,-2125.1199,28729936.0,582722.56,-24805.28,55235640.0,6774736.0,4393942.0,1538367.0,7410000.5,-947437.1,461224.34,25656684.0,2193893.2,0.0,18136.8,11091661.0,41750290.0,1994974.9,44113056.0,136970910.0,39241.44,309241.6,1767183.9,450049.12,1170135.0,146698160.0,3005213.0,23638920.0,106610610.0,11203083.0,2312973.2,19700668.0,5439171.5,0.0,86377080.0,51369.277,33525.6,6871026.0,3764174.0,632296.5,9290291.0,19103364.0,15168.96,88632.16,12212881.0,6575817.5,4460773.5,11217263.0,1454314.9,343500.0,24229006.0,3580827.2,36158844.0,28999058.0,-488447.84,-18332018.0,0.0,1140493.2,33956376.0,6847796.0,1595965.1,7331334.5,937727.56,359878.06,-328001.28,16116909.0,26783.84,2139153.0,1676536.4,3100403.5,9283550.0,3708188.0,12384760.0,438822620.0,115064510.0,-2226466.2,17299942.0,2598655.5,504642.72,-116954.88,29933524.0,-1639053.8,219766.72,39837864.0,26075406.0,3729365.8,2014760.4,7707554.0,0.0,5092.96,-1195343.4,-16854.4,7228046.0,63790.242,851696.75,829639.5,26857.12,8793.601,17034668.0,347420.47,22105096.0,152239.2,10938799.0,5570013.0,-109.92,2630642.2,18411638.0,73.28,131816504.0,0.0,2736165.2,1052520.6,-1245.76,158784600.0,2520099.2,17938102.0,13437904.0,33488.96,1538.88,1795433.2,37613452.0,582685.94,1801845.2,14857007.0,11820650.0,0.0,11586337.0,13240120.0,4382473.5,0.0,27636930.0,-19089.44,4404357000.0,-1087841.6,5488342.5,20545074.0,49488660.0,0.0,139290190.0,24943926.0,-2428169.5,4714505.5,1907075.4,-63350.56,-403.04,19673444.0,1041150660.0,1262797.6,-358485.78,1557932.8,1782096.4,23119.84,330272.97,9791930.0,2006736.1,11798.08,469101.94,16634817.0,4796982.0,127030.875,332874.4,2986050.2,3195154.5,33717156.0,806226.56,0.0,-134285.6,686230.56,-134358.88,45133990.0,634348.3,682383.4,1114772.0,9416.48,1104256.4,1058566.2,6474764.5,0.0,9365990.0,5042506.5,181023260.0,7075294.0,1554580500.0,2437439.2,36.64,10882.08,7081046.5,70931336.0,18539.84,52615.043,-691946.4,27210220.0,14182575.0,1394811.5
1898,5815354.0,12592252.0,2291392.2,-2381.6,-2161.76,29390814.0,573892.3,-24951.84,50304520.0,6887587.0,4392440.0,1515393.8,6714609.5,-923291.3,465437.9,24674146.0,1582151.8,0.0,18210.08,11026661.0,41959544.0,1271847.6,44438092.0,123863870.0,39168.16,195181.28,1450504.4,451001.75,1222713.5,111099000.0,3154044.5,23463780.0,109578150.0,11110970.0,3896041.2,19777576.0,6093635.0,0.0,86564420.0,51296.0,33562.24,7401390.0,3785974.8,632736.2,9314438.0,19313824.0,15168.96,94824.32,12109630.0,6639424.5,4454251.5,12032943.0,1442113.8,333936.97,24563200.0,3563313.2,36412504.0,30464802.0,-562094.25,-19567848.0,0.0,1861641.9,33468404.0,7195070.0,1424599.9,7907461.5,979057.44,329027.2,66794.72,16166264.0,26783.84,2637640.2,7090169.5,4028641.2,9219686.0,4363127.5,12168510.0,439211700.0,115093720.0,-2247937.5,17226516.0,2603162.2,485296.8,-118970.08,30149006.0,-1634107.4,219473.61,38922856.0,26177520.0,3799934.2,2021025.9,8207030.0,0.0,4323.52,-1174971.5,-16964.32,8664517.0,63240.64,892110.7,843709.25,27003.68,9196.64,16095732.0,352476.78,22016426.0,144141.77,10940045.0,5556969.0,-109.92,2637383.8,17695362.0,73.28,132524610.0,0.0,2741698.0,1058822.8,-1722.08,140962340.0,2544867.8,17434630.0,13306915.0,33488.96,-7401.2803,1707863.8,11632797.0,585946.9,1838265.4,15096560.0,9565898.0,0.0,11327549.0,13249501.0,4408121.5,0.0,27331790.0,-19345.92,4356935700.0,-978178.1,5426933.5,21701834.0,53313580.0,0.0,143663790.0,24302506.0,-2506762.2,4664528.5,1897182.6,-64486.4,-403.04,19284364.0,1046178400.0,1267890.6,-361600.16,1580466.4,1623518.4,28212.8,-137839.69,9862756.0,3006788.2,11798.08,465987.5,16594145.0,4798227.5,120692.164,335622.4,2975900.8,3214830.2,33919444.0,831728.0,0.0,-243985.78,668240.3,-143079.2,42756756.0,635300.94,682932.94,1024894.1,9379.84,1100555.8,1063329.5,6416800.0,0.0,9334627.0,5181958.5,183774990.0,7127689.0,1577439000.0,2441323.2,36.64,10882.08,7044260.0,69598080.0,74672.32,52615.043,-699164.44,27558190.0,14567221.0,1435775.1
