Date,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1975,3610395.5,16817724.0,3790078.2,8134.0796,10369.119,54046236.0,-716934.9,-206576.31,42528124.0,-3759703.5,835685.1,3292507.0,-2031468.2,13371512.0,11761843.0,19789704.0,20482310.0,-146.56,-97572.32,-6784226.0,19508234.0,2524312.8,38968800.0,1291284900.0,26270.88,582832.5,13831600.0,2408750.2,6994539.5,231035710.0,125858.4,53682840.0,1157398800.0,121512424.0,53827130.0,87206610.0,9869754.0,0.0,65653820.0,-39717.758,4140.32,44795370.0,91774410.0,-4362725.0,-8844127.0,-34984276.0,65548.96,-26124.318,1582848.0,28206314.0,29641688.0,51757480.0,549819.8,857522.56,-9034324.0,-4228952.0,60831892.0,7709569.0,2031431.5,-49638956.0,0.0,24831514.0,3636849.8,-14326020.0,11784193.0,8082821.0,623466.25,2089725.6,863494.9,1729518.0,-27809.76,28321658.0,-525417.6,32040510.0,192323.36,470640.8,-3953859.2,260334530.0,238777170.0,8482307.0,-1344981.1,3552431.2,513143.2,33525.6,-69151300.0,234092.97,548280.94,24289206.0,24180166.0,20586514.0,1889634.8,12459945.0,0.0,-40743.68,-53983908.0,4250.2397,25847908.0,67674.08,3664733.0,682383.4,49867.04,-5569.2803,24361864.0,772371.25,-6632793.0,-203718.39,1823572.9,15186108.0,36.64,-2855135.5,97422610.0,109.92,32688596.0,0.0,405091.84,17801874.0,-97902.08,94325500.0,-75588.32,17921320.0,20705996.0,-581843.25,-31986.719,12280262.0,148314510.0,1691265.8,-23404350.0,58862456.0,13334762.0,0.0,544140.6,-6855344.0,29826900.0,0.0,43863172.0,-6631.8403,5059333600.0,2603748.2,21781124.0,68223420.0,300956930.0,0.0,23283400.0,-15876441.0,-46626892.0,1920449.0,59058804.0,6192.1597,2894.56,16116801.0,329838560.0,8215017.5,3436355.8,12688432.0,3768204.2,-66721.44,516147.7,8037131.0,3947520.0,-24695.361,8960239.0,-360574.25,10126710.0,-155390.25,1241106.8,1696725.1,640540.5,-19599360.0,939119.8,0.0,-214344.0,11581538.0,-667800.7,346463900.0,446385.12,12970.56,5023710.0,-7840.96,-373434.88,8880987.0,37491988.0,0.0,57970268.0,47264096.0,22341020.0,-6629641.5,184520830.0,699384.3,-73.28,-16048.319,31829536.0,87255416.0,1456879.6,351817.28,66318.41,71194420.0,46147570.0,8962950.0
1976,3304671.5,15350291.0,4676216.5,10479.04,11541.6,51556840.0,-694291.4,-200091.03,30794896.0,-3293203.2,670695.25,3761938.5,-1841416.4,14030812.0,11093383.0,17346804.0,8807266.0,-109.92,-139928.16,-6955298.0,19347752.0,2608804.8,52591004.0,1319929200.0,24658.72,719646.25,12953413.0,2306085.0,6815992.5,252468140.0,36566.72,32435962.0,976502300.0,167250670.0,51606780.0,87382880.0,8753040.0,0.0,86018664.0,-38178.88,2271.68,49582384.0,55768572.0,-4210632.0,-8452738.0,-34149468.0,67307.68,-29971.52,1187209.2,24186026.0,13195786.0,71243000.0,-509515.88,816339.2,-10241686.0,-4086056.2,57193320.0,6050693.0,1719478.5,-47101820.0,0.0,23440844.0,3640000.8,-13651844.0,9240498.0,7516329.5,570338.25,2000653.9,-1000894.9,1411885.8,-26857.12,35067816.0,4362981.5,40278132.0,-221781.92,291581.12,-4169448.5,269282430.0,187176350.0,13391517.0,-7347199.0,2523177.0,477492.47,68516.8,-67562840.0,326205.9,439020.47,16971428.0,21860010.0,14724992.0,1773779.0,6557094.5,0.0,-38875.04,-52168764.0,5422.7197,24135318.0,-59466.72,4706041.5,730711.56,36383.52,-5496.0,27766488.0,-318768.0,-6196593.5,-197123.2,1702001.2,21115192.0,36.64,-2916360.8,83921420.0,109.92,40757860.0,0.0,225775.69,10274552.0,-23266.4,82132920.0,-256809.77,24728116.0,18809656.0,-478701.6,-21397.762,11197954.0,176385840.0,1598236.8,-18403062.0,60388468.0,21296854.0,0.0,1254223.9,-6230448.5,28627784.0,0.0,23170074.0,-512.96,5084175400.0,9287507.0,22228058.0,65031970.0,322005150.0,0.0,23257570.0,-15519385.0,-44578532.0,2002412.6,60932980.0,19675.68,0.0,14813406.0,397120220.0,7669558.0,3360621.0,12696456.0,-1552766.6,6375.36,930179.7,8003642.0,4847985.0,-24109.12,9098738.0,-1176070.8,9719053.0,-158101.6,1490185.4,1902202.1,534284.5,-19090980.0,394759.38,0.0,-6207951.5,7893026.0,-824803.0,352538270.0,442354.72,15168.96,4970655.5,10002.721,-455984.78,7717190.0,49160840.0,0.0,52472400.0,39045748.0,21643174.0,-6634295.0,207184690.0,762148.6,-73.28,183346.56,49084920.0,77886270.0,1348938.2,367096.16,-41220.0,68437030.0,42496350.0,7471811.5
1977,3007118.2,17054124.0,3812392.2,10295.84,13190.399,50829350.0,-753428.3,-193239.36,153240160.0,-2423406.2,234422.72,3934036.5,-1975555.5,12907283.0,10810266.0,15885271.0,5986829.5,-73.28,-159603.83,-6237117.5,17879880.0,3868634.5,39249576.0,1346636500.0,23486.24,800107.7,13531482.0,2200891.5,6606851.5,250904830.0,401940.8,27382098.0,1548606000.0,164465200.0,45696420.0,86780376.0,7269193.0,0.0,57681950.0,315580.3,1319.04,47604996.0,33500062.0,-4068212.5,-8294343.5,-32901694.0,69945.766,-30081.44,935382.56,21150696.0,7991660.0,53310212.0,-1365719.4,758118.25,-10505238.0,-3673746.2,53041532.0,4822080.5,2077964.4,-39886524.0,0.0,23706446.0,3498094.2,-13273609.0,22152068.0,6840724.5,727523.8,1977497.4,1004742.06,7473973.5,-54593.598,33221562.0,1782865.8,34094104.0,206429.77,1644989.5,-4486604.5,257919550.0,398274180.0,9993413.0,-21677542.0,7387870.0,416340.3,68406.88,-60994650.0,457963.38,607198.06,16433261.0,17250404.0,11862237.0,1501507.1,14633613.0,0.0,-37152.96,-50221932.0,3151.0398,25052086.0,-161472.48,4334109.0,774239.8,29715.04,-5166.24,29390192.0,-253512.17,-6256609.5,-200457.44,1877836.6,27774402.0,36.64,-2952084.8,95434190.0,109.92,45189430.0,0.0,249664.95,7327487.0,-55033.28,76210104.0,-128240.0,23727990.0,18425706.0,-497497.94,-35357.6,12740498.0,185220430.0,1581016.0,-14544322.0,54584510.0,15410967.0,0.0,550442.75,-5950812.5,28409740.0,0.0,32375836.0,28835.68,5513770500.0,26731078.0,13916202.0,62012250.0,215404320.0,0.0,11310438.0,-15330543.0,-41777404.0,1993765.6,64927656.0,27992.959,-1062.5599,13514994.0,404780450.0,7093064.0,3302583.0,10141952.0,-1580576.4,4067.0398,1077509.1,9023992.0,7367791.0,-21544.32,8895276.0,-1010494.56,9121418.0,-128093.445,1288482.2,1912644.8,644241.1,-18524598.0,3635897.2,0.0,-3049657.0,8432842.0,8125542.5,342196540.0,326205.9,-155426.88,6726481.0,13043.841,-491195.8,3337611.0,44120972.0,0.0,160329140.0,38142716.0,17273050.0,-6632060.0,332594940.0,228267.2,-73.28,56279.04,38627790.0,62998120.0,998843.06,288759.84,-31620.32,66131864.0,35207560.0,6888320.0
1978,2632254.2,15982772.0,3155180.2,7950.88,15132.319,48623296.0,-715542.56,-185801.44,117502060.0,-3385939.0,319684.0,3581376.8,-2225000.5,12419824.0,10924436.0,14501305.0,4210412.5,-73.28,-167921.12,-6513383.0,17143050.0,2092143.9,52587490.0,1385149800.0,25648.0,1026029.94,13115727.0,2223864.8,6565192.0,257043060.0,1078168.6,21309788.0,1808134000.0,117309380.0,60103190.0,71025944.0,4794380.5,0.0,52002856.0,135055.05,806.08,52016708.0,21984404.0,-3945321.8,-8283461.5,-32662470.0,72950.24,-5129.5996,885442.25,20531554.0,4189417.5,56152520.0,-2023224.1,736170.9,-11487483.0,-3701922.2,50255240.0,5251062.0,508013.6,-43266344.0,0.0,15265141.0,3691223.2,-12665386.0,12578622.0,6722634.0,210020.47,2089176.2,-943663.2,4043004.2,-53164.64,25862894.0,2152563.5,25019442.0,-452833.75,837517.1,-5042653.5,253756100.0,260695760.0,10558915.0,33031034.0,7101454.5,364348.16,71741.12,-58932656.0,-110139.84,614159.7,16936582.0,13154310.0,9746716.0,1286503.6,7861442.0,0.0,-35540.8,-48511284.0,3370.8801,22738162.0,-283300.5,4619058.5,616871.0,102921.76,-5276.16,16820800.0,403552.97,-5905892.0,-206319.84,1462485.6,15961336.0,0.0,-2804755.2,72902680.0,0.0,29853978.0,0.0,109443.68,6027280.0,-60089.6,71228560.0,-364091.7,20920964.0,17614314.0,-275825.94,-37849.12,10017083.0,178991310.0,1506417.0,-3860683.2,65750556.0,13892020.0,0.0,397947.03,-3427342.2,27344212.0,0.0,21691356.0,293.12,5413056000.0,13902755.0,13639496.0,61508704.0,214748880.0,0.0,8645611.0,-15651912.0,-39993950.0,2154908.2,63405704.0,30814.24,18173.44,11852344.0,403417250.0,6556361.5,3328011.2,6848859.0,-1253161.2,-31803.52,1564344.9,9427545.0,9364964.0,-20811.52,8983359.0,-1677232.6,9124789.0,-146743.2,1550897.9,1934958.5,364934.4,-18390274.0,1747911.2,0.0,363981.75,6362573.0,8218681.5,309295400.0,194192.0,-60346.082,5885263.5,13007.2,-521094.1,1274559.1,102151770.0,0.0,138413340.0,33240212.0,14289893.0,-6680937.5,250423550.0,-66648.164,-36.64,300814.38,37570580.0,54106584.0,1179881.2,366216.8,-48914.4,62345816.0,20138004.0,5995440.0
1979,2756830.2,14269045.0,3035074.5,7547.8403,35284.32,47509220.0,-690370.9,-179645.92,107669610.0,-2567328.0,132307.03,3408509.2,-5875260.5,12681361.0,10600429.0,13725344.0,2112516.0,0.0,-161252.64,-5071745.5,18405078.0,2861071.0,39466700.0,1423506000.0,21690.879,743572.2,14280293.0,2141864.5,7014288.0,226859340.0,599833.44,18506534.0,1087250800.0,86310060.0,49616532.0,75759680.0,3487505.2,0.0,46462416.0,65768.805,512.96,51061796.0,29206256.0,-3825509.2,-8425991.0,-32174940.0,77053.92,-29275.36,400548.47,21233356.0,3555619.0,77307730.0,-1482600.9,455178.72,-12037266.0,-3398067.0,41557160.0,5565029.5,277218.22,-43330572.0,0.0,11426294.0,6072860.0,-12193243.0,9771375.0,6022150.5,-40010.883,2393178.2,-49097.598,2378302.5,-128972.8,25311900.0,4942223.0,20215900.0,637572.6,1225791.1,-4870115.5,241940620.0,178562460.0,12497391.0,-27942104.0,3880909.0,331005.78,54996.64,-57099628.0,204964.16,604889.75,11221586.0,12629185.0,8994534.0,1284341.9,15517261.0,0.0,-34038.562,-46918436.0,8280.64,19956672.0,-433121.44,4336967.0,614672.6,135751.2,-5312.8,12937291.0,-30154.719,-5254616.0,-442574.56,1682618.8,13795692.0,0.0,-2599498.0,53029548.0,0.0,55859330.0,0.0,34478.242,4689920.0,-80644.64,66441876.0,622.88,19063022.0,16161318.0,410844.3,279563.22,4815888.5,154046060.0,1552876.5,6247926.0,64900620.0,17410156.0,0.0,596316.0,-4655332.0,25354586.0,0.0,28038210.0,-8573.76,4686750700.0,56832668.0,12738848.0,57734308.0,222004370.0,0.0,9082689.0,-15219633.0,-33215004.0,2053635.4,65886820.0,30081.44,49060.96,10489006.0,331451500.0,6084511.5,3368645.0,5394470.5,-1105685.2,7987.52,948866.06,8670710.0,8340949.0,-20225.281,9434690.0,-233689.92,10072849.0,-162791.52,2668161.2,1762640.5,528971.7,-17292578.0,904092.0,0.0,-2416737.8,4927347.0,4845383.5,266519900.0,252266.4,-146523.36,5125386.5,72034.24,-691983.06,-2661309.8,52486764.0,0.0,91106160.0,34106308.0,16759759.0,-6699954.0,233980290.0,340422.25,-36.64,112374.88,32939286.0,48772932.0,667470.9,316496.3,-74305.92,59633980.0,25042232.0,8634693.0
1980,2581654.2,17409092.0,2779986.8,8756.96,43491.68,47451910.0,-323201.44,-173087.36,96174830.0,-4899244.0,1746958.6,3225529.2,-5556969.0,14679852.0,10683894.0,12940479.0,2009300.9,-36.64,-152532.31,-5406488.5,24934364.0,3178849.8,53828300.0,1487490400.0,12274.399,1010970.9,13896013.0,2120686.5,5762885.5,275900640.0,611851.4,17210686.0,1059518900.0,97499370.0,32017206.0,89369830.0,5581334.5,0.0,45612292.0,32133.281,36.64,56256396.0,20289584.0,-3165915.8,-7754379.5,-31780694.0,80974.4,-30960.799,193935.53,13419217.0,2511415.5,86915464.0,-528055.6,195730.88,-11544055.0,-2834470.2,32577318.0,5746691.0,1304530.6,-40066244.0,0.0,6285445.0,2768518.2,-10107217.0,7604779.0,5479329.0,1014744.8,3059110.2,-2175829.8,4538047.0,-121058.555,24259674.0,2104271.8,18402550.0,-256040.33,679488.8,-5086841.0,240351380.0,192710130.0,7657393.5,-2308393.2,2832638.5,307299.7,266812.47,-54858290.0,368268.66,318804.66,9853778.0,14232002.0,9810617.0,1670820.8,7940730.5,0.0,-32609.6,-45224496.0,13190.399,18865790.0,-394136.47,4498952.5,604157.0,153924.64,-6778.4,11613598.0,152752.16,-4406253.0,-430923.03,3268324.5,20692954.0,0.0,-2291648.8,45871924.0,0.0,64129852.0,0.0,-54410.4,3563606.2,-77530.234,66891160.0,-220206.4,21074632.0,21480310.0,1024930.7,93505.28,10538800.0,165981070.0,1523308.0,-8445520.0,57537256.0,32142622.0,0.0,598257.9,-4117016.8,21927538.0,0.0,57252710.0,-11798.08,4967532000.0,15935651.0,23333854.0,59009416.0,159510220.0,0.0,28676920.0,-16531418.0,-34500996.0,1979549.1,66841620.0,50966.242,44957.28,9010142.0,483706530.0,7023778.0,3346734.2,5288654.5,-219180.48,7108.16,788016.44,8239713.5,4832816.0,-19565.76,10092745.0,-1273020.1,10127479.0,-144874.56,2853266.8,1857831.1,192799.69,-17184418.0,-1796385.9,0.0,323311.34,4179854.5,3115755.8,293890340.0,337491.03,-6631.8403,4894078.0,45506.88,-850231.2,398826.4,43729696.0,0.0,103898910.0,95504730.0,22831482.0,-6214584.0,264893600.0,545642.9,-73.28,64229.918,24394618.0,47908228.0,1539393.0,413628.94,-18026.88,59620356.0,31662090.0,10247768.0
1981,2696300.8,16070048.0,2571028.8,10405.76,24512.16,45374500.0,-452613.9,-166712.0,152264420.0,-4535482.0,925856.1,3021334.2,-5346728.5,13456003.0,10821331.0,12461997.0,2030405.5,0.0,-143482.23,-5415135.5,20542364.0,3045370.2,40126260.0,1486088600.0,8317.28,733606.06,14597596.0,2217782.5,5606286.5,271368670.0,732250.4,14927759.0,990131140.0,111857336.0,36654730.0,88566610.0,13153686.0,0.0,41411556.0,14106.4,146.56,54552268.0,42645370.0,-2626391.8,-7618481.5,-31221128.0,84931.52,-31144.002,39131.52,10617978.0,2358260.5,71394760.0,-679268.94,-57268.316,-10732589.0,-2830293.5,24749916.0,5483212.5,1545804.9,-36808290.0,0.0,7302718.5,2526731.0,-10853245.0,31073870.0,5035179.0,1459114.6,4029667.2,-94751.04,2865248.0,-112484.8,24467936.0,805017.44,16830328.0,-602361.56,506364.8,-4799546.5,238178860.0,225828430.0,7127103.0,14678424.0,2697949.8,308875.2,271722.25,-52257616.0,-122890.555,644607.5,7542234.0,12370031.0,20472270.0,1412691.9,10092928.0,0.0,-57927.84,-43424996.0,12420.96,19737272.0,-373178.4,4803944.0,645560.2,131207.84,-6338.72,8904472.0,-47485.44,-4298824.5,-377611.84,2266000.8,19328810.0,0.0,-2221153.5,42355400.0,0.0,60857496.0,0.0,-159457.28,3631866.8,-74342.56,63771440.0,-307739.38,22333180.0,26065952.0,1383966.1,-12677.44,13495575.0,145413890.0,1518508.1,-5489295.0,52846056.0,32975232.0,0.0,633688.8,-3257442.5,21116254.0,0.0,25481398.0,-15205.6,4829939700.0,83716310.0,27487804.0,53620476.0,128951250.0,0.0,12880023.0,-15750803.0,-33770796.0,1857501.4,49320990.0,58770.56,44261.12,10314930.0,396139940.0,6508839.5,3478638.2,6357663.0,339762.72,13300.319,2016335.9,9916616.0,3133343.0,-18723.04,10446138.0,-1691229.1,10505787.0,-206796.16,2571615.0,2077781.2,45030.56,-16543877.0,-679855.2,0.0,44774.08,3504066.5,2458287.5,315671900.0,377758.4,35504.16,4338212.5,35540.8,-1026689.4,3051672.5,6099827.5,0.0,76856720.0,70703100.0,19207348.0,-5891822.0,259264590.0,537472.1,-73.28,9453.12,26750314.0,44955852.0,1323473.4,329100.47,-37372.8,60385760.0,34150200.0,11248114.0
1982,2169564.2,13718529.0,2321620.2,9929.439,49097.598,44800316.0,-482035.84,-160373.28,76011440.0,-4416036.0,781494.56,2836998.8,-4948488.5,11053922.0,10718006.0,10932826.0,1618718.6,0.0,-133809.28,-5117618.5,19674178.0,1679980.6,34885750.0,1549507000.0,6448.64,850524.3,15711489.0,2143110.2,5050677.5,224485810.0,764163.9,12502668.0,944924100.0,104337416.0,31550558.0,89614080.0,10709213.0,0.0,40487936.0,3957.1199,476.32,26124284.0,42428132.0,-2831466.0,-7294511.0,-30470152.0,88485.6,-22496.96,-360464.3,7436784.5,-3544956.5,61077596.0,-615918.4,-286195.06,-9757562.0,-2591657.0,17944440.0,4704503.0,1845043.9,-37954424.0,0.0,6141083.5,1873549.9,-10261948.0,16152158.0,4556440.5,436125.9,4178096.0,-1051714.5,1316475.1,-104424.0,25595716.0,1243891.4,14845576.0,-488154.72,438983.84,-4298348.5,241052130.0,149897390.0,8861128.0,14876390.0,1900040.5,292094.06,-38178.88,-53654884.0,-392267.84,977152.1,8722152.0,11617555.0,19258532.0,1276244.5,7543626.5,0.0,-54337.12,-41637624.0,12970.56,17948910.0,-335329.28,5151474.0,831508.2,131207.84,-6008.96,11069494.0,-138022.89,-3889519.2,-384500.16,2163518.8,19427590.0,0.0,-2256474.2,41907108.0,0.0,145475540.0,0.0,-215589.75,3079958.5,-71191.52,60724680.0,-269780.3,23345542.0,21148718.0,1617765.9,-27992.959,6695227.0,163002850.0,1841013.5,497681.12,50869804.0,20588420.0,0.0,619362.56,-2878988.0,20514258.0,0.0,19452396.0,81450.72,4543699000.0,10288255.0,20862634.0,52962940.0,105181340.0,0.0,25146984.0,-14601517.0,-32284898.0,1780557.5,42221884.0,30924.16,46239.68,11723518.0,328891040.0,5761200.0,7608626.0,6493927.0,-158541.28,60565.918,1625973.2,8666752.0,2618660.8,-19162.719,10774139.0,-1899234.4,10852365.0,-116771.68,2104162.0,2220237.5,78189.76,-15931914.0,-337234.56,0.0,-5110511.0,3338820.0,1759416.2,225730860.0,363285.6,68956.484,4483710.0,-27040.32,-1412362.1,5312360.5,-5029976.0,0.0,63272300.0,52356216.0,19061558.0,-5613980.5,253020590.0,671024.94,-73.28,268021.6,20691194.0,45300050.0,1860139.5,306090.56,-18100.16,59817220.0,38624604.0,11914229.0
1983,2118891.2,12854008.0,2406698.2,11468.32,28762.398,44797344.0,-479068.0,-211522.72,249681680.0,-4102250.8,559053.1,2574692.8,-4402259.5,9741513.0,10872773.0,13461060.0,1523784.2,36.64,-127250.71,-4781226.5,18494810.0,2788047.5,52950550.0,1524596900.0,4726.56,1048270.4,16995536.0,2114421.2,4949074.5,229389300.0,912042.9,11643532.0,894567600.0,149817400.0,28178064.0,88962730.0,6637116.0,0.0,35617890.0,713197.56,806.08,44309852.0,27056882.0,-2897344.5,-6968891.5,-29652386.0,92516.0,-18649.76,840045.25,5894167.0,13584280.0,73408680.0,182247.36,-739138.7,-9977512.0,-2546919.5,6753008.5,4894921.0,1763922.9,-33164952.0,0.0,3993760.0,3171851.5,-9831904.0,36480544.0,5163235.5,-83905.6,6034021.5,-1542800.5,4110788.2,-98231.836,106978790.0,-225519.2,20242244.0,-336135.34,439826.56,-3815946.2,232537010.0,324573100.0,11558894.0,17434300.0,1623005.4,281285.28,425353.75,-52019348.0,-110139.84,-752878.7,3776558.0,8947781.0,15129022.0,1115651.4,5564040.5,0.0,-78336.32,-40444810.0,16707.84,18597658.0,-250397.77,4999967.5,835795.06,160922.88,-5569.2803,9925336.0,458439.7,-3789199.0,-291324.66,1930122.0,20465602.0,0.0,-2106213.8,40700224.0,0.0,81808770.0,0.0,-250983.98,3050976.2,-68077.125,57305290.0,-258055.53,19943592.0,26508968.0,1385321.8,-24622.08,7876244.5,117392984.0,1721164.0,-6895172.0,63303812.0,25604142.0,0.0,1255066.5,-2288754.2,20438050.0,0.0,21046858.0,128936.164,4784955000.0,32841750.0,24759920.0,52702316.0,84727030.0,0.0,10797955.0,-7507975.5,-30988756.0,1804226.9,41019064.0,45433.6,48035.04,11696770.0,356235520.0,5452911.5,8285477.0,10568992.0,-96509.76,31144.002,2008568.1,10294411.0,5597090.0,-18613.12,11489388.0,-1803677.2,15975919.0,-241750.73,2170810.0,2238154.2,106695.68,-15164929.0,2415711.8,0.0,-2389257.8,2770606.8,6115985.5,191645630.0,272455.03,-806.08,4315532.5,-7144.8,-1350440.5,3630987.2,64655236.0,0.0,54271276.0,42327628.0,16810140.0,-5380071.0,275367800.0,333863.66,-73.28,93871.68,20532104.0,42592824.0,1039660.0,278610.56,1502.24,60589040.0,40615476.0,11705344.0
1984,1848598.0,12268098.0,2111050.2,12274.399,38472.0,44327070.0,-448620.16,-172171.36,118901660.0,-3798212.5,744964.44,2531457.8,-4062899.8,10432434.0,10849947.0,13715964.0,1411482.8,36.64,-130145.27,-4813250.5,18609970.0,2343604.5,29922018.0,1946298500.0,3041.1199,1015221.1,13089713.0,2129626.8,5034849.0,251961630.0,870603.0,10127040.0,854269630.0,166435140.0,23877114.0,95176650.0,7693631.0,0.0,40051736.0,336281.9,1135.84,20936572.0,35126330.0,-3288696.5,-7007033.5,-28713412.0,97425.766,-17843.68,-213464.64,4947646.0,6513602.5,86851310.0,1004815.3,-829163.2,-12534910.0,-2414869.2,1448049.4,4206162.0,1971195.2,-31323060.0,0.0,3343876.5,5204822.0,-9440882.0,34657228.0,5398684.5,-175212.48,4994801.5,-2308429.8,1762640.5,-158358.08,50689536.0,-3712658.0,13398222.0,-653804.2,440486.06,-3588595.0,977279900.0,194776200.0,8818881.0,20791368.0,2106580.2,272711.5,365190.88,-52920360.0,256.48,2382845.8,9578759.0,8733400.0,73834810.0,1059225.8,64945024.0,0.0,-73133.44,-38633180.0,14582.72,18862308.0,-202069.6,5415429.0,905191.2,171255.36,-5386.08,9872392.0,554143.4,-3469478.2,-310230.88,1949724.4,15388726.0,0.0,-1968813.8,40341812.0,0.0,76174376.0,0.0,-245854.4,5082151.5,-65036.004,53220296.0,-295868.0,20424382.0,28184404.0,1728382.1,-17623.84,6846624.0,186186720.0,1678551.6,-6349162.0,67077908.0,32607586.0,0.0,1818919.5,-2015419.8,19833086.0,0.0,18200370.0,113657.28,5639079000.0,10777033.0,21992318.0,55312510.0,90156240.0,0.0,7467049.0,-10818876.0,-30024722.0,1821337.8,39470840.0,129595.68,27443.361,14203532.0,363660640.0,5094645.5,10161701.0,12700047.0,-65072.637,110103.2,1353445.0,18056742.0,3539314.0,-18723.04,11868979.0,-1974383.1,17560526.0,-119776.16,2348257.8,2064444.2,90903.836,-15108907.0,711841.94,0.0,-3794145.0,2728251.0,3911906.2,292237020.0,282091.38,68846.555,4620487.0,-2308.32,-1384882.1,1115761.4,45581224.0,0.0,158718350.0,35832530.0,17477390.0,-5175033.5,280446560.0,456094.72,-73.28,48144.96,53629676.0,36182660.0,1623665.0,238563.03,183053.44,58237264.0,43918350.0,12235672.0
1985,1567239.4,11567065.0,2015822.9,12750.72,42465.76,43424960.0,-427955.22,-156049.77,63931970.0,-3595410.0,679012.5,2774527.2,-3882777.5,11663244.0,10811878.0,15832546.0,1347142.9,73.28,-125455.36,-4227706.5,18846628.0,1911618.8,44602276.0,1398427600.0,439.68,1845959.8,12790364.0,2109255.0,5012828.0,262173660.0,693595.2,8740802.0,772381200.0,137305420.0,35635660.0,95251620.0,5712579.0,0.0,33489656.0,190967.69,1025.92,15276205.0,65537344.0,-3124036.5,-6753411.5,-27560790.0,102811.84,-30264.639,-722284.3,6404525.5,4935481.5,76309210.0,2250172.5,-1008222.9,-10995371.0,-2146774.2,-4793757.5,4064218.8,1543460.0,-30034100.0,0.0,6889565.5,2830330.0,-9023955.0,20548446.0,4749386.5,261096.62,3021774.2,597635.06,1474906.5,-148904.95,39533604.0,2345582.8,14063825.0,-197013.28,497497.94,-3965730.5,972537700.0,161175000.0,9364964.0,24078452.0,2308393.2,282494.4,566967.4,-50397148.0,339945.94,1475712.6,6522213.0,8201021.5,47952236.0,1119168.8,90968620.0,0.0,-95630.4,-37351256.0,19309.281,18361770.0,-137803.05,6099424.0,819270.4,132636.81,-8793.601,11466158.0,149051.52,-3000925.8,-304038.72,2043046.5,17956970.0,0.0,-1837569.2,36037530.0,0.0,73396410.0,0.0,-165466.23,3980679.2,-62104.8,49578172.0,-148135.52,19793734.0,27605894.0,1909200.5,-23229.76,12164443.0,277235740.0,1655468.4,-5377799.5,62263380.0,22319622.0,0.0,1983836.2,-1212820.8,20053768.0,0.0,16011973.0,204817.6,5290962400.0,-23362616.0,21192796.0,57320644.0,81855890.0,0.0,55792316.0,-11303220.0,-28683990.0,1891247.0,41315010.0,124869.12,39058.242,13360080.0,358031700.0,4652987.0,9867226.0,14470309.0,292387.22,177594.1,2227785.2,14003405.0,4161314.8,-18063.52,11833364.0,-1532431.4,21643468.0,-188402.88,2222545.8,2053122.4,231601.45,-14665087.0,1791622.8,0.0,-3655756.0,5509043.5,2663325.0,235906060.0,252486.25,92809.12,4488107.0,-732.8,-1321091.9,-1017529.4,30378114.0,0.0,133426170.0,27547014.0,17205228.0,-5081785.0,286783230.0,574845.0,-73.28,299128.94,71421620.0,37147540.0,2246032.0,227864.16,131500.97,75780780.0,45908490.0,12547625.0
