Date,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1860,,,,,,13781265.0,974876.2,,16377502.0,10379232.0,4163048.2,,20308232.0,,,,,,,,40180836.0,,,36179200.0,,,,,,124640560.0,3889482.5,12403248.0,,,,,,,25426036.0,,,,3398202.0,,11610470.0,57849390.0,,,10980605.0,,,,,,24916482.0,12066555.0,,19140956.0,,50347024.0,,,169348290.0,8834159.0,,,,,,,,,,,,,12831768.0,,122298460.0,,,,,,22349558.0,,,,22282004.0,,1683583.1,,,,,,,,,,,,,,22345806.0,,10934237.0,,2994454.0,,,20649554.0,,,,,,,,,,,,,,,,,,12053314.0,14067378.0,,,8686611.0,,3113146400.0,,,6664574.5,,,,46439476.0,,,,,,24314048.0,537697800.0,,,,,,,,,,,,,,4582138.5,,30587732.0,,,,,,,558300.25,553181.25,,,,,,,,,71936216.0,2920336.8,1010527900.0,2039761.0,,,,,,,,,
1861,,,,,,14262142.0,965315.1,,16635679.0,10699283.0,4173072.0,,21372186.0,,,,,,,,40075616.0,,,44131444.0,,,,,,117809020.0,3639524.5,12606248.0,,,,,,,26628512.0,,,,3481260.8,,12104059.0,62337350.0,,,10663229.0,,,,,,24324344.0,11068641.0,,19405936.0,,51245620.0,,,182989540.0,8679301.0,,,,,,,,,,,,,12455438.0,,119583090.0,,,,,,21624964.0,,,,22535760.0,,1693236.6,,,,,,,,,,,,,,22054152.0,,10818065.0,,2928005.5,,,21584612.0,,,,,,,,,,,,,,,,,,11547976.0,13982630.0,,,8300682.0,,3116545300.0,,,9516313.0,,,,45916850.0,,,,,,24140192.0,643277760.0,,,,,,,,,,,,,,4533176.5,,30912984.0,,,,,,,563222.8,558873.56,,,,,,,,,72944856.0,3013626.8,931204540.0,2063323.2,,,,,,,,,
1862,,,,,,14667226.0,955712.6,,16600066.0,10753876.0,4175283.8,,20817308.0,,,,,,,,40222356.0,,14845487.0,45929000.0,,,,,,100671300.0,3765163.0,12789494.0,,,,,,,27327442.0,,,,3592747.2,,12639001.0,66033490.0,,,11097450.0,,,,,,24025288.0,10611588.0,,18471542.0,,51759130.0,,,185691340.0,8699729.0,,,,,,,,,,,,,12272494.0,,116690080.0,,,,,,21164620.0,,,,22730664.0,,1700928.2,,,,,,,,,,,,,,21811488.0,,10811567.0,,2861662.8,,,21252568.0,,,,,,,,,,,,,,,,,,12623140.0,13855636.0,,,8550787.0,,3096443100.0,,,8668857.0,,,,46553136.0,,,,,,23949626.0,645866600.0,,,,,,,,,,,,,,4593194.5,,31663814.0,,,,,,,566098.8,560358.0,,,,,,,,,73915816.0,3044519.8,920114800.0,2072928.2,,,,,,,,,
1863,,,,,,15011925.0,947109.94,,18150024.0,10309397.0,4178007.2,,21716528.0,,,,,,,,40306624.0,,,42959948.0,,,,,,119010600.0,3581120.5,13399664.0,,,,,,,24437504.0,,,,3325707.0,,13169582.0,69241140.0,,,11197220.0,,,,,,23812704.0,10134649.0,,19642190.0,,50214572.0,,,203981440.0,8644078.0,,,,,,,,,,,,,12017994.0,,115616370.0,,,,,,18357044.0,,,,22786848.0,,1708464.2,,,,,,,,,,,,,,21805640.0,,10724242.0,,2799861.8,,,21491772.0,,,,,,,,,,,,,,,,,,11112986.0,13803168.0,,,9934716.0,,3086653700.0,,,6835507.5,,,,47517644.0,,,,,,23795884.0,616078660.0,,,,,,,,,,,,,,4691978.0,,31931980.0,,,,,,,567903.25,561913.75,,,,,,,,,74861200.0,3149295.2,912625400.0,2082126.2,,,,,,,,,
1864,,,,,,15222488.0,939268.25,,17015308.0,9677577.0,4190572.8,,22599698.0,,,,,,,,40358956.0,,5297573.0,45467276.0,,,,,,131945220.0,3692029.5,12835323.0,,,,,,,28408460.0,,,,3557511.2,,13606513.0,76469070.0,,,10989874.0,,,,,,23286332.0,9674237.0,,19603608.0,,51413576.0,,,223593100.0,8691273.0,,,,,,,,,,,,,11770270.0,,113271600.0,,,,,,17007812.0,,,,22906184.0,,1715549.2,,,,,,,,,,,,,,21726832.0,,10764326.0,,2749400.5,,,22216268.0,,,,,,,,,,,,,,,,,,10410596.0,13861902.0,,,10995334.0,,3028223000.0,,,9422907.0,,,,47852610.0,,,,,,23750232.0,594434240.0,,,,,,,,,,,,,,4744594.5,,32290538.0,,,,,,,568850.2,563484.5,,,,,,,,,75688880.0,3167823.5,884278900.0,2090929.0,,,,,,,,,
1865,,,,,,15318035.0,931741.25,,20484344.0,10017926.0,4200661.5,,23172564.0,,,,,,,,40556710.0,,2074732.0,35203696.0,,,,,,114502200.0,3667810.5,13014569.0,,,,,,,29435572.0,,,,3503531.5,,14119729.0,83083144.0,,,11223712.0,,,,,,22926492.0,9271304.0,,18986408.0,,52426710.0,,,239685730.0,8857636.0,,,,,,,,,,,,,11746308.0,,114496680.0,,,,,,15949466.0,,,,22938064.0,,1721255.9,,,,,,,,,,,,,,21470044.0,,10656556.0,,2708058.5,,,22925084.0,,,,,,,,,,,,,,,,,,10686422.0,13831160.0,,,8450540.0,,3006283300.0,,,8202917.0,,,,48658764.0,,,,,,23922586.0,597924500.0,,,,,,,,,,,,,,4844109.0,,32526354.0,,,,,,,570000.56,563583.25,,,,,14957218.0,,,,76445740.0,3267770.5,848275700.0,2094826.6,,,,,,,,,
1866,,,,,,15641829.0,928978.3,,19321340.0,8271004.0,4237789.5,,24492338.0,,,,,,,,40750810.0,,-607912.1,52809910.0,,,,,,141736380.0,3685251.2,14764601.0,,,,,,,24475370.0,,,,3501214.2,,14588353.0,82145860.0,,,11209019.0,,,,,,22555512.0,9012839.0,,19065294.0,,54326936.0,,,251339260.0,8646371.0,,,,,,,,,,,,,11781665.0,,113184840.0,,,,,,14998181.0,,,,23108140.0,,1737328.4,,,,,,,,,,,,,,21681424.0,,10709395.0,,2686217.5,,,22010910.0,,,,,,,,,,,,,,,,,,11045788.0,13861388.0,,,8711234.0,,3057194000.0,,,6540756.0,,,,47926988.0,,,,,,23903350.0,626352260.0,,,,,,,,,,,,,,5011556.0,,32868754.0,,,,,,,577474.56,579867.94,,,,,14989607.0,,,,77721816.0,3443889.5,851377800.0,2147965.0,,,,,,,,,
1867,,,,,,15765583.0,923392.06,,20258650.0,9940176.0,4254307.0,,27012986.0,,,,,,,,40472464.0,,-2838190.5,41772830.0,,,,,,151662670.0,3791470.8,15260669.0,,,,,,,26592470.0,,,,3506762.8,,15274044.0,88994420.0,,,11473303.0,,,,,,22666970.0,8690510.0,,20186954.0,,56150730.0,,,260679680.0,8731287.0,,,,,,12168437.0,,,,,,,11993444.0,,,,,,,,14973376.0,,,,23163042.0,,1744516.5,,,,,,,,,,,,,,21642388.0,,10712403.0,,2641561.5,,,23309624.0,,,,,,,,,,,,,,,,,,11338211.0,13946467.0,,,8531624.0,,3051036400.0,,,8691039.0,,,,48960092.0,,,,,,23921670.0,579396030.0,,,,,,,,,,,,,,5140885.0,,33179900.0,,,,,,,580049.4,583533.8,,,,,15021850.0,,,,78462700.0,3489462.5,849900740.0,2162101.0,,,,,,,,,
1868,,,,,,15916301.0,916245.75,,19907144.0,10945540.0,4262401.5,,24627980.0,,,,,,,,40510130.0,,-4762661.5,60316510.0,,,,,,144191230.0,3920113.5,14341302.0,,,,,,,23714424.0,,,,3445124.2,,15599039.0,93630440.0,,,11516282.0,,,,,,22422910.0,8295491.5,,20345642.0,,55880324.0,,,258324980.0,8733027.0,,,,,,12124176.0,,,,,,,11800938.0,,,,,,,,14835023.0,,,17059878.0,23209174.0,,1745962.5,,,,,,,,,,,,,,21422772.0,,10601868.0,,2593995.0,,,23687996.0,,,,,,,,,,,,,,,,,,11388958.0,13993769.0,,,10086369.0,,3033160000.0,,,9111365.0,,,,49814684.0,,,,,,23863816.0,583357250.0,,,,,,,,,,,,,,5157667.5,,33679744.0,,,,,,,579449.2,579216.0,,,,,14981730.0,,,,78755340.0,3669611.2,846998850.0,2151355.8,,,,,,,,,
1869,,,,,,16013201.0,912676.2,,22717752.0,11524342.0,4289656.5,,26271284.0,,,,,,,,40829016.0,,-6478828.0,54310200.0,,,,,,183215400.0,3801803.0,13504776.0,,,,,,,21162476.0,,,,3539609.5,,16066748.0,96789140.0,,,11284753.0,,,,,,22195082.0,8142039.5,,19545498.0,,56656800.0,,,268306850.0,8746697.0,,,,,,12273227.0,,,,,,,11664930.0,,,,,,,,13968633.0,,,18820832.0,23324196.0,,1755406.1,,,,,,,,,,,,,,21505634.0,,10633631.0,,2564149.2,,,23049044.0,,,,,,,,,,,,,,,,,,11631222.0,13855819.0,,,6878720.5,,3109619000.0,,,7010341.0,,,,49986996.0,,,,,,23504964.0,579293200.0,,,,,,,,,,,,,,5247217.0,,33798056.0,,,,,,,583650.06,587308.56,,,,,15087839.0,,,,79453384.0,3668875.2,840445760.0,2178507.8,,,,,,,,,
1870,,,,,,17043536.0,869087.06,,26353536.0,12269014.0,4314700.0,,30305604.0,,,,,,,,41627892.0,,-7966409.0,37564604.0,,,,,,157449700.0,3846687.0,15745787.0,,,,,,,42159630.0,,,4194953.0,3724818.5,,15954225.0,95665020.0,,,11456559.0,3291244.0,,,,,21288682.0,7918265.0,,20377446.0,,50885376.0,,,272912740.0,8529205.0,,,,,,12991958.0,,6798442.0,,3595703.0,,2366907.5,12919374.0,,,,,,,,17015066.0,,,16349868.0,23658852.0,,1776630.8,,,,,,,,,,,,,,21729812.0,,10786178.0,,2607215.8,,,23146892.0,,,,,,,,,,,,,,,,3285142.5,,12975360.0,13710102.0,,,10200356.0,,3371271700.0,,,12546586.0,,,,53675330.0,,4346456.5,,,,23485434.0,667141200.0,,,,,,,,3393230.5,,,,,,5471381.5,,34527336.0,,,,,,,591788.8,619563.94,,,,,13198241.0,,,,90511970.0,3539736.8,1188442900.0,2225917.8,,23726076.0,,,,,,,
1871,,,,,,17751220.0,856512.06,,25160364.0,15412360.0,4337439.5,,29556938.0,,,,,,,,41225256.0,,-9292139.0,56732336.0,,,,,,79122830.0,3943636.5,15756175.0,,,,,,,53755350.0,,,4399739.0,3785413.8,,16282261.0,104463060.0,,,11539988.0,3402458.2,,,,,20520562.0,7588166.0,,20185856.0,,50751932.0,,,283312580.0,8563276.0,,,,,,13400640.0,,5752590.0,,3631793.5,,1965702.6,13873699.0,,,,,,,,19393662.0,,,19031182.0,23894284.0,,1797172.6,,,,,,,,,,,,,,21585056.0,,10774087.0,,2629373.0,,,22958380.0,,,,,,,,,,,,,,,,4555972.5,,13185856.0,13662213.0,,,9404975.0,,3424298200.0,,,8460049.0,,,,56430330.0,,4442710.0,,,,23483566.0,599028000.0,,,,,,,,3127150.8,,,,,,5587752.0,,34819870.0,,,,,,,602705.1,646108.0,,,,,12510911.0,,,,95353950.0,3565491.0,1343872100.0,2284235.2,,24901936.0,,,,,,,
1872,,,,,,18190044.0,847000.5,,31974162.0,15236524.0,4350065.5,,31328556.0,,,,,,,,41271710.0,,-10479356.0,66389092.0,,,,,,135435400.0,4060554.8,16372730.0,,,,,,,53940650.0,,,4719899.5,3830625.2,,16645411.0,111731040.0,,,11519397.0,3481745.5,,,,,20413244.0,7179384.5,,21242076.0,,62020420.0,,,293100770.0,8464516.0,,,,,,13498579.0,,4732935.0,,3448813.2,,1441503.4,14234567.0,,,,,,,,22004958.0,,,17100766.0,23990248.0,,1808408.0,,,,,,,,,,,,,,21683566.0,,10606985.0,,2634725.8,,,22752546.0,,,,,,,,,,,,,,,,7784213.0,,13512392.0,13734028.0,,,8339190.5,,3683467300.0,,,11028628.0,,,,58424532.0,,4991797.0,,,,23717034.0,709456500.0,,,,,,,,3756113.2,,,,,,5713233.0,,35559960.0,,,,,,,607776.75,656191.5,,,,,12057088.0,,,,98974270.0,3736419.8,1442288100.0,2302807.2,,27461748.0,,,,,,,
1873,,,,,,18358124.0,838467.2,,32872260.0,16036632.0,4362015.5,,34482124.0,,,,,,,,40946760.0,,-11579362.0,61792424.0,,,,,,98125656.0,4135850.0,16985864.0,,,,,,,60850050.0,,,4752524.5,3895732.5,,17015180.0,118053600.0,,,11576994.0,3577712.2,,,,,19943408.0,6919729.0,,21045246.0,,66833416.0,,,303759580.0,8558207.0,,,,,,13693248.0,,5436679.5,,3703830.5,,1907749.2,14552639.0,,,,,,,,22291556.0,,,19082442.0,24126108.0,,1815690.1,,,,,,,,,,,,,,21533426.0,,10537513.0,,2615944.0,,,23935784.0,,,,,,,,,,,,,,,,6611711.0,,13961049.0,13778142.0,,,10042438.0,,3650682400.0,,,11737581.0,,,,60059264.0,,5254908.5,,,,23897892.0,636663000.0,,,,,,,,3148621.8,,,,,,5891965.0,,36059988.0,,,,,,,609190.3,659076.7,,,,,11649541.0,,,,101661580.0,3730647.8,1538274000.0,2304706.5,,25959658.0,,,,,,,
1874,,,,,,18766392.0,834253.0,,34198708.0,14447372.0,4391563.5,,32695996.0,,,,,,,,41281550.0,,-12597227.0,55455890.0,,,,,,131827460.0,3841374.2,17481494.0,,,,,,,62647904.0,,,5023005.0,3924035.0,,17438590.0,91279290.0,,,11769281.0,3628527.2,,,,,19645672.0,6851658.5,,20632570.0,,64384616.0,,,298047330.0,8420027.0,,,,,,13797012.0,,5874348.0,,3898317.5,,1661568.1,14241089.0,,,,,,,,22181856.0,,,19861188.0,24202588.0,,1830031.5,,,,,,,,,,,,,,21636900.0,,10652719.0,,2612555.2,,,23544964.0,,,,,,,,,,,,,,,,8957369.0,,14022128.0,13947419.0,,,8844896.0,,3806669300.0,,,12230822.0,,,,62248100.0,,5113148.5,,,,23485800.0,748776260.0,,,,,,,,4211001.5,,,,,,6008079.0,,36261948.0,,,,,,,615092.9,672123.2,,,,,11299702.0,,,,104780984.0,3987122.0,1595745300.0,2340610.0,,24786428.0,,,,,,,
1875,,,,,,18798102.0,830798.0,,38053892.0,13361509.0,4423605.5,,33305468.0,,,,,,,,41537930.0,,-13554239.0,73199480.0,,,,,,135580420.0,4162413.8,16671072.0,,,,,,,61927660.0,,,4906048.5,3940465.5,,17847968.0,120813220.0,,,11896275.0,3688768.8,,,,,19585546.0,6698755.5,,22084138.0,,67004816.0,,,310430430.0,8488817.0,,,,,,13933276.0,,5227318.5,,4311468.5,,1857740.0,14168139.0,,,,,,,,23945228.0,,,21606498.0,24367458.0,,1842689.6,,,,,,,,,,,,,,21711552.0,,10747259.0,,2607400.0,,,23778640.0,,,,,,,,,,,,,,,,7083417.5,,14413810.0,14162276.0,,,8900076.0,,3943473700.0,,,14213747.0,,,,61685384.0,,5789669.5,,,,23176192.0,758793200.0,,,,,,,,4857291.5,,,,,,6064359.5,,36923812.0,,,,,,,620199.4,682804.1,,,,,11094042.0,,,,107146480.0,3874685.8,1644320300.0,2370898.5,,24721224.0,,,,,,,
1876,,,,,,19055940.0,829719.56,,28582012.0,13550168.0,4459833.5,,33270622.0,,,,,,,,41505796.0,,-14392683.0,49734236.0,,,,,,130383440.0,4238222.0,14242317.0,,,,,,,64543860.0,,,4972885.5,3862041.5,,22924972.0,122965160.0,,,11992419.0,3705000.2,,,,,19630760.0,6512127.0,,21540766.0,,66859240.0,,,306823070.0,8453222.0,,,,,,,,4219352.5,,3873950.0,,1655042.0,14390324.0,,,,,,,,26321480.0,,,24471088.0,24503508.0,,1859148.1,,,,,,,,,,,,,,21640292.0,,10712403.0,,2618408.8,,,23721428.0,,,,,,,,,,,,,,,,9621582.0,,15581526.0,14041547.0,,,9538968.0,,3973975300.0,,,12379490.0,,,,61590884.0,,5811177.5,,,,23277868.0,747502600.0,,,,,,,,3456471.0,,,,,,7739265.0,,37381010.0,,,,,,,627587.4,699405.5,,,,,10750066.0,,,,109361620.0,3921887.5,1687006500.0,2420296.8,,27740934.0,,,,,,,
1877,,,,,,19150856.0,826085.1,,35404304.0,12861666.0,4483035.5,,32301238.0,,,,,,,,41161544.0,,-15206927.0,63293788.0,,,,,,105620330.0,3983427.5,15979282.0,,,,,,,62165652.0,,,4932202.5,3903020.0,,23481836.0,120567180.0,,,11957061.0,3780973.0,,,,,19605368.0,6268228.0,,21966156.0,,65194760.0,,,311558430.0,8535116.0,,,,,,,,3975847.8,,3592560.0,,1683382.1,14619910.0,,,,,,,,26226728.0,,,22056510.0,24578400.0,,1866325.6,,,,,,,,,,,,,,21779852.0,,10593790.0,,2601459.5,,,25474352.0,,,,,,,,,,,,,,,,9962540.0,,15938070.0,14364529.0,,,11209092.0,,3885493200.0,,,14513288.0,,,,59788348.0,,5366331.0,,,,23322460.0,729750800.0,,,,,,,,3288149.8,,,,,,7895561.0,,37734436.0,,,,,,,629823.1,702721.9,,,,,10684150.0,,,,111217500.0,4007463.5,1748099300.0,2429401.0,,23150912.0,,,,,,,
1878,,,,,,19496664.0,828654.3,,35087230.0,12828104.0,4536110.0,,34110630.0,,,,,,,,41391990.0,,-15952579.0,66634096.0,,,,,,105589704.0,3931801.8,17907976.0,,,,,,,65922800.0,,,5133187.0,4007608.8,,24025692.0,123730680.0,,,11744402.0,3760167.8,,,,,19439500.0,6209001.0,,22629376.0,,66471188.0,,,305876740.0,8579109.0,,,,,,,,5010836.5,,3317614.8,,1946129.8,14529702.0,,111448700.0,,,,,,26854188.0,,,23639798.0,24747406.0,,1887587.9,,,,,,,,,,,,,,21785340.0,,10686660.0,,2617898.8,,,24122732.0,,,,,,,,,,,,,,,,8972586.0,,16248667.0,14200345.0,,,11480484.0,,3986566100.0,,,13804458.0,,,,60348680.0,,5369115.5,,,,23000834.0,734052500.0,,,,,,,,3350884.5,,,,,,8067795.0,,37970176.0,,,,,,,640270.44,727375.5,,,,,10352559.0,,,,113547360.0,4012113.5,1807416600.0,2504494.0,,26349904.0,,,,,,,
